qid,label
Q1053565,Rivière du Rempart District
Q1053595,Plaines Wilhems District
Q1053600,Savanne District
Q873740,Rivière Noire District
Q911635,Grand Port District
Q911643,Moka District
Q911651,Flacq District
Q934126,Pamplemousses District
Q960645,Port Louis District
