hostname,indegree,indegree_tech
island.is,7,0
althingi.is,1,0
government.is,1,0
hagstofa.is,1,1
mms.is,1,0
reykjavik.is,1,0
samgongustofa.is,1,0
statice.is,1,0
stjornarradid.is,1,0
