type,label,website,hostname
ministry,"Ministry of Women's Affairs","http://www.femmes.gov.tn/",femmes.gov.tn
ministry,"Ministry of Interior","https://www.interieur.gov.tn/",interieur.gov.tn
ministry,"Ministry of Transport","http://www.transport.tn/",transport.tn
ministry,"Ministry of Agriculture","http://www.agriculture.tn/",agriculture.tn
ministry,"Ministry of Defence","https://defense.tn/",defense.tn
ministry,"Q19407202","http://www.pm.gov.tn/",pm.gov.tn
ministry,"Ministry of Commerce","https://commerce.gov.tn/",commerce.gov.tn
ministry,"Ministry of Youth and Sports","http://www.sport.tn/",sport.tn
ministry,"Ministry of Social Affairs","https://www.social.gov.tn/",social.gov.tn
ministry,"Ministry of Tourism","https://www.tourisme.gov.tn/",tourisme.gov.tn
ministry,"Ministry of Environment","https://www.environnement.gov.tn/",environnement.gov.tn
ministry,"Ministry of Higher Education and Scientific Research","http://www.mes.tn/",mes.tn
ministry,"Ministry of Local Affairs","https://www.collectiviteslocales.gov.tn/",collectiviteslocales.gov.tn
ministry,"Ministry of Energy and Mines of Tunisia","https://www.energiemines.gov.tn/",energiemines.gov.tn
ministry,"Ministry of Education of Tunisia","http://www.education.gov.tn/",education.gov.tn
ministry,"Ministry of Foreign Affairs of Tunisia","https://www.diplomatie.gov.tn/",diplomatie.gov.tn
ministry,"Ministry of State Domains","https://www.domainetat.tn/",domainetat.tn
ministry,"Ministry of Information and Communication Technologies","https://www.mtc.gov.tn/",mtc.gov.tn
ministry,"Ministry of Equipment","http://www.mehat.gov.tn/",mehat.gov.tn
ministry,"Ministry of Religious Affairs","http://www.affaires-religieuses.tn/",affaires-religieuses.tn
ministry,"Ministry of Justice","https://www.justice.gov.tn/",justice.gov.tn
ministry,"Ministry of Employment","http://www.emploi.gov.tn/",emploi.gov.tn
ministry,"Ministry of Culture","https://www.culture.gov.tn/",culture.gov.tn
ministry,"Ministry of Health","http://www.santetunisie.rns.tn/",santetunisie.rns.tn
ministry,"Ministry of Civil Service","http://www.idara.gov.tn/",idara.gov.tn
