field,text
country_name,"Republic of Albania"
government_type,"parliamentary republic"
capital,"Tirana (Tirane)"
chief_of_state,"President Bajram BEGAJ (since 24 July 2022)"
head_of_government,"Prime Minister Edi RAMA (since 10 September 2013)"
judicial_highest_courts,"Supreme Court (consists of 19 judges, including the chief justice); Constitutional Court (consists of 9 judges, including the chairman)"
constitution_history,"several previous; latest approved by the Assembly 21 October 1998, adopted by referendum 22 November 1998, promulgated 28 November 1998"
