hostname,score,sources,label,level
cert.az,7,wikidata;wikidata;wikidata;wikidata,Electronic Security Service | National Cybersecurity Agency,
e-gov.az,6,un_desa,UN/DESA national portal,
afghanemb.az,4,wikidata,"Embassy of Afghanistan, Baku",central
aida.az,4,wikidata,Azerbaijan International Development Agency,
az.usembassy.gov,4,wikidata,"Embassy of the United States, Baku",central
azercosmos.az,4,wikidata,Azercosmos,
azerishiq.az,4,wikidata,Azerishiq Open Joint-Stock Company,
azersu.az,4,wikidata,Azersu Open Joint-Stock Company,
azertag.az,4,wikidata,Azerbaijan State News Agency,
azpromo.az,4,wikidata,Azerbaijan Export and İnvestment Promotion Fund,
baku.mfa.gov.hu,4,wikidata,Embassy of Hungary in Baku,central
cbar.az,4,wikidata,Central Bank of Azerbaijan,central
drim.az,4,wikidata,DOST Digital Innovations Center,
embassyofpalestine.az,4,wikidata,Embassy of the State of Palestine in Azerbaijan,central
fiu.az,4,wikidata,Financial Monitoring Service,
ier.az,4,wikidata,Institute for Scientific Research on Economic Reforms,
millikitabxana.az,4,wikidata,National Library of Azerbaijan,
pharma.az,4,wikidata,"Azərbaycan Respublikası Səhiyyə Nazirliyi ""Analitik Ekspertiza Mərkəzi"" Publik Hüquqi Şəxsi",
president.az,4,wikidata,The Office of Azerbaijan President,
smeti.az,4,wikidata,Water and Amelioration Scientific Research Institute PLE,
sp.mofaic.gov.ae,4,wikidata,"Embassy of the United Arab Emirates, Baku",central
unesco.az,4,wikidata,National Commission of the Republic of Azerbaijan for UNESCO,
zoologiya.az,4,wikidata,Living Systems Research Institute,
az.ambafrance.org,3,wikidata,"Embassy of France, Baku",central
az.mfa.lt,3,wikidata,embassy of Lithuania in Azerbaijan,central
azerbaijan.mid.ru,3,wikidata,"Embassy of Russia, Baku",central
baku.diplo.de,3,wikidata,"Embassy of Germany, Baku",central
baku.mae.ro,3,wikidata,"Embassy of Romania, Baku",central
baku.mfa.af,3,wikidata,"Embassy of Afghanistan, Baku",central
eeas.europa.eu,3,wikidata,Delegation of the European Union to Azerbaijan,
indianembassybaku.in,3,wikidata,"Embassy of India, Baku",central
mfa.gr,3,wikidata,"Embassy of Greece, Baku",central
mzv.cz,3,wikidata,embassy of the Czech republic in Azerbaijan,central
mzv.sk,3,wikidata,embassy of Slovakia in Azerbaijan,central
swedenabroad.se,3,wikidata,"Embassy of Sweden, Baku",central
