subdomain,parent_domain,http_status
4sim.gov.az,gov.az,302
aak.gov.az,gov.az,200
abad.gov.az,gov.az,302
accreditation.gov.az,gov.az,302
acra.gov.az,gov.az,200
adif.gov.az,gov.az,200
admin.anama.gov.az,gov.az,403
admin.dtf.gov.az,gov.az,404
adoption.mlspp.gov.az,gov.az,Connection timed out after 3002 milliseconds
adra.gov.az,gov.az,200
aef.gov.az,gov.az,SSL certificate problem: unable to get local issuer certificate
afsi.gov.az,gov.az,302
aghdam.azerenerji.gov.az,gov.az,Could not resolve host: aghdam.azerenerji.gov.az
agro.gov.az,gov.az,302
agrotrade.gov.az,gov.az,SSL certificate problem: self-signed certificate
aih.gov.az,gov.az,200
aim.gov.az,gov.az,SSL certificate problem: self-signed certificate
aipis.mlspp.gov.az,gov.az,Connection timed out after 3001 milliseconds
alert.e-kassa.gov.az,gov.az,Could not resolve host: alert.e-kassa.gov.az
alfa.e-taxes.gov.az,gov.az,Could not resolve host: alfa.e-taxes.gov.az
allowance.mlspp.gov.az,gov.az,Could not resolve host: allowance.mlspp.gov.az
alpha.e-taxes.gov.az,gov.az,Could not resolve host: alpha.e-taxes.gov.az
alpha.taxes.gov.az,gov.az,Could not resolve host: alpha.taxes.gov.az
anama.gov.az,gov.az,200
ani.edu.gov.az,gov.az,Could not resolve host: ani.edu.gov.az
antikorrupsiya.gov.az,gov.az,302
apc.taxes.gov.az,gov.az,Connection timed out after 3002 milliseconds
api.anama.gov.az,gov.az,404
api.blacklist.gov.az,gov.az,Could not resolve host: api.blacklist.gov.az
api.e-health.gov.az,gov.az,200
api.e-kassa.gov.az,gov.az,Could not resolve host: api.e-kassa.gov.az
api.eservice.e-health.gov.az,gov.az,Could not resolve host: api.eservice.e-health.gov.az
api.snqis.gov.az,gov.az,SSL certificate problem: self-signed certificate
apitest.snqis.gov.az,gov.az,SSL certificate problem: self-signed certificate
apostille.justice.gov.az,gov.az,TLS connect error: error:0A000102:SSL routines::unsupported protocol
applications.mlspp.gov.az,gov.az,Could not resolve host: applications.mlspp.gov.az
applications.mlspp.gov.az.mlspp.gov.az,gov.az,Could not resolve host: applications.mlspp.gov.az.mlspp.gov.az
apply.asxm.gov.az,gov.az,Could not resolve host: apply.asxm.gov.az
aqtis.afsa.gov.az,gov.az,Connection timed out after 3002 milliseconds
ardda.gov.az,gov.az,SSL certificate problem: certificate has expired
area.gov.az,gov.az,302
arpii.gov.az,gov.az,SSL certificate problem: self-signed certificate
arxkom.gov.az,gov.az,Could not resolve host: arxkom.gov.az
asan.gov.az,gov.az,200
asanfinance.gov.az,gov.az,SSL certificate problem: self-signed certificate
asanlogin.my.gov.az,gov.az,Could not resolve host: asanlogin.my.gov.az
asanmuraciet.gov.az,gov.az,Could not resolve host: asanmuraciet.gov.az
asf.gov.az,gov.az,200
ask.gov.az,gov.az,200
asxm.e-taxes.gov.az,gov.az,Connection timed out after 3002 milliseconds
asxm.gov.az,gov.az,Connection timed out after 3001 milliseconds
atm.gov.az,gov.az,200
att.gov.az,gov.az,302
audit.gov.az,gov.az,200
autodiscover.barda.edu.gov.az,gov.az,Failed to connect to autodiscover.barda.edu.gov.az port 443 after 497 ms: Could not connect to server
autodiscover.edu.gov.az,gov.az,Failed to connect to autodiscover.edu.gov.az port 443 after 402 ms: Could not connect to server
autodiscover.ganja.edu.gov.az,gov.az,Failed to connect to autodiscover.ganja.edu.gov.az port 443 after 487 ms: Could not connect to server
autodiscover.guba.edu.gov.az,gov.az,Failed to connect to autodiscover.guba.edu.gov.az port 443 after 484 ms: Could not connect to server
autodiscover.kalbajar.edu.gov.az,gov.az,Could not resolve host: autodiscover.kalbajar.edu.gov.az
autodiscover.lankaran.edu.gov.az,gov.az,Failed to connect to autodiscover.lankaran.edu.gov.az port 443 after 484 ms: Could not connect to server
autodiscover.mincom.gov.az,gov.az,Connection timed out after 3001 milliseconds
autodiscover.sabirabad.edu.gov.az,gov.az,Failed to connect to autodiscover.sabirabad.edu.gov.az port 443 after 505 ms: Could not connect to server
autodiscover.salyan.edu.gov.az,gov.az,Failed to connect to autodiscover.salyan.edu.gov.az port 443 after 505 ms: Could not connect to server
autodiscover.shaki.edu.gov.az,gov.az,Failed to connect to autodiscover.shaki.edu.gov.az port 443 after 486 ms: Could not connect to server
autodiscover.shamakhi.edu.gov.az,gov.az,Failed to connect to autodiscover.shamakhi.edu.gov.az port 443 after 487 ms: Could not connect to server
autodiscover.shamkir.edu.gov.az,gov.az,Failed to connect to autodiscover.shamkir.edu.gov.az port 443 after 471 ms: Could not connect to server
autodiscover.sumgayit.edu.gov.az,gov.az,Failed to connect to autodiscover.sumgayit.edu.gov.az port 443 after 739 ms: Could not connect to server
autodiscover.yevlakh.edu.gov.az,gov.az,Failed to connect to autodiscover.yevlakh.edu.gov.az port 443 after 526 ms: Could not connect to server
avchat.taxes.gov.az,gov.az,Could not resolve host: avchat.taxes.gov.az
avis-gateway.e-kassa.gov.az,gov.az,Could not resolve host: avis-gateway.e-kassa.gov.az
avis.e-taxes.gov.az,gov.az,Could not resolve host: avis.e-taxes.gov.az
avis.taxes.gov.az,gov.az,Could not resolve host: avis.taxes.gov.az
avis64.taxes.gov.az,gov.az,Could not resolve host: avis64.taxes.gov.az
avisarge.taxes.gov.az,gov.az,Could not resolve host: avisarge.taxes.gov.az
avisbeta.taxes.gov.az,gov.az,Could not resolve host: avisbeta.taxes.gov.az
aviscache.taxes.gov.az,gov.az,Could not resolve host: aviscache.taxes.gov.az
avismon.e-taxes.gov.az,gov.az,Could not resolve host: avismon.e-taxes.gov.az
avistest.taxes.gov.az,gov.az,Could not resolve host: avistest.taxes.gov.az
avistest2.taxes.gov.az,gov.az,Could not resolve host: avistest2.taxes.gov.az
ayna.gov.az,gov.az,302
azerenerji.gov.az,gov.az,200
azersuvenir.gov.az,gov.az,200
azertag.gov.az,gov.az,SSL certificate problem: self-signed certificate
aztc.gov.az,gov.az,Could not resolve host: aztc.gov.az
babek-ih.gov.az,gov.az,200
backend.smb.gov.az,gov.az,Could not resolve host: backend.smb.gov.az
baku-ih.gov.az,gov.az,302
baku.edu.gov.az,gov.az,200
bakupolice.gov.az,gov.az,301
belediyye.gov.az,gov.az,Could not resolve host: belediyye.gov.az
beta.e-taxes.gov.az,gov.az,Could not resolve host: beta.e-taxes.gov.az
bi.e-taxes.gov.az,gov.az,Could not resolve host: bi.e-taxes.gov.az
bi.mlspp.gov.az,gov.az,Could not resolve host: bi.mlspp.gov.az
bi.taxes.gov.az,gov.az,Could not resolve host: bi.taxes.gov.az
bineqedi.azerenerji.gov.az,gov.az,Could not resolve host: bineqedi.azerenerji.gov.az
birpencere.arxkom.gov.az,gov.az,Could not resolve host: birpencere.arxkom.gov.az
bitest.taxes.gov.az,gov.az,Could not resolve host: bitest.taxes.gov.az
blacklist.gov.az,gov.az,Could not resolve host: blacklist.gov.az
bmi.gov.az,gov.az,Could not resolve host: bmi.gov.az
bmis.gov.az,gov.az,Could not resolve host: bmis.gov.az
boyukqayidish.gov.az,gov.az,Connection timed out after 3002 milliseconds
bpqmi.gov.az,gov.az,500
bulvar.gov.az,gov.az,Could not resolve host: bulvar.gov.az
bvip.taxes.gov.az,gov.az,Could not resolve host: bvip.taxes.gov.az
c2b.customs.gov.az,gov.az,200
c4ir.gov.az,gov.az,SSL certificate problem: self-signed certificate
ca.e-taxes.gov.az,gov.az,Could not resolve host: ca.e-taxes.gov.az
caa.gov.az,gov.az,200
cabmin.gov.az,gov.az,Could not resolve host: cabmin.gov.az
