field,text
country_name,"Republic of the Philippines"
government_type,"presidential republic"
capital,"Manila"
chief_of_state,"President Ferdinand ""BongBong"" MARCOS, Jr. (since 30 June 2022)"
head_of_government,"President Ferdinand ""BongBong"" MARCOS, Jr. (since 30 June 2022)"
judicial_highest_courts,"Supreme Court (consists of a chief justice and 14 associate justices)"
constitution_history,"several previous; latest ratified 2 February 1987, effective 11 February 1987"
