hostname,score,sources,label,level
gesetze-im-internet.de,7,linkgraph,Linked from 21 public-sector domains,
assemblee-nationale.fr,6,wikidata;wikidata,Franco-German Parliamentary Assembly,
bayern.de,6,linkgraph,Linked from 16 public-sector domains,
hessen.de,6,linkgraph,Linked from 11 public-sector domains,
justiz.de,6,linkgraph,Linked from 10 public-sector domains,
niedersachsen.de,6,linkgraph,Linked from 10 public-sector domains,
nrw.de,6,linkgraph,Linked from 11 public-sector domains,
arbeitsagentur.de,5,linkgraph,Linked from 8 public-sector domains,
bamf.de,5,linkgraph,Linked from 8 public-sector domains,
berlin.de,5,linkgraph,Linked from 9 public-sector domains,
bioeg.de,5,linkgraph,Linked from 5 public-sector domains,
bka.de,5,linkgraph,Linked from 5 public-sector domains,
bmel.de,5,linkgraph,Linked from 9 public-sector domains,
bmfsfj.de,5,linkgraph,Linked from 6 public-sector domains,
bpb.de,5,linkgraph,Linked from 5 public-sector domains,
brandenburg.de,5,linkgraph,Linked from 9 public-sector domains,
bremen.de,5,linkgraph,Linked from 5 public-sector domains,
destatis.de,5,linkgraph,Linked from 6 public-sector domains,
dwd.de,5,linkgraph,Linked from 9 public-sector domains,
govdata.de,5,linkgraph,Linked from 6 public-sector domains,
koeln.de,5,linkgraph,Linked from 5 public-sector domains,
polizei.de,5,linkgraph,Linked from 6 public-sector domains,
rki.de,5,linkgraph,Linked from 8 public-sector domains,
rlp.de,5,linkgraph,Linked from 5 public-sector domains,
sachsen-anhalt.de,5,linkgraph,Linked from 8 public-sector domains,
sachsen.de,5,linkgraph,Linked from 7 public-sector domains,
schleswig-holstein.de,5,linkgraph,Linked from 5 public-sector domains,
thueringen.de,5,linkgraph,Linked from 7 public-sector domains,
umweltbundesamt.de,5,linkgraph,Linked from 7 public-sector domains,
bafg.de,4,linkgraph,Linked from 3 public-sector domains,
bfn.de,4,linkgraph,Linked from 3 public-sector domains,
bsh.de,4,linkgraph,Linked from 3 public-sector domains,
bundesanzeiger.de,4,linkgraph,Linked from 3 public-sector domains,
bundesfinanzhof.de,4,linkgraph,Linked from 3 public-sector domains,
bundesjustizamt.de,4,linkgraph,Linked from 4 public-sector domains,
bundesnetzagentur.de,4,linkgraph,Linked from 3 public-sector domains,
bundespolizei.de,4,linkgraph,Linked from 3 public-sector domains,
bundesrat.de,4,linkgraph,Linked from 3 public-sector domains,
bzst.de,4,linkgraph,Linked from 4 public-sector domains,
deutsche-rentenversicherung.de,4,linkgraph,Linked from 4 public-sector domains,
dguv.de,4,linkgraph,Linked from 3 public-sector domains,
essen.de,4,linkgraph,Linked from 3 public-sector domains,
evergabe-online.de,4,linkgraph,Linked from 4 public-sector domains,
lba.de,4,linkgraph,Linked from 3 public-sector domains,
muenchen.de,4,linkgraph,Linked from 4 public-sector domains,
neckarwestheim.de,4,wikidata,Q134619980,
ptb.de,4,linkgraph,Linked from 4 public-sector domains,
saarland.de,4,linkgraph,Linked from 4 public-sector domains,
zoll.de,4,linkgraph,Linked from 3 public-sector domains,
franziskaner.net,3,wikidata,Q19971564,
jesuiten.org,3,wikidata,Jesuit Province of Central Europe,
