hostname,score,sources,label,level
baden-wuerttemberg.de,10,wikidata;wikidata;wikidata;linkgraph,Representation of the State of Baden-Württemberg to the European Union | Government of Baden-Württemberg,central-1
bayern.de,10,wikidata;wikidata;wikidata;linkgraph,Bavarian State Chancellery | Representation of Bavaria to the European Union | Landesvertretung Bayern Berlin,central-1
berlin.de,10,wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;linkgraph,"Q28841021 | Q28841025 | Steglitz-Zehlendorf District Office | Wasserschutzpolizei Berlin | Q28841020 | Forstamt Pankow | Senate Department for Finances | Senate Department for Economy, Energy and Enterprises | Q123515652 | Point of Single Contact Berlin | Rechnungshof von Berlin | Berliner Forsten | Landgericht Berlin | Finanzamt Kreuzberg | Q63052542 | Q28841007 | Q100230953 | Q57985216 | Senate Department for Education, Youth, and Science | Local Court Charlottenburg | Landesamt für Flüchtlingsangelegenheiten | Q28841012 | Q124156589 | Q28841011 | Landesarbeitsgericht Berlin-Brandenburg | Senate Department for Enviroment, Transport and Climate Protection | Q28841017 | Sozialgericht Berlin | Q28841013 | Constitutional Court of the State of Berlin | Amtsgericht Tiergarten | Bezirksamt Tempelhof-Schöneberg von Berlin | Q28841027 | Senate Department for Higher Education and Research, Health and Long-Term Care | Verwaltungsgericht Berlin | Generalstaatsanwaltschaft Berlin | Q138140553 | Q28841024 | Forstamt Köpenick | Staatsanwaltschaft Berlin | Arbeitsgericht Berlin | Amtsgericht Lichtenberg | Representation of the State of Berlin to the Federal Government | Q28841023 | Q28841022 | Senate Department for Social Affairs and Health | Senate Department for Integration, Labour and Social Affairs | district court Wedding | Q28841009 | Landesverwaltungsamt Berlin | Q124156590 | Q28841019 | Q28841016 | Landeskriminalamt Berlin | Senatskanzlei Berlin | Amtsgericht Schöneberg | Q28841028 | Q20758202 | Amtsgericht Pankow | Q28841014 | Oberverwaltungsgericht Berlin-Brandenburg | State Office for Citizens' and Regulatory Affairs | Tax authority of Wedding | Bezirksamt Neukölln von Berlin | Landeszentrale für Politische Bildungsarbeit Berlin | Senate Department for the Interior and Sport | Berlin tax office for corporations I | Senate Department for Culture and Europe | Bezirksamt Spandau von Berlin | Senate Department for Justice and Consumer Protection | Amtsgericht Neukölln | Berlin Office for the Protection of the Constitution | Senate Department for Urban Development, Building and Housing | Berlin Police | Q28841029 | Berlin Immigration Office | Finanzamt Berlin International | Tax authority of Reinickendorf",central-1
hamburg.de,10,wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;linkgraph,"Q28841071 | Landesvertretung Hamburg Berlin | Q2072142 | Q28841067 | Q28841054 | DSH Agency | Institut für Hygiene und Umwelt | Q1300436 | Q28841056 | Feuerwehr Hamburg | Hamburg Ministry for School and Vocational Training | Hamburg Ministry of Finance | Q28841072 | Hamburg Ministry for Urban Development and the Environment | Q23788050 | Hamburg Police | Department for Science, Research and Equality | State Office for Geoinformation and Surveying Hamburg | Hamburg Ministry of Justice and Consumer Protection | Q28841066 | Hamburg Ministry for Health and Consumer Protection | Hamburg Ministry of the Interior and Sports | Q28841070 | Landeszentrale für politische Bildung Hamburg | Q20828987 | Q28841055 | Q28841057 | Hamburg Ministry for Social Affairs | Q28841059 | Senate of the Free and Hanseatic City of Hamburg | Q28841058 | Q28841068 | Landesamt für Verfassungsschutz der Freien und Hansestadt Hamburg | Q28841061 | Feuer- und Rettungswache Wandsbek | Q28841064 | Hamburg Ministry of Economics, Labor and Innovation | Q28841063 | Q28841060 | Q28841062 | Q28841065 | Q28841069 | Q28841053",central-1
saarland.de,10,wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;linkgraph,"Q104600204 | Ministry for Social Affairs, Public Health Female and Family Affairs | Ministry of Justice | Landessozialgericht für das Saarland | Ministry of the Interior, Construction, and Sport | Saarland Police | Ministry of Economics, Labor, Energy and Transport | Local Court Neunkirchen | Landesdenkmalamt des Saarlandes | Local Court Saarlouis | Sozialgericht für das Saarland | Local Court Lebach | Local Court Homburg | Local Court St. Ingbert | Q1416358 | Landesamt für Umwelt- und Arbeitsschutz | Local Court Merzig | Q1774534 | Representation of Saarland to the European Union | Arbeitsgericht Saarland | State Representation | Ministry of Finance and Europe of Saarland | Local Court Sankt Wendel | Staatskanzlei Saarland | Q2520492 | Local Court Saarbrücken | Q1301850 | Q66970888 | Ministry of Education and Cultural Affairs | Local Court Ottweiler | Amtsgericht Völklingen | Landesarbeitsgericht Saarland | State Authority for the Protection of the Constitution | Saarländisches Oberlandesgericht | Saarbrücken Regional Court | Ministry of the Environment and Consumer Protection | Q2333947",central-1
schleswig-holstein.de,10,wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;linkgraph,"Q131777618 | Schleswig-Holstein Supreme Court of Justice | Q107632663 | Schleswig-Holsteinisches Verwaltungsgericht | Landesvertretung Schleswig-Holstein Berlin | Arbeitsgericht Neumünster | Staatskanzlei des Landes Schleswig Holstein | Schleswig-Holsteinisches Landessozialgericht | Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz Schleswig-Holstein | Q480669 | Landgericht Flensburg | Amtsgericht Meldorf | Sozialgericht Lübeck | Amtsgericht Husum | Ministery of Justice | Q131730925 | Sozialgericht Kiel | Landgericht Kiel | Q131731948 | Q480964 | Q135640676 | Schleswig-Holstein State Library | Q2239310 | Landesamt für Umwelt | Arbeitsgericht Flensburg | Landeslabor Schleswig-Holstein | Landesarbeitsgericht Schleswig-Holstein | Amtsgericht Norderstedt | Local Court Flensburg | Q1364745 | Arbeitsgericht Kiel | Amtsgericht Eckernförde | Q131732156 | Amtsgericht Rendsburg | Amtsgericht Reinbek | Heespenhof (Amtsgericht Schleswig) | Schleswig-Holsteinisches Oberverwaltungsgericht | Dienstleistungszentrum Personal Schleswig-Holstein | Arbeitsgericht Elmshorn | Q480923 | Q19259266 | Q26791559 | Ministry of Finance | Amtsgericht Elmshorn | Q131732239 | Q31841252 | Sozialgericht Schleswig | Q131732884 | State Constitutional Court of Schleswig-Holstein | State Archives of Schleswig-Holstein | Landesamt für soziale Dienste | Q1481146 | Ministry for Energy Transition, Climate Protection, Environment and Nature | Landgericht Lübeck | Landesamt für Landwirtschaft und nachhaltige Landentwicklung | Local Court Pinneberg | Q627846",central-1
thueringen.de,10,wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;linkgraph,Thuringia State archive | Office for the Protection of the Constitution for Thuringia | Q57985224 | Thüringer Landesverwaltungsamt | Thuringian State Institute for Agriculture | Thüringisches Landesamt für Denkmalpflege und Archäologie | Vertretung des Freistaates Thüringen beim Bund,central-1
brandenburg.de,8,wikidata;linkgraph,Staatskanzlei des Landes Brandenburg,central-1
rlp.de,8,wikidata;linkgraph,Staatskanzlei Rheinland-Pfalz,central-1
sachsen-anhalt.de,8,wikidata;linkgraph,"Ministry of Economy, Science and Digitalisation",central-1
arbeitsgerichte.thueringen.de,7,wikidata;wikidata;wikidata;wikidata;wikidata,"Thüringer Landesarbeitsgericht | Q627990 | Arbeitsgericht Nordhausen | Q627785 | labour court (Erfurt, Germany)",central-1
arbeitsgerichtsbarkeit.hessen.de,7,wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata,Q627900 | Q627788 | Hessisches Landesarbeitsgericht | Q627814 | Q627782 | Arbeitsgericht Wiesbaden | Arbeitsgericht Frankfurt am Main | Q627746,central-1
arbgb.brandenburg.de,7,wikidata;wikidata;wikidata;wikidata;wikidata;wikidata,Arbeitsgericht Neuruppin | Arbeitsgericht Frankfurt (Oder) | Q627735 | Arbeitsgericht Potsdam | Q627745 | Arbeitsgericht Eberswalde,central-1
bauumwelt.bremen.de,7,wikidata;wikidata,Q61874527 | Q15847227,central-1
bayern.landtag.de,7,wikidata;wikidata,Landtag of Bavaria,central-1
datenschutzzentrum.de,7,wikidata;wikidata,Independent Center for Privacy Protection Schleswig-Holstein | Q55504346,central-1
denkmalpflege-bw.de,7,wikidata;wikidata,Landesamt für Denkmalpflege Baden-Württemberg | Landesdenkmalamt Baden Württemberg,central-1
finanzamt.bayern.de,7,wikidata;wikidata,Finanzamt München | Freising Tax Office,central-1
finanzverwaltung.nrw.de,7,wikidata;wikidata;wikidata,Q140479318 | Ministry of Finance of North Rhine-Westphalia | Q28841648,central-1
frauen.bremen.de,7,wikidata;wikidata;wikidata,Bremische Zentralstelle für die Verwirklichung der Gleichberechtigung der Frau,central-1
gerichte.thueringen.de,7,wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata,Local Court Gotha | Local Court Stadtroda | Local Court Altenburg | Local Court Arnstadt | Local Court Greiz | Local Court Apolda | Local Court Eisenach | Amtsgericht Erfurt | Local Court Pößneck (Bad Lobenstein branch) | Q1270681 | Local Court Meiningen | Local Court Bad Salzungen | Local Court Hildburghausen | Local Court Weimar | Landgericht Erfurt | Q1802842 | Local Court Arnstadt (Ilmenau branch) | Local Court Sonneberg | Local Court Heilbad Heiligenstadt | Local Court Sondershausen | Local Court Jena | Local Court Nordhausen | Local Court Mühlhausen | Local Court Suhl | Local Court Gera | Q1523562 | Local Court Sömmerda | Q1802875 | Local Court Pößneck,central-1
gesundheit.bremen.de,7,wikidata;wikidata,Q61874531 | Q94640915,central-1
ihk.de,7,wikidata;wikidata,IHK Rhein-Neckar | Chamber of Commerce and Industry East Brandenburg,central-1
