hostname,http_status,mx
asmara.diplo.de,200,10 mx2.bund.de.; 10 mx1.bund.de.
eeas.europa.eu,200,10 mxa-00338601.gslb.pphosted.com.; 10 mxb-00338601.gslb.pphosted.com.
er.ambafrance.org,301,none
eritrea.mid.ru,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
eritreanarchives.org,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching eritreanarchives.org found.,10 eritreanarchives.org.
shabait.com,200,20 mx20.antispam.mailspamprotection.com.; 30 mx30.antispam.mailspamprotection.com.; 10 mx10.antispam.mailspamprotection.com.
