hostname,score,sources,label,level
www3.parliament.nz,8,wikidata;wikidata,Office of the Clerk of the House of Representatives | New Zealand Parliamentary Services,
roc-taiwan.org,6,wikidata;wikidata,Taipei Economic and Cultural Office in New Zealand | Taipei Economic and Cultural Office in Auckland,
tabnz.org,6,wikidata;wikidata,TAB NZ | New Zealand Racing Board,
ombudsman.parliament.nz,5,wikidata,Office of the Ombudsman,central
acc.co.nz,4,wikidata,Accident Compensation Corporation,
agmardt.org.nz,4,wikidata,Agricultural and Marketing Research and Development Trust,
agresearch.co.nz,4,wikidata,AgResearch,
aucklandstadiums.co.nz,4,wikidata,Auckland Stadiums,
cookhicom.org.nz,4,wikidata,"High Commission of the Cook Islands, Wellington",central
dst.mil.nz,4,wikidata,Defence Science and Technology,
fiji.org.nz,4,wikidata,High Commission of the Republic of Fiji in New Zealand,central
hnzc.co.nz,4,wikidata,Housing New Zealand Corporation,central
metroinfo.co.nz,4,wikidata,Metro,
mofaic.gov.ae,4,wikidata,"Embassy of the United Arab Emirates, Wellington",central
niwa.co.nz,4,wikidata,National Institute of Water and Atmospheric Research,
nz.usembassy.gov,4,wikidata,"Embassy of the United States, Wellington",central
nzdf.mil.nz,4,wikidata,New Zealand Defence Force,
nzspaceagency.nz,4,wikidata,New Zealand Space Agency,central
occ.org.nz,4,wikidata,Office of the Children’s Commissioner,central
pakistanhc.org.nz,4,wikidata,high commission of Pakistan in New Zealand,central
philembassy.org.nz,4,wikidata,Embassy of the Philippines in New Zealand,central
png.org.nz,4,wikidata,high commission of Papua New Guinea in New Zealand,central
samoa.org.nz,4,wikidata,high commission of Samoa in New Zealand,central
sihc.org.nz,4,wikidata,high commission of Solomon Islands in New Zealand,central
taic.org.nz,4,wikidata,Transport Accident Investigation Commission,
teakawhaiora.nz,4,wikidata,Te Aka Whai Ora Māori Health Authority,central
tikatangata.org.nz,4,wikidata,Human Rights Commission,central
unesco.org.nz,4,wikidata,New Zealand National Commission for UNESCO,
vote.nz,4,wikidata,Electoral Commission,central
wellington.mfa.gov.hu,4,wikidata,embassy of Hungary in New Zealand,central
eeas.europa.eu,3,wikidata,Delegation of the European Union to New Zealand,
misiones.cubaminrex.cu,3,wikidata,embassy of Cuba in New Zealand,central
newzealand.mfa.ir,3,wikidata,embassy of Iran in New Zealand,central
newzealand.mid.ru,3,wikidata,embassy of Russia in New Zealand,central
nz.ambafrance.org,3,wikidata,"Embassy of France, Wellington",central
parliament.nz,3,wikidata;wikidata;wikidata;wikidata,New Zealand Parliament | House of Representatives,central
wellington.diplo.de,3,wikidata,"Embassy of Germany, Wellington",central
wellington.thaiembassy.org,3,wikidata,embassy of Thailand in New Zealand,central
fireandemergency.nz,2,wikidata;wikidata;wikidata,Waiuku Fire Station | Fire and Emergency New Zealand | Warkworth Fire Station,
