hostname,score,sources,label,level
parliament.lk,8,wikidata;wikidata,Parliament of Sri Lanka,central
defence.lk,7,wikidata;wikidata,Ministry of Defence and Urban Development,central
uda.lk,7,wikidata;wikidata,Ministry of Urban Development,central
caa.lk,4,wikidata,Civil Aviation Authority of Sri Lanka,
ird.lk,4,wikidata,Institute for Research and Development,
leco.lk,4,wikidata,Lanka Electricity Company,
lk.usembassy.gov,4,wikidata,embassy of the United States in Sri Lanka,central
maldiveshighcom.lk,4,wikidata,"High Commission of Maldives, Colombo",
mofaic.gov.ae,4,wikidata,"Embassy of the United Arab Emirates, Colombo",central
nara.ac.lk,4,wikidata,National Aquatic Resources Research and Development Agency,
natlib.lk,4,wikidata,National Library and Documentation Services Board,
nsf.ac.lk,4,wikidata,National Science Foundation of Sri Lanka,
slcarp.lk,4,wikidata,Sri Lanka Council For Agricultural Research Policy,
slncu.lk,4,wikidata,Sri Lanka National Commission for UNESCO,
supremecourt.lk,4,wikidata,Supreme Court of Sri Lanka,
vishwa.nsf.ac.lk,4,wikidata,National Science Library & Resource Centre – Sri Lanka,
waterboard.lk,4,wikidata,National Water Supply and Drainage Board,
220.247.247.85,3,wikidata,National Library of Sri Lanka,
colombo.diplo.de,3,wikidata,"Embassy of Germany, Colombo",central
colombo.mae.ro,3,wikidata,embassy of Romania in Sri Lanka,central
colombo.mfa.af,3,wikidata,"Embassy of Afghanistan, Colombo",central
ds.thirukkovil.com,3,wikidata,Thirukkovil Divisional Secretariat,
eeas.europa.eu,3,wikidata,Delegation of the European Union to Sri Lanka and the Maldives,central
lk.ambafrance.org,3,wikidata,"Embassy of France, Colombo",central
norway.no,3,wikidata,Embassy of Norway in Sri Lanka,central
sri-lanka.mid.ru,3,wikidata,embassy of Russia in Sri Lanka,central
