subdomain,http_status,mx
1.gov.fm,SSL: no alternative certificate subject name matches target hostname '1.gov.fm',none
2.gov.fm,SSL: no alternative certificate subject name matches target hostname '2.gov.fm',none
2.iclim.decem.gov.fm,SSL: no alternative certificate subject name matches target hostname '2.iclim.decem.gov.fm',none
2.pio.gov.fm,Could not resolve host: 2.pio.gov.fm,none
2.tci.gov.fm,SSL: no alternative certificate subject name matches target hostname '2.tci.gov.fm',none
3.tci.gov.fm,Could not resolve host: 3.tci.gov.fm,none
ac.gov.fm,Could not resolve host: ac.gov.fm,none
autodiscover.chuukstate.gov.fm,Could not resolve host: autodiscover.chuukstate.gov.fm,none
autodiscover.gov.fm,Failed to connect to autodiscover.gov.fm port 443 after 91 ms: Could not connect to server,none
autodiscover.pohnpeistate.gov.fm,Could not resolve host: autodiscover.pohnpeistate.gov.fm,none
bankingboard.gov.fm,200,0 bankingboard-gov-fm.mail.protection.outlook.com.
camera.gov.fm,SSL certificate problem: unable to get local issuer certificate,none
cfsm.gov.fm,301,none
chuukhpo.gov.fm,Could not resolve host: chuukhpo.gov.fm,0 chuukhpo-gov-fm.mail.protection.outlook.com.
chuukstate.gov.fm,Could not resolve host: chuukstate.gov.fm,1 aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.
constitution.gov.fm,Operation timed out after 3001 milliseconds with 0 bytes received,none
cpanel.chuukstate.gov.fm,Could not resolve host: cpanel.chuukstate.gov.fm,none
cpanel.dofacms.gov.fm,Resolving timed out after 3000 milliseconds,none
cpanel.gov.fm,Could not resolve host: cpanel.gov.fm,none
cpanel.pohnpeistate.gov.fm,Resolving timed out after 3000 milliseconds,none
cpcalendars.chuukstate.gov.fm,Resolving timed out after 3000 milliseconds,none
cpcalendars.dofacms.gov.fm,Could not resolve host: cpcalendars.dofacms.gov.fm,none
cpcalendars.gov.fm,Resolving timed out after 3000 milliseconds,none
cpcalendars.pohnpeistate.gov.fm,Resolving timed out after 3001 milliseconds,none
cpcontacts.chuukstate.gov.fm,Could not resolve host: cpcontacts.chuukstate.gov.fm,none
cpcontacts.dofacms.gov.fm,Could not resolve host: cpcontacts.dofacms.gov.fm,none
cpcontacts.gov.fm,Could not resolve host: cpcontacts.gov.fm,none
cpcontacts.pohnpeistate.gov.fm,Could not resolve host: cpcontacts.pohnpeistate.gov.fm,none
csl.gov.fm,200,
decem.gov.fm,200,0 decem-gov-fm.mail.protection.outlook.com.
dfa.gov.fm,SSL: no alternative certificate subject name matches target hostname 'dfa.gov.fm',0 dfa-gov-fm.mail.protection.outlook.com.
dfo.gov.fm,Operation timed out after 3000 milliseconds with 0 bytes received,none
dms.dofa.gov.fm,SSL certificate problem: unable to get local issuer certificate,none
doc-track.gov.fm,SSL certificate problem: unable to get local issuer certificate,none
doctrack.gov.fm,Could not resolve host: doctrack.gov.fm,none
doctrack1.gov.fm,Could not resolve host: doctrack1.gov.fm,none
doe.gov.fm,Could not resolve host: doe.gov.fm,none
dofa.gov.fm,Operation timed out after 3002 milliseconds with 0 bytes received,0 dofa-gov-fm.mail.protection.outlook.com.
dofacms.gov.fm,Could not resolve host: dofacms.gov.fm,none
dofadms.gov.fm,Could not resolve host: dofadms.gov.fm,none
doj.gov.fm,SSL: no alternative certificate subject name matches target hostname 'doj.gov.fm',0 doj-gov-fm.mail.protection.outlook.com.
fileserver.gov.fm,SSL certificate problem: unable to get local issuer certificate,none
fs.gov.fm,Could not resolve host: fs.gov.fm,none
fsm.pohnpeistate.gov.fm,Could not resolve host: fsm.pohnpeistate.gov.fm,none
ftp.pmu.tci.gov.fm,SSL: no alternative certificate subject name matches target hostname 'ftp.pmu.tci.gov.fm',none
gov.fm,Could not resolve host: gov.fm,none
hpo.chuukstate.gov.fm,Could not resolve host: hpo.chuukstate.gov.fm,none
hpo.kosraestate.gov.fm,Operation timed out after 3000 milliseconds with 0 bytes received,none
hpo.pohnpeistate.gov.fm,403,none
hsa.gov.fm,200,0 hsa-gov-fm.mail.protection.outlook.com.
iclim.decem.gov.fm,200,none
iclim.gov.fm,Could not resolve host: iclim.gov.fm,none
int-apps.gov.fm,Could not resolve host: int-apps.gov.fm,none
irma.kosraestate.gov.fm,200,none
jcrp.gov.fm,Operation timed out after 3000 milliseconds with 0 bytes received,0 jcrp-gov-fm.mail.protection.outlook.com.
jobs.gov.fm,SSL: no alternative certificate subject name matches target hostname 'jobs.gov.fm',none
kirma.gov.fm,Could not resolve host: kirma.gov.fm,0 kirma-gov-fm.mail.protection.outlook.com.
kosrae.gov.fm,Operation timed out after 3000 milliseconds with 0 bytes received,none
kosraehpo.gov.fm,Could not resolve host: kosraehpo.gov.fm,0 kosraehpo-gov-fm.mail.protection.outlook.com.
kosraestate.gov.fm,Could not resolve host: kosraestate.gov.fm,none
ksl.gov.fm,200,
mail.chuukstate.gov.fm,Could not resolve host: mail.chuukstate.gov.fm,none
mail.dofacms.gov.fm,Could not resolve host: mail.dofacms.gov.fm,none
mail.gov.fm,Could not resolve host: mail.gov.fm,none
mail.pohnpeistate.gov.fm,Could not resolve host: mail.pohnpeistate.gov.fm,none
nach.gov.fm,200,0 nach-gov-fm.mail.protection.outlook.com.
nextcloud.gov.fm,SSL certificate problem: unable to get local issuer certificate,none
old.dofa.gov.fm,Resolving timed out after 3000 milliseconds,none
panel.dofacms.gov.fm,Resolving timed out after 3000 milliseconds,none
personnel.gov.fm,Resolving timed out after 3000 milliseconds,0 personnel-gov-fm.mail.protection.outlook.com.
pio.gov.fm,Could not resolve host: pio.gov.fm,none
pohnpeihpo.gov.fm,Resolving timed out after 3001 milliseconds,none
pohnpeilegislature.gov.fm,Could not resolve host: pohnpeilegislature.gov.fm,none
pohnpeistate.gov.fm,200,none
post.gov.fm,200,none
post2.gov.fm,Operation timed out after 3001 milliseconds with 0 bytes received,none
psl.gov.fm,TLS connect error: error:0A000126:SSL routines::unexpected eof while reading,none
rd.gov.fm,200,none
roc.doj.gov.fm,Could not resolve host: roc.doj.gov.fm,none
ssl.gov.fm,Could not resolve host: ssl.gov.fm,none
sssl.gov.fm,Could not resolve host: sssl.gov.fm,none
stats.gov.fm,Could not resolve host: stats.gov.fm,none
tci.gov.fm,200,none
tra.gov.fm,Could not resolve host: tra.gov.fm,none
ui.gov.fm,SSL: no alternative certificate subject name matches target hostname 'ui.gov.fm',none
unifi.gov.fm,Could not resolve host: unifi.gov.fm,none
us.embassy.gov.fm,Could not resolve host: us.embassy.gov.fm,none
va.gov.fm,Operation timed out after 3000 milliseconds with 0 bytes received,0 va-gov-fm.mail.protection.outlook.com.
webdisk.chuukstate.gov.fm,Could not resolve host: webdisk.chuukstate.gov.fm,none
webdisk.dofacms.gov.fm,Could not resolve host: webdisk.dofacms.gov.fm,none
webdisk.gov.fm,Could not resolve host: webdisk.gov.fm,none
webdisk.pohnpeistate.gov.fm,Could not resolve host: webdisk.pohnpeistate.gov.fm,none
webmail.chuukstate.gov.fm,Could not resolve host: webmail.chuukstate.gov.fm,none
webmail.dofacms.gov.fm,Could not resolve host: webmail.dofacms.gov.fm,none
webmail.gov.fm,Could not resolve host: webmail.gov.fm,none
webmail.pohnpeistate.gov.fm,Could not resolve host: webmail.pohnpeistate.gov.fm,none
www.2.iclim.decem.gov.fm,Could not resolve host: www.2.iclim.decem.gov.fm,none
www.2.pio.gov.fm,Could not resolve host: www.2.pio.gov.fm,none
www.2.tci.gov.fm,Resolving timed out after 3000 milliseconds,none
www.3.tci.gov.fm,Could not resolve host: www.3.tci.gov.fm,none
www.bankingboard.gov.fm,200,none
www.cfsm.gov.fm,200,none
www.chuukhpo.gov.fm,Could not resolve host: www.chuukhpo.gov.fm,none
www.chuukstate.gov.fm,Could not resolve host: www.chuukstate.gov.fm,none
www.constitution.gov.fm,Could not resolve host: www.constitution.gov.fm,none
www.csl.gov.fm,301,
www.decem.gov.fm,Could not resolve host: www.decem.gov.fm,none
www.dfa.gov.fm,SSL: no alternative certificate subject name matches target hostname 'www.dfa.gov.fm',none
www.dfo.gov.fm,Could not resolve host: www.dfo.gov.fm,none
www.dms.dofa.gov.fm,Could not resolve host: www.dms.dofa.gov.fm,none
www.doe.gov.fm,Could not resolve host: www.doe.gov.fm,none
www.dofa.gov.fm,Could not resolve host: www.dofa.gov.fm,none
www.dofacms.gov.fm,Could not resolve host: www.dofacms.gov.fm,none
www.dofadms.gov.fm,Could not resolve host: www.dofadms.gov.fm,none
www.doj.gov.fm,SSL: no alternative certificate subject name matches target hostname 'www.doj.gov.fm',none
www.fsm.pohnpeistate.gov.fm,Could not resolve host: www.fsm.pohnpeistate.gov.fm,none
www.ftp.pmu.tci.gov.fm,Could not resolve host: www.ftp.pmu.tci.gov.fm,none
www.gov.fm,Operation timed out after 3001 milliseconds with 0 bytes received,none
www.hpo.chuukstate.gov.fm,Operation timed out after 3000 milliseconds with 0 bytes received,none
www.hpo.kosraestate.gov.fm,Could not resolve host: www.hpo.kosraestate.gov.fm,none
www.hpo.pohnpeistate.gov.fm,Could not resolve host: www.hpo.pohnpeistate.gov.fm,none
www.hsa.gov.fm,Could not resolve host: www.hsa.gov.fm,none
www.iclim.decem.gov.fm,Could not resolve host: www.iclim.decem.gov.fm,none
www.iclim.gov.fm,Could not resolve host: www.iclim.gov.fm,none
www.irma.kosraestate.gov.fm,Could not resolve host: www.irma.kosraestate.gov.fm,none
www.jcrp.gov.fm,301,none
www.jobs.gov.fm,Could not resolve host: www.jobs.gov.fm,none
www.kirma.gov.fm,Could not resolve host: www.kirma.gov.fm,none
www.kosraehpo.gov.fm,Could not resolve host: www.kosraehpo.gov.fm,none
www.kosraestate.gov.fm,Could not resolve host: www.kosraestate.gov.fm,none
www.ksl.gov.fm,301,
www.nach.gov.fm,301,none
www.old.dofa.gov.fm,Could not resolve host: www.old.dofa.gov.fm,none
www.panel.dofacms.gov.fm,Could not resolve host: www.panel.dofacms.gov.fm,none
www.personnel.gov.fm,Resolving timed out after 3000 milliseconds,none
www.pio.gov.fm,Could not resolve host: www.pio.gov.fm,none
www.pohnpeihpo.gov.fm,403,none
www.pohnpeilegislature.gov.fm,404,none
www.pohnpeistate.gov.fm,Operation timed out after 3000 milliseconds with 0 bytes received,none
www.post.gov.fm,200,none
www.post2.gov.fm,Could not resolve host: www.post2.gov.fm,none
www.psl.gov.fm,Could not resolve host: www.psl.gov.fm,none
www.rd.gov.fm,Could not resolve host: www.rd.gov.fm,none
www.roc.doj.gov.fm,200,none
www.ssl.gov.fm,Could not resolve host: www.ssl.gov.fm,none
www.tci.gov.fm,200,0 tci-gov-fm.mail.protection.outlook.com.
www.tra.gov.fm,Could not resolve host: www.tra.gov.fm,none
www.us.embassy.gov.fm,Could not resolve host: www.us.embassy.gov.fm,none
www.yapstate.gov.fm,200,none
www.yapstatelegislature.gov.fm,301,
yapstate.gov.fm,301,none
yapstatelegislature.gov.fm,200,
