hostname,http_status,mx
4kikou.org,301,none
adachikouiki.lg.jp,HttpConnectTimeoutException: HTTP connect timed out,10 ns.adachikouiki.lg.jp.
airc.or.jp,HttpConnectTimeoutException: HTTP connect timed out,none
aizu-kouiki.jp,ConnectException,10 ml.aizu-kouiki.jp.
akaigawa.com,301,10 relay.akaigawa.com.
akamura.net,200,none
akiota.jp,ConnectException,10 mail1.akiota.jp.
akitakata.jp,ConnectException,none
akkeshi-town.jp,HttpConnectTimeoutException: HTTP connect timed out,10 mail.akkeshi-town.jp.
algerianembassy-japan.jp,301,10 relay.asolutions.co.jp.
amba-mauritania.jp,SSLException: (internal_error) Received fatal alert: internal_error,none
ambafrance-jp.org,ConnectException,none
ambamali-jp.org,301,none
ambasadat.net,200,10 mx1.emailsrvr.com.; 20 mx2.emailsrvr.com.
ambatogojapon.net,200,none
angola.or.jp,301,10 aspmx2.googlemail.com.; 5 alt2.aspmx.l.google.com.; 1 aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 10 aspmx3.googlemail.com.
asukamura.jp,301,0 asukamura.jp.
az9.or.jp,HttpConnectTimeoutException: HTTP connect timed out,10 mail.0117.jp.
azembassy.jp,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mail.azembassy.jp.
beninembassy.jp,200,none
betsukai.jp,200,10 relay.betsukai.jp.
bhembassy.jp,200,none
boj.or.jp,ConnectException,10 mx.securemx.jp.
bungo-ohno.jp,200,10 sc-ms.oita-net.jp.
cameroon-embassy-jp.org,ConnectException,none
cbcj.catholic.jp,301,0 cbcj-catholic-jp.mail.protection.outlook.com.
center.shizuoka-c.ed.jp,ConnectException,none
center.tym.ed.jp,301,none
chatan.jp,ConnectException,10 mail2.chatan.jp.; 20 mail1.chatan.jp.
china-embassy.or.jp,ConnectException,none
chongryon.com,HttpConnectTimeoutException: HTTP connect timed out,none
city-kirishima.jp,ConnectException,10 mx.city-kirishima.jp.
city-matsuura.jp,ConnectException,none
city-nakatsu.jp,ConnectException,none
city-yanai.jp,ConnectException,10 sc35-mail01.sbt-isc.jp.
city-yuzawa.jp,ConnectException,50 mail.city-yuzawa.jp.
city.abashiri.hokkaido.jp,HttpConnectTimeoutException: HTTP connect timed out,10 mail.city.abashiri.hokkaido.jp.
city.abiko.chiba.jp,ConnectException,20 mx2.securitycloud.city.abiko.chiba.jp.
city.adachi.tokyo.jp,ConnectException,10 mail-ex.tokyo-isc.jp.
city.aioi.lg.jp,HttpConnectTimeoutException: HTTP connect timed out,none
city.aira.lg.jp,ConnectException,10 mx.city.aira.lg.jp.
city.aizuwakamatsu.fukushima.jp,ConnectException,none
city.akaiwa.lg.jp,200,10 sco-mx.sec-cloud.pref.okayama.jp.
city.aki.kochi.jp,HttpConnectTimeoutException: HTTP connect timed out,10 mwbgw2.ocn.ad.jp.; 10 mwbgw1.ocn.ad.jp.
city.akiruno.tokyo.jp,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching city.akiruno.tokyo.jp found.,none
city.akishima.lg.jp,ConnectException,1 mail-ex.tokyo-isc.jp.
city.ako.lg.jp,ConnectException,none
city.akune.lg.jp,ConnectException,none
city.amakusa.kumamoto.jp,ConnectException,none
city.amami.lg.jp,ConnectException,10 mx.city.amami.lg.jp.
city.anan.tokushima.jp,ConnectException,none
city.anjo.aichi.jp,ConnectException,30 alt2.ap.email.fireeyecloud.com.; 10 primary.ap.email.fireeyecloud.com.; 40 alt3.ap.email.fireeyecloud.com.; 20 alt1.ap.email.fireeyecloud.com.
city.annaka.lg.jp,HttpConnectTimeoutException: HTTP connect timed out,10 gsc2-ml10.sec.gunma.jp.
city.arida.lg.jp,HttpConnectTimeoutException: HTTP connect timed out,10 mail1.wirp.jp.; 10 mail2.wirp.jp.
city.asago.hyogo.jp,ConnectException,10 rose-z21.pref.hyogo.lg.jp.; 20 rose-n22.pref.hyogo.lg.jp.
city.asahi.lg.jp,HttpConnectTimeoutException: HTTP connect timed out,20 mx2.securitycloud.city.asahi.lg.jp.
city.asakuchi.lg.jp,HttpConnectTimeoutException: HTTP connect timed out,dig error
city.asakura.lg.jp,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 fsec-mta.city.asakura.lg.jp.
city.aso.kumamoto.jp,302,10 pop.city.aso.kumamoto.jp.
city.atami.lg.jp,ConnectException,10 mailgwsc.oneoffice.jp.
city.awa.lg.jp,ConnectException,none
city.awaji.lg.jp,ConnectException,20 rose-n22.pref.hyogo.lg.jp.; 10 rose-z21.pref.hyogo.lg.jp.
city.awara.lg.jp,HttpConnectTimeoutException: HTTP connect timed out,10 mail2in.s-cloud.pref.fukui.lg.jp.
city.ayabe.lg.jp,HttpConnectTimeoutException: HTTP connect timed out,10 smtp2.security.pref.kyoto.jp.; 10 smtp1.security.pref.kyoto.jp.
city.bibai.hokkaido.jp,HttpConnectTimeoutException: HTTP connect timed out,10 mail.city.bibai.hokkaido.jp.
city.bizen.okayama.jp,HttpConnectTimeoutException: HTTP connect timed out,10 sco-mx.sec-cloud.pref.okayama.jp.
city.bungotakada.oita.jp,ConnectException,10 sc-ms.oita-net.jp.
city.buzen.lg.jp,ConnectException,10 fsec-mta.city.buzen.lg.jp.
city.chikugo.lg.jp,ConnectException,10 fsec-mta.city.chikugo.lg.jp.
city.chikuma.lg.jp,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching city.chikuma.lg.jp found.,10 mx2nd12.naganoken-sc.jp.; 10 mx2nd11.naganoken-sc.jp.
city.chikusei.lg.jp,HttpConnectTimeoutException: HTTP connect timed out,10 ibscmllg-227.city.chikusei.lg.jp.
city.chikushino.fukuoka.jp,HttpConnectTimeoutException: HTTP connect timed out,10 fsec-mta.city.chikushino.fukuoka.jp.
city.chitose.lg.jp,HttpConnectTimeoutException: HTTP connect timed out,10 mail.city.chitose.lg.jp.
city.chofu.lg.jp,HttpConnectTimeoutException: HTTP connect timed out,10 mail-ex.tokyo-isc.jp.
city.choshi.chiba.jp,HttpConnectTimeoutException: HTTP connect timed out,20 mx2.securitycloud.city.choshi.chiba.jp.
city.chuo.lg.jp,HttpConnectTimeoutException: HTTP connect timed out,10 mail-ex.tokyo-isc.jp.; 100 purify.attnet.ne.jp.
city.daisen.lg.jp,ConnectException,10 sc05-mail01.sbt-isc.jp.
city.daito.lg.jp,ConnectException,10 osakasc-fml3.utility.optage.co.jp.
city.date.hokkaido.jp,ConnectException,10 mail.city.date.hokkaido.jp.
city.dazaifu.lg.jp,ConnectException: Host is unreachable,10 fsec-mta.city.dazaifu.lg.jp.
city.ebetsu.hokkaido.jp,ConnectException,10 ns1.city.ebetsu.hokkaido.jp.
city.ebino.lg.jp,ConnectException,10 msc2-osk-ml.miyazakisc.miyazaki.jp.
city.echizen.lg.jp,ConnectException,10 mail2in.s-cloud.pref.fukui.lg.jp.
city.edogawa.tokyo.jp,ConnectException,10 mail-ex.tokyo-isc.jp.
city.ena.lg.jp,ConnectException,10 mail01.gifu-sc2.jp.; 10 mail02.gifu-sc2.jp.
city.eniwa.hokkaido.jp,ConnectException,10 mail.city.eniwa.hokkaido.jp.
city.etajima.hiroshima.jp,ConnectException,10 ns.city.etajima.hiroshima.jp.
city.fuchu.hiroshima.jp,ConnectException,0 mail.city.fuchu.hiroshima.jp.
city.fujieda.shizuoka.jp,ConnectException,10 mailgwsc.oneoffice.jp.
city.fujiidera.lg.jp,ConnectException,10 osakasc-fml3.utility.optage.co.jp.
city.fujimi.saitama.jp,ConnectException,1 sc11-mail01.sbt-isc.jp.
city.fujinomiya.lg.jp,ConnectException,10 mailgwsc.oneoffice.jp.
city.fujioka.gunma.jp,200,0 city-fujioka-gunma-jp.mail.protection.outlook.com.
