qid,label
Q170462,Sarawak
Q179029,Sabah
Q182378,Putrajaya
Q183032,Johor
Q185221,Malacca
Q185944,Kelantan
Q1865,Kuala Lumpur
Q188096,Penang
Q188947,Kedah
Q188953,Perak
Q189701,Terengganu
Q189710,Selangor
Q191346,Pahang
Q213467,Perlis
Q213893,Negeri Sembilan
Q214504,Labuan
