hostname,score,sources,label,level,http_status,mx
parliament.af,8,wikidata;wikidata,National Assembly of Afghanistan,central,ConnectException,none
aihrc.org.af,4,wikidata,Afghan Independent Human Rights Commission,,ConnectException,none
af.ambafrance.org,3,wikidata,"Embassy of France, Kabul",central,301,none
afghanistan.diplo.de,3,wikidata,"Embassy of Germany, Kabul",central,200,none
eeas.europa.eu,3,wikidata,Delegation of the European Union to Afghanistan,,200,10 mxb-00338601.gslb.pphosted.com.; 10 mxa-00338601.gslb.pphosted.com.
emro.who.int,3,wikidata,World Health Organization - Afghanistan,,ConnectException,none
finlandabroad.fi,3,wikidata,"Embassy of Finland, Kabul",central,301,10 mail.valtori.fi.
mfa.bg,3,wikidata,embassy of Bulgaria in Afghanistan,central,302,0 mfa-bg.mail.protection.outlook.com.
mzv.cz,3,wikidata,embassy of the Czech republic in Afghanistan,central,302,10 mzvczemta06.mzv.cz.; 50 mzvczemta05.mzv.cz.
nederlandwereldwijd.nl,3,wikidata,"Embassy of the Netherlands, Kabul",central,301,0 .
norway.no,3,wikidata,"Embassy of Norway, Kabul",central,301,0 mx.domeneshop.no.
pakembassykabul.org,3,wikidata,"Embassy of Pakistan, Kabul",central,200,none
swedenabroad.se,3,wikidata,"Embassy of Sweden, Kabul",central,301,none
unesco.org,3,wikidata,UNESCO office Afghanistan,,302,20 unesco-org.mail.protection.outlook.com.
