hostname,score,sources,label,level
parliament.af,8,wikidata;wikidata,National Assembly of Afghanistan,central
aihrc.org.af,4,wikidata,Afghan Independent Human Rights Commission,
af.ambafrance.org,3,wikidata,"Embassy of France, Kabul",central
afghanistan.diplo.de,3,wikidata,"Embassy of Germany, Kabul",central
eeas.europa.eu,3,wikidata,Delegation of the European Union to Afghanistan,
emro.who.int,3,wikidata,World Health Organization - Afghanistan,
finlandabroad.fi,3,wikidata,"Embassy of Finland, Kabul",central
mfa.bg,3,wikidata,embassy of Bulgaria in Afghanistan,central
mzv.cz,3,wikidata,embassy of the Czech republic in Afghanistan,central
nederlandwereldwijd.nl,3,wikidata,"Embassy of the Netherlands, Kabul",central
norway.no,3,wikidata,"Embassy of Norway, Kabul",central
pakembassykabul.org,3,wikidata,"Embassy of Pakistan, Kabul",central
swedenabroad.se,3,wikidata,"Embassy of Sweden, Kabul",central
unesco.org,3,wikidata,UNESCO office Afghanistan,
