domain,label,level,name
gov.cn,gdgpo,central-1,Guangdong Government Procurement Office
gov.cn,gdqts,central-1,Guangdong Quality and Technical Supervision
gov.cn,gdsf,central-1,Guangdong Department of Justice
gov.cn,gdta,central-1,Guangdong Tourism Administration
gov.cn,gdwst,central-1,Guangdong Health Department
gov.cn,gs12333,central-1,Gansu 12333 social security hotline
gov.cn,guizhou,central-1,Guizhou
gov.cn,gxaudit,central-1,Guangxi Audit Office
gov.cn,gxdlr,central-1,Guangxi Department of Land and Resources
gov.cn,gxdx,central-1,Guangxi Local Taxation Bureau
gov.cn,gxfgjj,central-1,Guangxi Housing Provident Fund
gov.cn,gxhrss,central-1,Guangxi Human Resources and Social Security Department
gov.cn,gxi,central-1,Guangxi (former portal domain)
gov.cn,gxrd,central-1,Guangxi People's Congress
gov.cn,gxst,central-1,Guangxi Science and Technology Department
gov.cn,gxwater,central-1,Guangxi Water Resources Department
gov.cn,gxxf,central-1,Guangxi Petition (Xinfang) Bureau
gov.cn,gxzf,central-1,Guangxi
gov.cn,ha-l-tax,central-1,Henan Local Taxation
gov.cn,haagri,central-1,Henan Department of Agriculture
gov.cn,hahrss,central-1,Henan Human Resources and Social Security Department
gov.cn,hainan,central-1,Hainan
gov.cn,heao,central-1,Henan Admissions Office
gov.cn,hebei,central-1,Hebei
gov.cn,henan,central-1,Henan
gov.cn,henanga,central-1,Henan Public Security Department
gov.cn,hitax,central-1,Hainan Local Taxation Bureau
gov.cn,hlj,central-1,Heilongjiang
gov.cn,hljcredit,central-1,Heilongjiang Credit Platform
gov.cn,hljedu,central-1,Heilongjiang Education Department
gov.cn,hljga,central-1,Heilongjiang Public Security Department
gov.cn,hljggzyjyw,central-1,Heilongjiang Public Resources Trading Network
gov.cn,hljwht,central-1,Heilongjiang Culture Department
gov.cn,hnzwfw,central-1,Henan Government Service Network
gov.cn,hubei,central-1,Hubei
gov.cn,hunan,central-1,Hunan
gov.cn,hunanjs,central-1,Hunan Department of Construction
gov.cn,investbeijing,central-1,Beijing Investment Promotion (Invest Beijing)
gov.cn,jiangsu,central-1,Jiangsu
gov.cn,jiangxi,central-1,Jiangxi
gov.cn,jl,central-1,Jilin
gov.cn,jljt,central-1,Jilin Transportation Department
gov.cn,jlta,central-1,Jilin Tourism Administration
gov.cn,js,central-1,Jiangsu (variant domain)
gov.cn,js-l-tax,central-1,Jiangsu Local Taxation
gov.cn,jsds,central-1,Jiangsu Local Taxation Bureau
gov.cn,jsfpc,central-1,Jiangsu Population and Family Planning Commission
gov.cn,jsga,central-1,Jiangsu Public Security Department
gov.cn,jsgsj,central-1,Jiangsu Administration for Industry and Commerce
gov.cn,jshb,central-1,Jiangsu Environmental Protection Department
gov.cn,jssi,central-1,Jiangsu Social Insurance
gov.cn,jswjw,central-1,Jiangsu Health and Family Planning Commission
gov.cn,jsws,central-1,Jiangsu Health Department
gov.cn,jszwfw,central-1,Jiangsu Government Services
gov.cn,jx,central-1,Jiangxi (variant domain)
gov.cn,jxedu,central-1,Jiangxi Education Department
gov.cn,jxwater,central-1,Jiangxi Water Resources Department
gov.cn,ln,central-1,Liaoning
gov.cn,lntj,central-1,Liaoning Statistics Bureau
gov.cn,ningxiadata,central-1,Ningxia Big Data Bureau
gov.cn,nmg,central-1,Inner Mongolia
gov.cn,nx,central-1,Ningxia
gov.cn,nxzwfw,central-1,Ningxia Government Services
gov.cn,qinghai,central-1,Qinghai
gov.cn,sc,central-1,Sichuan
gov.cn,sc-l-tax,central-1,Sichuan Local Taxation
gov.cn,scaudit,central-1,Sichuan Audit Office
gov.cn,scga,central-1,Sichuan Public Security Department
gov.cn,scofcom,central-1,Sichuan Department of Commerce
gov.cn,scpta,central-1,Sichuan Personnel Testing Authority
gov.cn,scsafety,central-1,Sichuan Work Safety Administration
gov.cn,scta,central-1,Sichuan Tourism Administration
gov.cn,scwater,central-1,Sichuan Water Resources Department
gov.cn,sd,central-1,Shandong (variant domain)
gov.cn,sepb,central-1,Shanghai Environmental Protection Bureau
gov.cn,sh,central-1,Shanghai (variant domain)
gov.cn,shaanxi,central-1,Shaanxi
gov.cn,shagri,central-1,Shanghai Agriculture Commission
gov.cn,shandong,central-1,Shandong
gov.cn,shanghai,central-1,Shanghai
gov.cn,shanghailaw,central-1,Shanghai Legal Publicity Office
gov.cn,shanghaiwater,central-1,Shanghai Water Authority
gov.cn,shanxi,central-1,Shanxi
gov.cn,shdrc,central-1,Shanghai Development and Reform Commission
gov.cn,sheitc,central-1,Shanghai Economy and Informatization Commission
gov.cn,shfao,central-1,Shanghai Foreign Affairs Office
gov.cn,shfda,central-1,Shanghai Food and Drug Administration
gov.cn,shgrain,central-1,Shanghai Grain Bureau
gov.cn,shgtj,central-1,Shanghai Land and Resources Bureau
gov.cn,shgzw,central-1,Shanghai SASAC
gov.cn,shmec,central-1,Shanghai Education Commission
gov.cn,shmzj,central-1,Shanghai Civil Affairs Bureau
gov.cn,shsafety,central-1,Shanghai Work Safety Administration
gov.cn,shsports,central-1,Shanghai Sports Bureau
gov.cn,snedu,central-1,Shaanxi Education Department
gov.cn,stats-sh,central-1,Shanghai Statistics Bureau
gov.cn,stcsm,central-1,Shanghai Science and Technology Commission
gov.cn,sxga,central-1,Shanxi Public Security Department
gov.cn,tianjindangjian,central-1,Tianjin Party Building
gov.cn,tj,central-1,Tianjin
gov.cn,tjgaj,central-1,Tianjin Public Security Bureau
gov.cn,tjny,central-1,Tianjin Agriculture Commission
gov.cn,tjtyj,central-1,Tianjin Sports Bureau
gov.cn,tjzzb,central-1,Tianjin Organization Department
gov.cn,xinjiang,central-1,Xinjiang
gov.cn,xizang,central-1,Tibet (Xizang)
gov.cn,xj-l-tax,central-1,Xinjiang Local Taxation
gov.cn,xjbt,central-1,Xinjiang Production and Construction Corps
gov.cn,yn,central-1,Yunnan
gov.cn,zj,central-1,Zhejiang
gov.cn,zjagri,central-1,Zhejiang Department of Agriculture
gov.cn,zjczj,central-1,Zhejiang Department of Finance
gov.cn,zjds,central-1,Zhejiang Local Taxation Bureau
gov.cn,zjedu,central-1,Zhejiang Education Department
gov.cn,zjhrss,central-1,Zhejiang Human Resources and Social Security Department
gov.cn,zjsafety,central-1,Zhejiang Work Safety Administration
gov.cn,zjwjw,central-1,Zhejiang Health and Family Planning Commission
gov.cn,zjzwfw,central-1,Zhejiang Government Services
gov.cn,12333zjg,local,Zhangjiagang 12333 social security hotline
gov.cn,ahjinzhai,local,Jinzhai county (Anhui)
gov.cn,ahsz,local,Suzhou city (Anhui)
gov.cn,aihami,local,Hami city (Xinjiang)
gov.cn,anshantiyu,local,Anshan Sports Bureau
gov.cn,aqtyj,local,Anqing Sports Bureau
gov.cn,baoan,local,Bao'an district (Shenzhen)
gov.cn,bda,local,Beijing Economic-Technological Development Area
gov.cn,beichuan,local,Beichuan county (Sichuan)
gov.cn,beihai,local,Beihai city (Guangxi)
gov.cn,binhai,local,Binhai New Area (Tianjin)
gov.cn,bjft,local,Fengtai district (Beijing)
gov.cn,bjhd,local,Haidian district (Beijing)
gov.cn,bjxch,local,Xicheng district (Beijing)
gov.cn,blzq,local,Bairin Left Banner (Inner Mongolia)
gov.cn,blzqjjjc,local,Bairin Left Banner discipline inspection
gov.cn,cdcredit,local,Chengdu credit platform
gov.cn,cddrc,local,Chengdu Development and Reform Commission
gov.cn,cddx,local,Chengdu Local Taxation Bureau
gov.cn,cdepb,local,Chengdu Environmental Protection Bureau
gov.cn,cdfgj,local,Chengdu Housing Administration Bureau
gov.cn,cdgh,local,Chengdu Planning Bureau
gov.cn,cdgzw,local,Chengdu SASAC
gov.cn,cdhrss,local,Chengdu Human Resources and Social Security Bureau
gov.cn,cdsga,local,Chengdu Public Security Bureau
gov.cn,cdsgjj,local,Chengdu Housing Provident Fund
gov.cn,cdta,local,Chengdu Tourism Administration
gov.cn,cdzfgjj,local,Chengdu Housing Provident Fund (variant)
gov.cn,cfzwfw,local,Chifeng government services (Inner Mongolia)
gov.cn,chancheng,local,Chancheng district (Foshan)
gov.cn,changzhou,local,Changzhou city (Jiangsu)
gov.cn,chengdu,local,Chengdu city (Sichuan)
gov.cn,chengducredit,local,Chengdu credit platform (variant)
gov.cn,chenghua,local,Chenghua district (Chengdu)
gov.cn,chengxinhaikou,local,Haikou credit platform (Hainan)
gov.cn,china-shftz,local,Shanghai Free Trade Zone
gov.cn,china-xmftz,local,Xiamen Free Trade Zone
gov.cn,conghuajj,local,Conghua district family planning (Guangzhou)
gov.cn,cs12333,local,Changsha 12333 social security hotline
gov.cn,csggzy,local,Changsha public resources trading
gov.cn,cshrss,local,Changsha Human Resources and Social Security Bureau
gov.cn,czcourt,local,Changzhou courts (Jiangsu)
gov.cn,czgabmfw,local,Changzhi public security services (Shanxi)
gov.cn,czhrss,local,Changzhou Human Resources and Social Security Bureau
gov.cn,daqing,local,Daqing city (Heilongjiang)
gov.cn,deyang,local,Deyang city (Sichuan)
gov.cn,dezhou,local,Dezhou city (Shandong)
gov.cn,dg,local,Dongguan city (Guangdong)
gov.cn,dgaic,local,Dongguan Administration for Industry and Commerce
gov.cn,dgsi,local,Dongguan Social Insurance
gov.cn,dingcheng,local,Dingcheng district (Changde)
gov.cn,dl-l-tax,local,Dalian Local Taxation
gov.cn,dlftz,local,Dalian Free Trade Zone
gov.cn,dtgabmfw,local,Datong public security services (Shanxi)
gov.cn,fengxian,local,Fengxian district (Shanghai)
gov.cn,fjqz-l-tax,local,Quanzhou Local Taxation (Fujian)
gov.cn,fjxm110,local,Xiamen 110 public security (Fujian)
gov.cn,foshan,local,Foshan city (Guangdong)
gov.cn,foshanepb,local,Foshan Environmental Protection Bureau
gov.cn,fq,local,Fuqing city (Fujian)
gov.cn,fsfda,local,Foshan Food and Drug Administration
gov.cn,fsgjj,local,Foshan Housing Provident Fund
gov.cn,fshrss,local,Foshan Human Resources and Social Security Bureau
gov.cn,fssi,local,Foshan Social Insurance
gov.cn,fthr,local,Futian district human resources (Shenzhen)
gov.cn,funan,local,Funan county (Anhui)
gov.cn,fuqing,local,Fuqing city (Fujian)
gov.cn,fuzhou,local,Fuzhou city (Fujian)
gov.cn,fz12315,local,Fuzhou 12315 hotline (Fujian)
gov.cn,getdd,local,Guangzhou Economic and Technological Development District
gov.cn,glga,local,Guilin Public Security Bureau
gov.cn,glrsj,local,Guilin Human Resources and Social Security Bureau
gov.cn,guanghan,local,Guanghan city (Sichuan)
gov.cn,gyaic,local,Guiyang Administration for Industry and Commerce
gov.cn,gytour,local,Guiyang Tourism
gov.cn,gz,local,Guangzhou city (Guangdong)
gov.cn,gzcourt,local,Guangzhou courts
gov.cn,gzgjj,local,Guangzhou Housing Provident Fund
gov.cn,gzjjzd,local,Guangzhou traffic police
gov.cn,haikou,local,Haikou city (Hainan)
gov.cn,haimen,local,Haimen city (Jiangsu)
gov.cn,haojiang,local,Haojiang district (Shantou)
gov.cn,haopinheze,local,Heze city promotion portal (Shandong)
gov.cn,harbin,local,Harbin city (Heilongjiang)
gov.cn,hazz-l-tax,local,Zhengzhou Local Taxation (Henan)
gov.cn,hengqin,local,Hengqin New Area (Zhuhai)
gov.cn,hengshan,local,Hengshan county (Hunan)
gov.cn,heyuan,local,Heyuan city (Guangdong)
gov.cn,heyuansfj,local,Heyuan Justice Bureau
gov.cn,hhhtchs,local,Hohhot urban construction (Inner Mongolia)
gov.cn,hlbrga,local,Hulunbuir Public Security Bureau
gov.cn,hrbga,local,Harbin Public Security Bureau
gov.cn,huaianwjw,local,Huai'an Health and Family Planning Commission
gov.cn,huiyang,local,Huiyang district (Huizhou)
gov.cn,huizhou,local,Huizhou city (Guangdong)
gov.cn,huli,local,Huli district (Xiamen)
gov.cn,huzhoujsw,local,Huzhou Construction Commission
gov.cn,hzfc,local,Hangzhou Real Estate Administration
gov.cn,ibinhai,local,Binhai New Area portal (Tianjin)
gov.cn,ixiamen,local,Xiamen city portal
gov.cn,ixm,local,Xiamen city portal (variant)
gov.cn,jh8890,local,Jinhua 8890 hotline (Zhejiang)
gov.cn,jhga,local,Jinhua Public Security Bureau
gov.cn,jiading,local,Jiading district (Shanghai)
gov.cn,jian,local,Ji'an city (Jiangxi)
gov.cn,jiangxia,local,Jiangxia district (Wuhan)
gov.cn,jiangyou,local,Jiangyou city (Sichuan)
gov.cn,jimei,local,Jimei district (Xiamen)
gov.cn,jingan,local,Jing'an district (Shanghai)
gov.cn,jingmen,local,Jingmen city (Hubei)
gov.cn,jinjiang,local,Jinjiang city (Fujian)
gov.cn,jinqiao,local,Jinqiao area - Pudong (Shanghai)
gov.cn,jiyuan,local,Jiyuan city (Henan)
gov.cn,jm,local,Jiangmen city (Guangdong)
gov.cn,jnfda,local,Jinan Food and Drug Administration
gov.cn,jsszhrss,local,Suzhou Human Resources and Social Security (Jiangsu)
gov.cn,jsxzhrss,local,Xuzhou Human Resources and Social Security (Jiangsu)
gov.cn,jsychrss,local,Yancheng Human Resources and Social Security (Jiangsu)
gov.cn,jzgabmfw,local,Jinzhong public security services (Shanxi)
gov.cn,kazuo,local,Harqin Left Wing (Kazuo) county (Liaoning)
gov.cn,km,local,Kunming city (Yunnan)
gov.cn,ks,local,Kunshan city (Jiangsu)
gov.cn,kswjw,local,Kunshan Health and Family Planning Commission
gov.cn,leizhou,local,Leizhou city (Guangdong)
gov.cn,lfgabmfw,local,Linfen public security services (Shanxi)
gov.cn,lg,local,Longgang district (Shenzhen)
gov.cn,liangjiang,local,Liangjiang New Area (Chongqing)
gov.cn,lianhu,local,Lianhu district (Xi'an)
gov.cn,lintao,local,Lintao county (Gansu)
gov.cn,liuzhou,local,Liuzhou city (Guangxi)
gov.cn,llgabmfw,local,Lvliang public security services (Shanxi)
gov.cn,longmen,local,Longmen county (Huizhou)
gov.cn,longwan,local,Longwan district (Wenzhou)
gov.cn,lsrenkou,local,Liangshan population and family planning (Sichuan)
gov.cn,luan,local,Lu'an city (Anhui)
gov.cn,luannan,local,Luannan county (Hebei)
gov.cn,lucheng,local,Lucheng district (Wenzhou)
gov.cn,lueyang,local,Lueyang county (Shaanxi)
gov.cn,lujiazui,local,Lujiazui area - Pudong (Shanghai)
gov.cn,luohu,local,Luohu district (Shenzhen)
gov.cn,majiang,local,Majiang county (Guizhou)
gov.cn,maoming,local,Maoming city (Guangdong)
gov.cn,mas,local,Ma'anshan city (Anhui)
gov.cn,masgjj,local,Ma'anshan Housing Provident Fund
gov.cn,meilan,local,Meilan district (Haikou)
gov.cn,meizhou,local,Meizhou city (Guangdong)
gov.cn,my,local,Mianyang city (Sichuan)
gov.cn,myedu,local,Mianyang Education Bureau
gov.cn,nanhai,local,Nanhai district (Foshan)
gov.cn,nanhui,local,Nanhui former district (Shanghai)
gov.cn,nbedu,local,Ningbo Education Bureau
gov.cn,nbfet,local,Ningbo Foreign Trade and Economic Cooperation Bureau
gov.cn,nbhrss,local,Ningbo Human Resources and Social Security Bureau
gov.cn,nbjt,local,Ningbo Transportation Commission
gov.cn,nbsti,local,Ningbo Science and Technology Bureau
gov.cn,ncedu,local,Nanchang Education Bureau
gov.cn,ningbo,local,Ningbo city (Zhejiang)
gov.cn,njfcj,local,Nanjing Real Estate Bureau
gov.cn,njga,local,Nanjing Public Security Bureau
gov.cn,nndsj,local,Nanning Local Taxation Bureau
gov.cn,nngaj,local,Nanning Public Security Bureau
gov.cn,pdagri,local,Pudong agriculture (Shanghai)
gov.cn,pingtan,local,Pingtan comprehensive experimental zone (Fujian)
gov.cn,pudong,local,Pudong New Area (Shanghai)
gov.cn,putian,local,Putian city (Fujian)
gov.cn,qdda,local,Qingdao Archives
gov.cn,qdds,local,Qingdao Local Taxation Bureau
gov.cn,qdjt,local,Qingdao Transportation Commission
gov.cn,qianjiang,local,Qianjiang city (Hubei)
gov.cn,qiannancourt,local,Qiannan prefecture courts (Guizhou)
gov.cn,qingdao,local,Qingdao city (Shandong)
gov.cn,qingdaoshibei,local,Shibei district (Qingdao)
gov.cn,qinzhou,local,Qinzhou city (Guangxi)
gov.cn,qzga,local,Quanzhou Public Security Bureau
gov.cn,qzsfj,local,Quanzhou Justice Bureau
gov.cn,rongshui,local,Rongshui county (Guangxi)
gov.cn,ruian,local,Rui'an city (Zhejiang)
gov.cn,sanya,local,Sanya city (Hainan)
gov.cn,sanyatour,local,Sanya Tourism
gov.cn,sctianfu,local,Tianfu New Area (Sichuan)
gov.cn,sg,local,Shaoguan city (Guangdong)
gov.cn,sgsfda,local,Shaoguan Food and Drug Administration
gov.cn,shantou,local,Shantou city (Guangdong)
gov.cn,shenzhen,local,Shenzhen city (Guangdong)
gov.cn,shftz,local,Shanghai Free Trade Zone (variant)
gov.cn,shiguai,local,Shiguai district (Baotou)
gov.cn,shmh,local,Minhang district (Shanghai)
gov.cn,shouguang,local,Shouguang city (Shandong)
gov.cn,shpt,local,Putuo district (Shanghai)
gov.cn,shqp,local,Qingpu district (Shanghai)
gov.cn,shunde,local,Shunde district (Foshan)
gov.cn,shyp,local,Yangpu district (Shanghai)
gov.cn,shz,local,Shihezi city (Xinjiang)
gov.cn,sihui,local,Sihui city (Guangdong)
gov.cn,sipa,local,Suzhou Industrial Park
gov.cn,sipac,local,Suzhou Industrial Park Administrative Committee
gov.cn,sjzfgw,local,Shijiazhuang Development and Reform Commission
gov.cn,sm,local,Sanming city (Fujian)
gov.cn,snxunyi,local,Xunyi county (Shaanxi)
gov.cn,songjiang,local,Songjiang district (Shanghai)
gov.cn,suzhou,local,Suzhou city (Jiangsu)
gov.cn,sx,local,Shaoxing city (Zhejiang)
gov.cn,sz,local,Shenzhen city (Guangdong)
gov.cn,sz12333,local,Shenzhen 12333 social security hotline
gov.cn,szaic,local,Shenzhen Administration for Industry and Commerce
gov.cn,szds,local,Shenzhen Local Taxation Bureau
gov.cn,szft,local,Futian district (Shenzhen)
gov.cn,szga,local,Shenzhen Public Security Bureau
gov.cn,szgabmfw,local,Shuozhou public security services (Shanxi)
gov.cn,szgjj,local,Shenzhen Housing Provident Fund
gov.cn,szlh,local,Longhua district (Shenzhen)
gov.cn,szlhfy,local,Longhua district court (Shenzhen)
gov.cn,szltax,local,Shenzhen Local Taxation
gov.cn,szmb,local,Shenzhen Meteorological Bureau
gov.cn,sznet110,local,Shenzhen internet police 110
gov.cn,szns,local,Nanshan district (Shenzhen)
gov.cn,szrd,local,Shenzhen Municipal People's Congress
gov.cn,szscjg,local,Shenzhen Market Regulation
gov.cn,szsi,local,Shenzhen Social Insurance
gov.cn,szsti,local,Shenzhen Science and Technology Innovation Commission
gov.cn,taicang,local,Taicang city (Jiangsu)
gov.cn,taiyuan,local,Taiyuan city (Shanxi)
gov.cn,taizhou,local,Taizhou city
gov.cn,teda,local,Tianjin Economic-Technological Development Area (TEDA)
gov.cn,tjftz,local,Tianjin Free Trade Zone
gov.cn,tongchuanhrss,local,Tongchuan Human Resources and Social Security (Shaanxi)
gov.cn,ts,local,Tangshan city (Hebei)
gov.cn,tygabmfw,local,Taiyuan public security services (Shanxi)
gov.cn,tz110,local,Taizhou 110 public security
gov.cn,tzxzsp,local,Taizhou administrative approval
gov.cn,wenzhou,local,Wenzhou city (Zhejiang)
gov.cn,whcrj,local,Wuhan Exit-Entry Administration
gov.cn,whfpb,local,Wuhan Family Planning Bureau
gov.cn,whga,local,Wuhan Public Security Bureau
gov.cn,whhealth,local,Wuhan Health Bureau
gov.cn,whws,local,Wuhan Health Bureau (variant)
gov.cn,wlmqedu,local,Urumqi Education Bureau (Xinjiang)
gov.cn,wuhan,local,Wuhan city (Hubei)
gov.cn,wuling,local,Wuling district (Changde)
gov.cn,wuxi,local,Wuxi city (Jiangsu)
gov.cn,wxhealth,local,Wuxi Health Bureau
gov.cn,wxhrss,local,Wuxi Human Resources and Social Security Bureau
gov.cn,wxxzfwzx,local,Wuxi Administrative Service Center
gov.cn,wzdj,local,Wenzhou party building
gov.cn,wzga,local,Wenzhou Public Security Bureau
gov.cn,wzhrss,local,Wenzhou Human Resources and Social Security Bureau
gov.cn,xa-police,local,Xi'an Public Security Bureau
gov.cn,xads,local,Xi'an Local Taxation Bureau
gov.cn,xihu,local,Xihu district (Hangzhou)
gov.cn,xiongan,local,Xiong'an New Area (Hebei)
gov.cn,xm,local,Xiamen city (Fujian)
gov.cn,xm-l-tax,local,Xiamen Local Taxation
gov.cn,xmhrss,local,Xiamen Human Resources and Social Security Bureau
gov.cn,xmta,local,Xiamen Tourism Administration
gov.cn,xmtravel,local,Xiamen tourism portal
gov.cn,xuecheng,local,Xuecheng district (Zaozhuang)
gov.cn,xuhui,local,Xuhui district (Shanghai)
gov.cn,yaan,local,Ya'an city (Sichuan)
gov.cn,yangzhou,local,Yangzhou city (Jiangsu)
gov.cn,ycgabmfw,local,Yuncheng public security services (Shanxi)
gov.cn,yiyang,local,Yiyang city (Hunan)
gov.cn,yizheng,local,Yizheng city (Jiangsu)
gov.cn,yqgabmfw,local,Yangquan public security services (Shanxi)
gov.cn,ytga,local,Yantai Public Security Bureau
gov.cn,yuanan,local,Yuan'an county (Hubei)
gov.cn,yueqing,local,Yueqing city (Zhejiang)
gov.cn,yuhang,local,Yuhang district (Hangzhou)
gov.cn,yunyang,local,Yunyang county (Chongqing)
gov.cn,yw,local,Yiwu city (Zhejiang)
gov.cn,zgc,local,Zhongguancun Science Park (Beijing)
gov.cn,zh,local,Zhuhai city (Guangdong)
gov.cn,zh12345,local,Zhuhai 12345 hotline
gov.cn,zhanjiang,local,Zhanjiang city (Guangdong)
gov.cn,zhengzhou,local,Zhengzhou city (Henan)
gov.cn,zhltax,local,Zhuhai Local Taxation
gov.cn,zhscjg,local,Zhuhai Market Regulation
gov.cn,zhuhai,local,Zhuhai city (Guangdong)
gov.cn,zjgdj,local,Zhangjiagang party building (Jiangsu)
gov.cn,zjkwmw,local,Zhangjiakou civilization network (Hebei)
gov.cn,zqsi,local,Zhaoqing Social Insurance
gov.cn,zs,local,Zhongshan city (Guangdong)
gov.cn,zunyiyj,local,Zunyi Emergency Management (Guizhou)
