subdomain,http_status,mx
1gov-accesschannels.gov.bw,Connection timed out after 3001 milliseconds,none
1gov-dev-gateway-acc.gov.bw,Connection timed out after 3000 milliseconds,none
1gov-dev-gateway.gov.bw,200,none
1gov-ext-gateway-acc.gov.bw,Failed to connect to 1gov-ext-gateway-acc.gov.bw port 443 after 2082 ms: Could not connect to server,none
1gov-iam-acc.gov.bw,Failed to connect to 1gov-iam-acc.gov.bw port 443 after 392 ms: Could not connect to server,none
1gov-int-gateway-acc.gov.bw,Failed to connect to 1gov-int-gateway-acc.gov.bw port 443 after 772 ms: Could not connect to server,none
1gov-int-gateway.gov.bw,Operation timed out after 3000 milliseconds with 0 bytes received,none
1gov-sr-helpdesk.gov.bw,200,none
1gov.gov.bw,200,none
accdev.gov.bw,Connection timed out after 3002 milliseconds,none
admin-thuo-letlotlo.gov.bw,Could not resolve host: admin-thuo-letlotlo.gov.bw,none
admin.botswanaspeaks.gov.bw,302,none
agc.gov.bw,Could not resolve host: agc.gov.bw,none
agreements.gov.bw,Could not resolve host: agreements.gov.bw,none
agrima.gov.bw,SSL certificate problem: certificate has expired,none
animalhealth-service-uat.gov.bw,Could not resolve host: animalhealth-service-uat.gov.bw,none
animalhealth-uat.gov.bw,SSL certificate problem: unable to get local issuer certificate,none
api.childprotection.gov.bw,Could not resolve host: api.childprotection.gov.bw,none
api.temo.gov.bw,Recv failure: Connexion ré-initialisée par le correspondant,none
app-ecsrm.gov.bw,Could not resolve host: app-ecsrm.gov.bw,none
appoint.gov.bw,200,none
assets-acc.gov.bw,Could not resolve host: assets-acc.gov.bw,none
assets-test.gov.bw,Failed to connect to assets-test.gov.bw port 443 after 586 ms: Could not connect to server,none
assets.gov.bw,Could not resolve host: assets.gov.bw,none
atlas.gov.bw,Could not resolve host: atlas.gov.bw,none
autodiscover.botswanaspeaks.gov.bw,Could not resolve host: autodiscover.botswanaspeaks.gov.bw,none
autodiscover.gov.bw,302,none
baits2.gov.bw,Could not resolve host: baits2.gov.bw,none
baits3-uat.gov.bw,401,none
baits3.gov.bw,Resolving timed out after 3000 milliseconds,none
baits3admin-uat.gov.bw,401,none
baits3admin.gov.bw,200,none
bdf-irecruit-uat.gov.bw,SSL certificate problem: unable to get local issuer certificate,none
bdf.gov.bw,Could not resolve host: bdf.gov.bw,none
bdfmail45.gov.bw,Could not resolve host: bdfmail45.gov.bw,none
bhis.gov.bw,502,none
bhmis.gov.bw,502,none
bhrims.gov.bw,Connection timed out after 3001 milliseconds,none
bobirwa.cdc.gov.bw,Connection timed out after 3000 milliseconds,none
bodamis.gov.bw,Connection timed out after 3000 milliseconds,none
boteti.cdc.gov.bw,Connection timed out after 3002 milliseconds,none
botswana.gov.bw,Connection timed out after 3001 milliseconds,none
botswanaemr.gov.bw,Connection timed out after 3000 milliseconds,none
botswanaspeaks.gov.bw,200,none
bpermit.gov.bw,Connection timed out after 3002 milliseconds,none
