subdomain,mx
1000knigi.mon.gov.mk,none
aaipa.gov.mk,0 aaipa.gov.mk.
addressbook.interop.gov.mk,none
addressbookservice.interop.gov.mk,none
agencija.gov.mk,10 odin.mk-host.com.
akazum.gov.mk,0 akazum.gov.mk.
ams.gov.mk,10 paladin2.mt.net.mk.; 20 paladin.mt.net.mk.
aopz.gov.mk,10 aopz.gov.mk.
api.malmed.gov.mk,none
api.zdravstvo.gov.mk,none
archive.bogdanci.gov.mk,none
arhiv.gov.mk,0 arhiv.gov.mk.
arsimi.gostivari.gov.mk,none
autodiscover.1000knigi.mon.gov.mk,none
autodiscover.agencija.gov.mk,none
autodiscover.aopz.gov.mk,none
autodiscover.arhiv.gov.mk,none
autodiscover.bitola.gov.mk,none
autodiscover.bogdanci.gov.mk,none
autodiscover.brr.gov.mk,none
autodiscover.cesinovo-oblesevo.gov.mk,none
autodiscover.conservation.gov.mk,none
autodiscover.cucersandevo.gov.mk,none
autodiscover.dcor.gov.mk,none
autodiscover.demirhisar.gov.mk,none
autodiscover.dki.gov.mk,none
autodiscover.dojran.gov.mk,none
autodiscover.drs.gov.mk,none
autodiscover.dti.gov.mk,none
autodiscover.dzs.gov.mk,none
autodiscover.emigration.gov.mk,none
autodiscover.gostivari.gov.mk,none
autodiscover.haracina.gov.mk,none
autodiscover.int2.mnr.gov.mk,none
autodiscover.jumcsrgostivar.gov.mk,none
autodiscover.kavadarci.gov.mk,none
autodiscover.kicevo.gov.mk,none
autodiscover.komunabogovine.gov.mk,none
autodiscover.komunaelikoves.gov.mk,none
autodiscover.konce.gov.mk,none
autodiscover.kpuzatvorskopje.gov.mk,none
autodiscover.kumanovo.gov.mk,none
autodiscover.makedonskakamenica.gov.mk,none
autodiscover.meteo.gov.mk,none
autodiscover.mfa.gov.mk,none
autodiscover.minisel.gov.mk,none
autodiscover.nacionalnakomisija.gov.mk,none
autodiscover.novoselo.gov.mk,none
autodiscover.ophrd.gov.mk,none
autodiscover.opstinabutel.gov.mk,none
autodiscover.opstinajegunovce.gov.mk,none
autodiscover.opstinakarbinci.gov.mk,none
autodiscover.opstinalozovo.gov.mk,none
autodiscover.opstinanovaci.gov.mk,none
autodiscover.opstinavinica.gov.mk,none
autodiscover.pcba.gov.mk,none
autodiscover.plasnica.gov.mk,none
autodiscover.probistip.gov.mk,none
autodiscover.radovis.gov.mk,none
autodiscover.rankovce.gov.mk,none
autodiscover.salaboristrajkovski.gov.mk,none
autodiscover.souvancoprke.gov.mk,none
autodiscover.struga.gov.mk,none
autodiscover.svetinikole.gov.mk,none
autodiscover.tearce.gov.mk,none
autodiscover.tourismmacedonia.gov.mk,none
autodiscover.uhmr.gov.mk,none
autodiscover.uvmk.gov.mk,none
autodiscover.valandovo.gov.mk,none
autodiscover.vardarregion.gov.mk,none
autodiscover.veles.gov.mk,none
avrm.gov.mk,none
avrmbam.interop.gov.mk,none
avrmcc.interop.gov.mk,none
beta.nacionalnakomisija.gov.mk,none
bitfest.bitola.gov.mk,none
bitola.gov.mk,0 mx40.interspace.com.
bkp.sep.gov.mk,none
bogdanci.gov.mk,none
bro.gov.mk,none
brr.gov.mk,0 brr.gov.mk.
brvenica.gov.mk,none
bsv.gov.mk,none
bunecgostivar.gov.mk,none
cair.gov.mk,50 mx3.zoho.eu.; 10 mx.zoho.eu.; 20 mx2.zoho.eu.
cdeps-test.customs.gov.mk,none
cdeps.customs.gov.mk,none
centralbam.interop.gov.mk,none
cesinovo-oblesevo.gov.mk,none
conservation.gov.mk,none
cpanel.1000knigi.mon.gov.mk,none
cpanel.agencija.gov.mk,none
cpanel.aopz.gov.mk,none
cpanel.arhiv.gov.mk,none
cpanel.bitola.gov.mk,none
cpanel.bogdanci.gov.mk,none
cpanel.bro.gov.mk,none
cpanel.brr.gov.mk,none
cpanel.cair.gov.mk,none
cpanel.cesinovo-oblesevo.gov.mk,none
