subdomain,http_status,mx
11denoviembre.gob.ec,200,10 mail.11denoviembre.gob.ec.
15d01.mspz2.gob.ec,Connection timed out after 3001 milliseconds,20 mail.15d01.mspz2.gob.ec.
18d02.mspz3.gob.ec,200,12 18d02.mspz3.gob.ec.
5dejunio.gob.ec,200,0 5dejunio.gob.ec.
abaddon.cne.gob.ec,Could not resolve host: abaddon.cne.gob.ec,none
accesoremoto.finanzas.gob.ec,Resolving timed out after 3000 milliseconds,none
access.contraloria.gob.ec,SSL: no alternative certificate subject name matches target hostname 'access.contraloria.gob.ec',none
access.senplades.gob.ec,Could not resolve host: access.senplades.gob.ec,none
act.atm.gob.ec,200,none
admin.educacion.gob.ec,Could not resolve host: admin.educacion.gob.ec,none
admin.mintel.gob.ec,Could not resolve host: admin.mintel.gob.ec,none
administracionpublica.gob.ec,SSL: no alternative certificate subject name matches target hostname 'administracionpublica.gob.ec',5 mail.informatica.gob.ec.
adminwebex.cnt.gob.ec,Could not resolve host: adminwebex.cnt.gob.ec,none
adpm.gob.ec,Could not resolve host: adpm.gob.ec,none
ads.contactociudadano.gob.ec,302,none
adserver.contactociudadano.gob.ec,Could not resolve host: adserver.contactociudadano.gob.ec,none
aduana.gob.ec,Could not resolve host: aduana.gob.ec,0 pmg01.aduana.gob.ec.; 25 correo.aduana.gob.ec.
agadpri.gob.ec,Could not resolve host: agadpri.gob.ec,none
agopruc.gob.ec,Could not resolve host: agopruc.gob.ec,none
agricultura.gob.ec,Could not resolve host: agricultura.gob.ec,none
agrocalidad.gob.ec,Could not resolve host: agrocalidad.gob.ec,none
agua.gob.ec,Could not resolve host: agua.gob.ec,none
aguaquito.gob.ec,Could not resolve host: aguaquito.gob.ec,none
aguarico.gob.ec,200,none
aguasdelchuno.gob.ec,500,10 mail.aguasdelchuno.gob.ec.
aguasmachala.gob.ec,Could not resolve host: aguasmachala.gob.ec,none
ajholguin.gob.ec,Could not resolve host: ajholguin.gob.ec,0 ajholguin.gob.ec.
alaquez.gob.ec,301,none
alausi.gob.ec,200,none
aloag.gob.ec,Could not resolve host: aloag.gob.ec,none
aloag.guangopolo.gob.ec,Could not resolve host: aloag.guangopolo.gob.ec,none
altorendimiento.gob.ec,Could not resolve host: altorendimiento.gob.ec,none
amaguania.gob.ec,Could not resolve host: amaguania.gob.ec,none
amaluzaazuay.gob.ec,Could not resolve host: amaluzaazuay.gob.ec,none
amarillos.gob.ec,Could not resolve host: amarillos.gob.ec,none
ambato.gob.ec,200,0 ambato-gob-ec.mail.protection.outlook.com.
ambiente.gob.ec,SSL certificate problem: certificate has expired,none
ame.gob.ec,Could not resolve host: ame.gob.ec,none
ameguayas.gob.ec,Could not resolve host: ameguayas.gob.ec,none
amevirtual.gob.ec,200,none
anchayacu.gob.ec,Could not resolve host: anchayacu.gob.ec,none
angamarca.gob.ec,Could not resolve host: angamarca.gob.ec,none
aplicaciones.administracionpublica.gob.ec,Could not resolve host: aplicaciones.administracionpublica.gob.ec,none
aplicaciones.cnt.gob.ec,Connection timed out after 3000 milliseconds,none
aplicaciones.saludzona5.gob.ec,Could not resolve host: aplicaciones.saludzona5.gob.ec,none
aplicacionesweb.epmmop.gob.ec,Connection timed out after 3002 milliseconds,none
app.cne.gob.ec,Could not resolve host: app.cne.gob.ec,none
app.iess.gob.ec,Could not resolve host: app.iess.gob.ec,none
app.registrocivil.gob.ec,Could not resolve host: app.registrocivil.gob.ec,none
app1.registrocivil.gob.ec,Could not resolve host: app1.registrocivil.gob.ec,none
app2.cne.gob.ec,Could not resolve host: app2.cne.gob.ec,none
app3.cne.gob.ec,Could not resolve host: app3.cne.gob.ec,none
aprim.gob.ec,Could not resolve host: aprim.gob.ec,none
archidona.epemapar.gob.ec,Could not resolve host: archidona.epemapar.gob.ec,none
archidona.gob.ec,Could not resolve host: archidona.gob.ec,none
arosemenatola.gob.ec,403,none
artesanal.viceministerioap.gob.ec,Could not resolve host: artesanal.viceministerioap.gob.ec,none
asa.gob.ec,Could not resolve host: asa.gob.ec,none
asesorvirtual.sercop.gob.ec,SSL certificate problem: unable to get local issuer certificate,none
asfaltarep.gob.ec,Could not resolve host: asfaltarep.gob.ec,none
asogoparna.conjupas.gob.ec,Resolving timed out after 3000 milliseconds,none
asogoparna.gob.ec,Resolving timed out after 3000 milliseconds,none
asogoparza-ch.gob.ec,Could not resolve host: asogoparza-ch.gob.ec,none
atahualpahabaspamba.gob.ec,Could not resolve host: atahualpahabaspamba.gob.ec,none
atencionciudadana.carchi.gob.ec,200,none
atm.gob.ec,Could not resolve host: atm.gob.ec,none
augustonmartinez.gob.ec,200,0 _dc-mx.ee5541e33ef5.augustonmartinez.gob.ec.
auten.sercop.gob.ec,Could not resolve host: auten.sercop.gob.ec,none
autodicover.cnt.gob.ec,Could not resolve host: autodicover.cnt.gob.ec,none
autodiscover.bomberosquito.gob.ec,Failed to connect to autodiscover.bomberosquito.gob.ec port 443 after 66 ms: Could not connect to server,none
autodiscover.celec.gob.ec,Failed to connect to autodiscover.celec.gob.ec port 443 after 487 ms: Could not connect to server,none
autodiscover.celecloud.celec.gob.ec,Could not resolve host: autodiscover.celecloud.celec.gob.ec,none
autodiscover.cnt.gob.ec,Connection timed out after 3001 milliseconds,none
