subdomain,http_status,mx
gouvernement.km,Could not resolve host: gouvernement.km,none
mail.gouvernement.km,Could not resolve host: mail.gouvernement.km,none
www.gouvernement.km,Could not resolve host: www.gouvernement.km,none
