field,text
country_name,"Togolese Republic"
government_type,"presidential republic"
capital,"Lome"
chief_of_state,"President Jean-Lucien Kwassi Savi de TOVE (since 3 May 2025)"
head_of_government,"President of Council of Ministers Faure GNASSINGBE (since 3 May 2025)"
judicial_highest_courts,"Supreme Court or Cour Suprême (organized into criminal and administrative chambers, each with a chamber president and advisors); Constitutional Court (consists of 9 judges, including the court president)"
constitution_history,"several previous; latest adopted 27 September 1992, effective 14 October 1992; revised 6 May 2024"
