subdomain,mx
api.iresource.gov.sb,none
app.customs.gov.sb,none
autodiscover.mof.gov.sb,none
autodiscover.mwycfa.gov.sb,none
autodiscover.ntf.gov.sb,none
autodiscover.parliament.gov.sb,none
autodiscover.reddplussolomonislands.gov.sb,none
autodiscover.sieiti.gov.sb,none
autodiscover.sig.gov.sb,none
autodiscover.sima.gov.sb,none
biosecurity.gov.sb,0 sig-gov-sb.mail.protection.outlook.com.
caasi.gov.sb,0 sig-gov-sb.mail.protection.outlook.com.
citrix.sig.gov.sb,none
commerce.gov.sb,0 sig-gov-sb.mail.protection.outlook.com.
cpanel.mwycfa.gov.sb,none
cpanel.ntf.gov.sb,none
cpanel.reddplussolomonislands.gov.sb,none
cpanel.sieiti.gov.sb,none
cpanel.sima.gov.sb,none
cpcalendars.mwycfa.gov.sb,none
cpcalendars.ntf.gov.sb,none
cpcalendars.reddplussolomonislands.gov.sb,none
cpcalendars.sieiti.gov.sb,none
cpcalendars.sima.gov.sb,none
cpcontacts.mwycfa.gov.sb,none
cpcontacts.ntf.gov.sb,none
cpcontacts.reddplussolomonislands.gov.sb,none
cpcontacts.sieiti.gov.sb,none
cpcontacts.sima.gov.sb,none
customs.gov.sb,0 sig-gov-sb.mail.protection.outlook.com.
digital.iresource.gov.sb,none
discuss.iresource.gov.sb,none
dspace.iresource.gov.sb,none
egate.sima.gov.sb,none
etax.ird.gov.sb,none
fisheries.gov.sb,none
gov.sb,none
gp.sisnet.gov.sb,none
hgw1.sisnet.gov.sb,none
investsolomon.gov.sb,none
investsolomons.gov.sb,none
ird.gov.sb,none
iresource.gov.sb,20 mx2.zoho.com.; 50 mx3.zoho.com.; 10 mx.zoho.com.
labour.gov.sb,5 alt2.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.; 1 aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.
lands.gov.sb,0 sig-gov-sb.mail.protection.outlook.com.
lawreform.gov.sb,none
link.sima.gov.sb,25 track.smtp2go.net.
mail.mwycfa.gov.sb,none
mail.ntf.gov.sb,none
mail.parliament.gov.sb,none
mail.reddplussolomonislands.gov.sb,none
mail.sieiti.gov.sb,none
mail.sig.gov.sb,none
mail.sima.gov.sb,none
mailserver.mof.gov.sb,none
mailserver.pmc.gov.sb,none
mailserver.sig.gov.sb,none
mca.gov.sb,none
mecdm.gov.sb,none
mecm.gov.sb,none
mehrd.gov.sb,none
met.gov.sb,10 spamtitan.telekom.net.sb.
mfaet.gov.sb,0 sig-gov-sb.mail.protection.outlook.com.
mmere.gov.sb,none
mof.gov.sb,none
mofr.gov.sb,none
mpgis.gov.sb,none
mwycfa.gov.sb,none
ndmo.gov.sb,0 sig-gov-sb.mail.protection.outlook.com.
nsc.gov.sb,none
ntf.gov.sb,none
oag.gov.sb,0 sig-gov-sb.mail.protection.outlook.com.
ombudsman.gov.sb,none
parliament.gov.sb,none
pmc.gov.sb,none
portal.mmere.gov.sb,none
ppc.gov.sb,none
pso.gov.sb,none
rc.parliament.gov.sb,none
reddplussolomonislands.gov.sb,none
rsipf.gov.sb,0 sig-gov-sb.mail.protection.outlook.com.
sicr.gov.sb,none
siec.gov.sb,0 sig-gov-sb.mail.protection.outlook.com.
sieiti.gov.sb,none
sig-exchange02.mof.gov.sb,none
sig-mailcas.mof.gov.sb,none
sig-pdasycuda.mof.gov.sb,none
sig-pdasyweb.mof.gov.sb,none
sig.gov.sb,0 sig-gov-sb.mail.protection.outlook.com.
sima.gov.sb,none
simsa.gov.sb,0 sig-gov-sb.mail.protection.outlook.com.
sisnet.gov.sb,none
sitesa.gov.sb,none
smartalert.met.gov.sb,none
solomon.gov.sb,none
solomonbusinessregistry.gov.sb,none
solomons.gov.sb,none
spires.gov.sb,none
staging4.labour.gov.sb,none
statistics.gov.sb,none
support.sisnet.gov.sb,none
ussd.pso.gov.sb,none
velo.sig.gov.sb,none
vpn.sig.gov.sb,none
vulkanvegasbonus1000.ntf.gov.sb,none
webdisk.mwycfa.gov.sb,none
webdisk.ntf.gov.sb,none
webdisk.reddplussolomonislands.gov.sb,none
webdisk.sieiti.gov.sb,none
webdisk.sima.gov.sb,none
webmail.mwycfa.gov.sb,none
webmail.ntf.gov.sb,none
webmail.reddplussolomonislands.gov.sb,none
webmail.sieiti.gov.sb,none
webmail.sima.gov.sb,none
webmail.solomons.gov.sb,none
whm.sima.gov.sb,none
www.biosecurity.gov.sb,none
www.caasi.gov.sb,none
www.commerce.gov.sb,none
www.companyhaus.gov.sb,none
www.customs.gov.sb,none
www.egate.sima.gov.sb,none
www.fisheries.gov.sb,none
www.gp.sisnet.gov.sb,none
www.hgw1.sisnet.gov.sb,none
www.investsolomon.gov.sb,none
www.iresource.gov.sb,none
www.labour.gov.sb,none
www.lands.gov.sb,none
www.lawreform.gov.sb,none
www.mail.sig.gov.sb,none
www.mailserver.mof.gov.sb,none
www.mca.gov.sb,none
www.mecdm.gov.sb,none
www.mecm.gov.sb,none
www.mehrd.gov.sb,none
www.met.gov.sb,none
www.mfaet.gov.sb,none
www.mmere.gov.sb,none
www.mofr.gov.sb,none
www.mpgis.gov.sb,none
www.mwycfa.gov.sb,none
www.ndmo.gov.sb,none
www.nsc.gov.sb,none
www.ntf.gov.sb,none
www.oag.gov.sb,none
www.ombudsman.gov.sb,none
www.parliament.gov.sb,none
www.pmc.gov.sb,none
www.pso.gov.sb,none
www.reddplussolomonislands.gov.sb,none
www.rsipf.gov.sb,none
www.sicr.gov.sb,none
www.siec.gov.sb,none
www.sieiti.gov.sb,none
www.sima.gov.sb,none
www.simsa.gov.sb,none
www.sitesa.gov.sb,none
www.solomonbusinessregistry.gov.sb,none
www.solomons.gov.sb,none
www.spires.gov.sb,none
www.statistics.gov.sb,none
www.vulkanvegasbonus1000.ntf.gov.sb,none
www.yumifastaem.mehrd.gov.sb,none
yumifastaem.mehrd.gov.sb,none
