hostname,score,sources,label,level
assembly.gm,7,wikidata;wikidata,National Assembly of The Gambia,central
mope.gm,7,wikidata;wikidata,"Ministry of Petroleum, Energy and Mines",central
utg.edu.gm,7,wikidata;wikidata,University of the Gambia,
cbg.gm,4,wikidata,Central Bank of The Gambia,
gambiaports.gm,4,wikidata,Gambia Ports Authority,central
gamcel.gm,4,wikidata,Gambia Telecommunications Cellular Company,central
gampost.gm,4,wikidata,Gambia Postal Services Corporation,
gamtel.gm,4,wikidata,Gamtel,
gc.edu.gm,4,wikidata,The Gambia College,central
gcc.gm,4,wikidata,Gambia Competition and Consumer Protection Commission,central
giepa.gm,4,wikidata,Gambia Investment and Export Promotion Agency,
gm.usembassy.gov,4,wikidata,"Embassy of the United States, Banjul",central
gppa.gm,4,wikidata,Gambia Public Procurement Authority,central
gra.gm,4,wikidata,Gambia Revenue Authority,central
grts.gm,4,wikidata,Gambia Radio & Television Service,
iec.gm,4,wikidata,Independent Electoral Commission,central
nana.gm,4,wikidata,National Nutrition Agency,
nao.gm,4,wikidata,National Audit Office,central
naqaa.gm,4,wikidata,National Accreditation and Quality Assurance Authority,
nawec.gm,4,wikidata,NAWEC,
ncac.gm,4,wikidata,National Council for Arts and Culture,
nea.gm,4,wikidata,National Environment Agency,central
nedi.gm,4,wikidata,National Enterprise Development Initiative,central
nra.gm,4,wikidata,National Roads Authority,central
nsc.gm,4,wikidata,National Sports Council,central
nyc.gm,4,wikidata,National Youth Council,central
ombudsman.gm,4,wikidata,Office of the Ombudsman,central
pscgov.gm,4,wikidata,Public Service Commission,central
pura.gm,4,wikidata,Gambia Public Utilities Regulatory Authority,
sshfc.gm,4,wikidata,Social Security Housing & Finance Corporation,central
tgsb.gm,4,wikidata,The Gambia Standards Bureau,
banjul.diplo.de,3,wikidata,"Embassy of Germany, Banjul",central
eeas.europa.eu,3,wikidata,Delegation of the European Union to The Gambia,
visitthegambia.com,3,wikidata,Gambia Tourism Board,central
