field,text
country_name,"Republic of Finland"
government_type,"parliamentary republic"
capital,"Helsinki"
chief_of_state,"President Alexander STUBB (since 1 March 2024)"
head_of_government,"Prime Minister Petteri ORPO (since 20 June 2023)"
judicial_highest_courts,"Supreme Court or Korkein Oikeus (consists of the court president and 18 judges); Supreme Administrative Court (consists of 21 judges, including the court president; organized into 3 chambers)"
constitution_history,"previous 1906, 1919; latest drafted 17 June 1997, approved by Parliament 11 June 1999, entered into force 1 March 2000"
