subdomain,parent_domain,http_status,mx
aae.tamkeen.gov.eg,gov.eg,Could not resolve host: aae.tamkeen.gov.eg,none
aca.gov.eg,gov.eg,Operation timed out after 3000 milliseconds with 0 bytes received,10 mail.aca.gov.eg.
access.ad.gov.eg,gov.eg,Connection timed out after 3000 milliseconds,none
access.lync.op.gov.eg,gov.eg,Could not resolve host: access.lync.op.gov.eg,none
ad.gov.eg,gov.eg,Connection timed out after 3000 milliseconds,dig error
admin.familycard.gov.eg,gov.eg,Connection timed out after 3001 milliseconds,none
admin.ipi.gov.eg,gov.eg,Could not resolve host: admin.ipi.gov.eg,none
admin.suezcanal.gov.eg,gov.eg,Connection timed out after 3002 milliseconds,none
administrator.familycard.gov.eg,gov.eg,Could not resolve host: administrator.familycard.gov.eg,none
adrms.op.gov.eg,gov.eg,Could not resolve host: adrms.op.gov.eg,none
algharbiaedu.gov.eg,gov.eg,Could not resolve host: algharbiaedu.gov.eg,none
alknah.housing-portsaid.gov.eg,gov.eg,Could not resolve host: alknah.housing-portsaid.gov.eg,none
ap.gov.eg,gov.eg,200,0 MX.IPI.gov.eg.
apps.iti.gov.eg,gov.eg,200,none
asa.gov.eg,gov.eg,200,20 MAIL20.NMI.gov.eg.; 10 SmarterSMTP.mod.gov.eg.
autodiscover.awkaf.gov.eg,gov.eg,400,dig error
autodiscover.benisuef-invest.gov.eg,gov.eg,Could not resolve host: autodiscover.benisuef-invest.gov.eg,none
autodiscover.cabinet.gov.eg,gov.eg,Resolving timed out after 3000 milliseconds,none
autodiscover.capmas.gov.eg,gov.eg,Connection timed out after 3000 milliseconds,none
autodiscover.casp.gov.eg,gov.eg,Could not resolve host: autodiscover.casp.gov.eg,none
autodiscover.ccd.gov.eg,gov.eg,200,none
autodiscover.drc.gov.eg,gov.eg,SSL: no alternative certificate subject name matches target hostname 'autodiscover.drc.gov.eg',none
autodiscover.dri.gov.eg,gov.eg,Could not resolve host: autodiscover.dri.gov.eg,none
autodiscover.eao.gov.eg,gov.eg,SSL certificate problem: unable to get local issuer certificate,none
autodiscover.ecri.gov.eg,gov.eg,406,none
autodiscover.ecs.gov.eg,gov.eg,Could not resolve host: autodiscover.ecs.gov.eg,none
autodiscover.edrc.gov.eg,gov.eg,SSL: no alternative certificate subject name matches target hostname 'autodiscover.edrc.gov.eg',none
autodiscover.eei.gov.eg,gov.eg,Could not resolve host: autodiscover.eei.gov.eg,none
autodiscover.efsa.gov.eg,gov.eg,Resolving timed out after 3000 milliseconds,none
autodiscover.egymicrofinance.gov.eg,gov.eg,Could not resolve host: autodiscover.egymicrofinance.gov.eg,none
autodiscover.escc.gov.eg,gov.eg,Could not resolve host: autodiscover.escc.gov.eg,none
autodiscover.etenders.gov.eg,gov.eg,Could not resolve host: autodiscover.etenders.gov.eg,none
autodiscover.fra.gov.eg,gov.eg,200,none
autodiscover.fsi.gov.eg,gov.eg,400,none
autodiscover.govca.gov.eg,gov.eg,Could not resolve host: autodiscover.govca.gov.eg,none
autodiscover.iinvest.gov.eg,gov.eg,SSL: no alternative certificate subject name matches target hostname 'autodiscover.iinvest.gov.eg',none
autodiscover.itida.gov.eg,gov.eg,Connection timed out after 3000 milliseconds,none
autodiscover.kfsedu.gov.eg,gov.eg,Could not resolve host: autodiscover.kfsedu.gov.eg,none
autodiscover.mcit.gov.eg,gov.eg,Connection timed out after 3000 milliseconds,none
autodiscover.mfa.gov.eg,gov.eg,Could not resolve host: autodiscover.mfa.gov.eg,none
autodiscover.mift.gov.eg,gov.eg,Could not resolve host: autodiscover.mift.gov.eg,none
autodiscover.mld.gov.eg,gov.eg,Could not resolve host: autodiscover.mld.gov.eg,none
autodiscover.moe.gov.eg,gov.eg,Failed to connect to autodiscover.moe.gov.eg port 443 after 81 ms: Could not connect to server,none
autodiscover.mohealth.gov.eg,gov.eg,Resolving timed out after 3001 milliseconds,none
autodiscover.mohp.gov.eg,gov.eg,Connection timed out after 3000 milliseconds,none
autodiscover.moi.gov.eg,gov.eg,200,none
autodiscover.mti.gov.eg,gov.eg,Could not resolve host: autodiscover.mti.gov.eg,none
autodiscover.mwri.gov.eg,gov.eg,Could not resolve host: autodiscover.mwri.gov.eg,none
autodiscover.nap.gov.eg,gov.eg,Could not resolve host: autodiscover.nap.gov.eg,none
autodiscover.nib.gov.eg,gov.eg,Resolving timed out after 3000 milliseconds,none
autodiscover.niosh.gov.eg,gov.eg,Could not resolve host: autodiscover.niosh.gov.eg,none
