hostname,score,sources,label,level
parliament.jo,8,wikidata;wikidata,Parliament of Jordan,central
amman.diplo.de,6,wikidata;wikidata,"Embassy of Germany, Amman",central
cco.gov.jot,6,wikidata,Jordanian Constitutional Court,
custodia.org,6,wikidata;wikidata,Custodian of the Holy Land,
roc-taiwan.org,6,wikidata;wikidata,Taipei Economic and Cultural Office in Jordan | Taipei Economic and Cultural Office,
arabic.jo,4,wikidata,Jordan Academy of Arabic,
hpc.org.jo,4,wikidata,Higher Population Council,
jo.usembassy.gov,4,wikidata,"Embassy of the United States, Amman",central
representatives.jo,4,wikidata,House of Representatives of Jordan,central
rhc.jo,4,wikidata,The Royal Hashemite Court,central
senate.jo,4,wikidata,Senate of Jordan,central
sp.mofaic.gov.ae,4,wikidata,"Embassy of the United Arab Emirates, Amman",central
amman.mae.ro,3,wikidata,"Embassy of Romania, Amman",central
eeas.europa.eu,3,wikidata,Delegation of the European Union to Jordan,
emro.who.int,3,wikidata,World Health Organization - Jordan,
hazine.info,3,wikidata,National Library of Jordan,
jo.ambafrance.org,3,wikidata,"Embassy of France, Amman",central
jordan.mid.ru,3,wikidata,embassy of Russia in Jordan,central
mfa.bg,3,wikidata,embassy of Bulgaria in Jordan,central
mfa.gr,3,wikidata,embassy of Greece in Jordan,central
mzv.cz,3,wikidata,embassy of the Czech republic in Jordan,central
norway.no,3,wikidata,"Embassy of Norway, Amman",central
palembjo.org,3,wikidata,Embassy of the State of Palestine in Jordan,central
swedenabroad.se,3,wikidata,"Embassy of Sweden, Amman",central
