hostname,score,sources,label,level
au.int,6,wikidata;wikidata,African Union Commission,
tourismethiopia.org,6,wikidata;wikidata,Ministry of Culture and Tourism,central
emwa.org.et,4,wikidata,Ethiopian Midwives Association (EMwA),
epaethiopia.org.et,4,wikidata,Ethiopian Pharmaceutical Association,
et.usembassy.gov,4,wikidata,embassy of the United States in Ethiopia,central
ethiondc.org.et,4,wikidata,Ethiopian National Dialogue Commission,
mofaic.gov.ae,4,wikidata,"Embassy of the United Arab Emirates, Addis Ababa",central
nvi.com.et,4,wikidata,National Veterinary Institute,
psi.org.et,4,wikidata,Ethiopian Policy Studies Institute,
rrs.et,4,wikidata,Refugees and Returnees Service,
addis-abeba.diplo.de,3,wikidata,"Embassy of Germany, Addis Ababa",central
addisabeba.mae.ro,3,wikidata,"Embassy of Romania, Addis Abeba",central
cehro.org,3,wikidata,Consortium of Ethiopian Human Rights Organizations,
electionethiopia.org,3,wikidata,National Election Board of Ethiopia,central
esog-eth.org,3,wikidata,Ethiopian Society of Obstetricians and Gynecologists,
et.ambafrance.org,3,wikidata,"Embassy of France, Addis Ababa",central
et.undp.org,3,wikidata,United Nations Development Programme,
ethiopia.mid.ru,3,wikidata,embassy of Russia in Ethiopia,central
ethiopianreconciliation.org,3,wikidata,Ethiopian Reconciliation Commission,
etiopien.um.dk,3,wikidata,embassy of Denmark in Ethiopia,central
finlandabroad.fi,3,wikidata,"Embassy of Finland, Addis Abeba",central
mfa.bg,3,wikidata,embassy of Bulgaria in Ethiopia,central
mfa.gr,3,wikidata,embassy of Greece in Ethiopia,central
mzv.cz,3,wikidata,embassy of the Czech republic in Ethiopia,central
mzv.sk,3,wikidata,embassy of Slovakia in Ethiopia,central
nederlandwereldwijd.nl,3,wikidata,"Embassy of the Netherlands, Addis Ababa",central
netherlandsworldwide.nl,3,wikidata,"Embassy of the Netherlands, Addis Ababa",central
norway.no,3,wikidata,"Embassy of Norway, Addis Ababa",central
southafricanembassyethiopia.com,3,wikidata,embassy of South Africa in Ethiopia,central
swedenabroad.se,3,wikidata,"Embassy of Sweden, Addis Ababa",central
unionafricainerp.mae.lu,3,wikidata,embassy of Luxembourg in Ethiopia,central
