subdomain,http_status
epasts.mk.gov.lv,404
eportfelis.mk.gov.lv,Recv failure: Connexion ré-initialisée par le correspondant
exchange.mk.gov.lv,Connection timed out after 3002 milliseconds
m-dauks.mk.gov.lv,Connection timed out after 3001 milliseconds
mk.gov.lv,HTTP/2 stream 1 was not closed cleanly: INTERNAL_ERROR (err 2)
nevis.mk.gov.lv,200
ppdb.mk.gov.lv,200
tap.mk.gov.lv,Connection timed out after 3000 milliseconds
tapportals.mk.gov.lv,200
vdr.mk.gov.lv,Could not resolve host: vdr.mk.gov.lv
vktap.mk.gov.lv,302
www.mk.gov.lv,Connection timed out after 3000 milliseconds
