hostname,http_status,mx
aba.government.bg,200,0 mail.aba.government.bg.
adfi.minfin.bg,404,0 adfi-minfin-bg.u-v1.mx.microsoft.
aeuf.minfin.bg,403,none
aglen.bg,301,none
ahu.mlsp.government.bg,302,none
aitos.org,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
aksakovo.bg,HttpConnectTimeoutException: HTTP connect timed out,10 mail.aksakovo.bg.
aksu.government.bg,200,10 border2.obmen.bg.
alfatar.egov.bg,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mail.alfatar.egov.bg.
ambasadat.net,200,none
anti-doping.government.bg,301,0 picard.anti-doping.government.bg.
antitraffic.government.bg,200,10 mail.antitraffic.government.bg.
antonbg.eu,200,none
antonovo.bg,200,0 _dc-mx.5ebc4ec32297.antonovo.bg.
api.bg,HttpConnectTimeoutException: HTTP connect timed out,10 mail.api.bg.
appd-bg.org,200,10 mail.appd-bg.org.; 5 appd-mail.appd-bg.org.
appk.government.bg,200,20 mx2.egov.bg.; 10 mx1.egov.bg.
arbanassi.org,200,none
archives.government.bg,200,none
ardino.bg,200,none
aref.government.bg,200,none
armymedia.bg,HttpConnectTimeoutException: HTTP connect timed out,0 armymedia.bg.
asenovgrad.bg,403,0 _dc-mx.07f6f1b43d99.asenovgrad.bg.
asp.government.bg,HttpConnectTimeoutException: HTTP connect timed out,10 mail.asp.government.bg.; 5 mx2.hc2569-70.eu.iphmx.com.; 5 mx1.hc2569-70.eu.iphmx.com.
asparuhovo.bg,301,0 asparuhovo.bg.
avren.bg,200,20 mx20.cmailpro.net.; 30 mx30.cmailpro.net.; 40 mx40.cmailpro.net.; 10 mx10.cmailpro.net.
az.government.bg,SSLHandshakeException: (handshake_failure) received handshake warning: unrecognized_name,10 az-government-bg.mail.protection.outlook.com.
babiak.selo.bg,ConnectException,none
balchik.bg,301,5 mbox.balchik.bg.
banite.egov.bg,302,10 mx1.egov.bg.; 20 mx2.egov.bg.
bankya.bg,200,1 smtp.google.com.
bansko.bg,200,10 mail.bansko.bg.
batak.bg,403,20 spamexpert02.host.bg.; 10 spamexpert01.host.bg.
bd-dunav.bg,301,none
bda.bg,301,100 bda-bg.q-v1.mx.microsoft.; 0 mx1.hc2569-70.eu.iphmx.com.; 0 mx2.hc2569-70.eu.iphmx.com.
bdi.bg,200,0 bdi.bg.
belasitsa.net,HttpConnectTimeoutException: HTTP connect timed out,none
belene.bg,200,10 shmail55.belene.bg.
belogradchik.egov.bg,302,10 mx1.egov.bg.; 20 mx2.egov.bg.
beloslav.org,HttpConnectTimeoutException: HTTP connect timed out,none
belovo.eu,301,0 belovo.eu.
berkovitca.iag.bg,200,10 mail.berkovitca.iag.bg.
berkovitsa.bg,301,0 berkovitsa.bg.
bfsa.egov.bg,302,none
bg.ambafrance.org,HttpConnectTimeoutException: HTTP connect timed out,none
bg.mvep.hr,HttpConnectTimeoutException: HTTP connect timed out,none
bim.government.bg,200,10 mail.bim.government.bg.
bl.government.bg,HttpConnectTimeoutException: HTTP connect timed out,none
blagoevgrad-adms.justice.bg,200,15 mx2.justice.bg.; 10 mx1.justice.bg.
blagoevgrad-os.justice.bg,200,15 mx2.justice.bg.; 10 mx1.justice.bg.
blagoevgrad-rs.justice.bg,200,none
blagoevgrad.bg,200,1 ASPMX.L.GOOGLE.COM.; 10 ALT4.ASPMX.L.GOOGLE.COM.; 5 ALT1.ASPMX.L.GOOGLE.COM.; 5 ALT2.ASPMX.L.GOOGLE.COM.; 10 ALT3.ASPMX.L.GOOGLE.COM.
blagoevgrad.iag.bg,ConnectException,10 mail.blagoevgrad.iag.bg.
bnb.bg,200,10 mail2.bnbank.org.; 10 mail.bnbank.org.
bnra.bg,301,20 regist1.bnra.bg.
bobovdol.egov.bg,302,10 mx1.egov.bg.; 20 mx2.egov.bg.
bolyarovo.bg,301,10 spamexpert02.host.bg.; 10 spamexpert01.host.bg.
borino.org,HttpConnectTimeoutException: HTTP connect timed out,none
