subdomain,parent_domain,http_status,mx
7100.moiat.gov.sd,gov.sd,Resolving timed out after 3000 milliseconds,dig error
aapc.gov.sd,gov.sd,Resolving timed out after 3000 milliseconds,dig error
aciu.gov.sd,gov.sd,Resolving timed out after 3001 milliseconds,dig error
admin.agrinorthern.gov.sd,gov.sd,Resolving timed out after 3000 milliseconds,dig error
adminno.agrinorthern.gov.sd,gov.sd,Resolving timed out after 3000 milliseconds,none
afaq-mofa.gov.sd,gov.sd,Resolving timed out after 3000 milliseconds,dig error
afaq.mofa.gov.sd,gov.sd,Resolving timed out after 3000 milliseconds,dig error
agri-khs.gov.sd,gov.sd,Resolving timed out after 3001 milliseconds,dig error
agrinorthern.gov.sd,gov.sd,Resolving timed out after 3002 milliseconds,dig error
aitc.nmsf.gov.sd,gov.sd,Resolving timed out after 3000 milliseconds,none
algolid.gov.sd,gov.sd,Resolving timed out after 3003 milliseconds,dig error
aman.mlsd.gov.sd,gov.sd,Could not resolve host: aman.mlsd.gov.sd,none
autodiscover.ciasa.gov.sd,gov.sd,Resolving timed out after 3001 milliseconds,none
autodiscover.gafe.gov.sd,gov.sd,Resolving timed out after 3001 milliseconds,none
autodiscover.halalsudan.gov.sd,gov.sd,Resolving timed out after 3000 milliseconds,dig error
autodiscover.moj.gov.sd,gov.sd,400,none
autodiscover.ogs.gov.sd,gov.sd,Resolving timed out after 3001 milliseconds,dig error
autodiscover.rsf.gov.sd,gov.sd,Resolving timed out after 3000 milliseconds,none
autodiscover.rssa.gov.sd,gov.sd,Resolving timed out after 3000 milliseconds,dig error
autodiscover.sgcrtvt.gov.sd,gov.sd,Resolving timed out after 3002 milliseconds,none
autodiscover.smsb.gov.sd,gov.sd,Resolving timed out after 3000 milliseconds,dig error
autodiscover.sudamin.gov.sd,gov.sd,Resolving timed out after 3001 milliseconds,dig error
autodiscover.union.gov.sd,gov.sd,SSL: no alternative certificate subject name matches target hostname 'autodiscover.union.gov.sd',dig error
autodiscover.zakat-chamber.gov.sd,gov.sd,400,none
autodiscover.zakatcompanies.gov.sd,gov.sd,Resolving timed out after 3001 milliseconds,none
autodiscover.zakatkassala.gov.sd,gov.sd,Resolving timed out after 3000 milliseconds,dig error
bahry.gov.sd,gov.sd,Resolving timed out after 3000 milliseconds,dig error
bara.gov.sd,gov.sd,Resolving timed out after 3001 milliseconds,dig error
barawest.gov.sd,gov.sd,Resolving timed out after 3002 milliseconds,dig error
barracuda.moj.gov.sd,gov.sd,Resolving timed out after 3002 milliseconds,none
bgaim.gov.sd,gov.sd,Resolving timed out after 3000 milliseconds,none
blog.moj.gov.sd,gov.sd,SSL certificate problem: certificate has expired,none
bluenilestate.gov.sd,gov.sd,Resolving timed out after 3001 milliseconds,dig error
box.moj.gov.sd,gov.sd,Resolving timed out after 3000 milliseconds,none
cabinet.gov.sd,gov.sd,Resolving timed out after 3000 milliseconds,dig error
