hostname,score,sources,label,level
iua.edu.sd,4,wikidata,International University of Africa,university
merowe.edu.sd,4,wikidata,Merowe University of Technology - Abdulatif Alhamad,university
must.edu.sd,4,wikidata,Managil University of Science and Technology,university
nyalau.edu.sd,4,wikidata,Nyala University,university
quran-unv.edu.sd,4,wikidata,University of the Holy Quran and Islamic Sciences,university
rsu.edu.sd,4,wikidata,Red Sea University,university
stu.edu.sd,4,wikidata,Sudan Technological University,university
uofg.edu.sd,4,wikidata,University of Gezira,university
uofs.edu.sd,4,wikidata,Sinnar University,university
ush.sd,4,wikidata,Shendi University,university
zalingei.edu.sd,4,wikidata,University of Zalingei,university
uofk.edu,3,wikidata,University of Khartoum,university
