type,label,website,hostname
ministry,"Ministry of Education","https://www.moe.gov.ae/en/",moe.gov.ae
ministry,"Ministry of Foreign Affairs of the UAE","https://www.mofaic.gov.ae/",mofaic.gov.ae
ministry,"Ministry of Climate Change and Environment","https://www.moccae.gov.ae/ar",moccae.gov.ae
ministry,"Ministry of Climate Change and Environment","https://www.moccae.gov.ae/en",moccae.gov.ae
ministry,"Ministry of Foreign Affairs and International Cooperation","https://www.mofaic.gov.ae/",mofaic.gov.ae
ministry,"Ministry of Higher Education and Scientific Research","https://www.mohesr.gov.ae",mohesr.gov.ae
ministry,"Ministry of Economy","https://www.economy.gov.ae/english/Pages/default.aspx",economy.gov.ae
ministry,"Ministry of Finance","https://www.mof.gov.ae/en",mof.gov.ae
ministry,"Ministry of Health and Prevention","http://www.moh.gov.ae/en/Pages/default.aspx",moh.gov.ae
parliament,"Federal National Council","https://www.almajles.gov.ae",almajles.gov.ae
supreme_court,"Federal National Council","https://www.almajles.gov.ae",almajles.gov.ae
