domain,level,name
act.gov.au,central-1,Australian Capital Territory
gov.au,central,
nsw.gov.au,central-1,New South Wales
nt.gov.au,central-1,Northern Territory
qld.gov.au,central-1,Queensland
sa.gov.au,central-1,South Australia
tas.gov.au,central-1,Tasmania
vic.gov.au,central-1,Victoria
wa.gov.au,central-1,Western Australia
