subdomain,parent_domain,http_status
131940.qld.gov.au,gov.au,"Recv failure: Connexion ré-initialisée par le correspondant"
1mac.dpc.vic.gov.au,gov.au,"Could not resolve host: 1mac.dpc.vic.gov.au"
4c.dhhs.tas.gov.au,gov.au,"Could not resolve host: 4c.dhhs.tas.gov.au"
4c.test.dhhs.tas.gov.au,gov.au,"Could not resolve host: 4c.test.dhhs.tas.gov.au"
aad.gov.au,gov.au,"SSL: no alternative certificate subject name matches target hostname 'aad.gov.au'"
aao-icag.innovation.gov.au,gov.au,"Could not resolve host: aao-icag.innovation.gov.au"
aao-icagpp.innovation.gov.au,gov.au,"Could not resolve host: aao-icagpp.innovation.gov.au"
aaonline.deewr.gov.au,gov.au,"Could not resolve host: aaonline.deewr.gov.au"
abr.business.gov.au,gov.au,"404"
abr.gov.au,gov.au,"HTTP/2 stream 1 was not closed cleanly: INTERNAL_ERROR (err 2)"
acat.act.gov.au,gov.au,"403"
acc.blink.health.gov.au,gov.au,"Connection timed out after 3000 milliseconds"
accap27.adelaide.sa.gov.au,gov.au,"Could not resolve host: accap27.adelaide.sa.gov.au"
accap29.adelaide.sa.gov.au,gov.au,"Could not resolve host: accap29.adelaide.sa.gov.au"
accellion.wyndham.vic.gov.au,gov.au,"Could not resolve host: accellion.wyndham.vic.gov.au"
access.accc.gov.au,gov.au,"Connection timed out after 3001 milliseconds"
access.act.gov.au,gov.au,"503"
access.ag.gov.au,gov.au,"Connection timed out after 3000 milliseconds"
access.anmm.gov.au,gov.au,"Could not resolve host: access.anmm.gov.au"
access.atsb.gov.au,gov.au,"Could not resolve host: access.atsb.gov.au"
access.auburn.nsw.gov.au,gov.au,"Could not resolve host: access.auburn.nsw.gov.au"
access.austrade.gov.au,gov.au,"302"
access.bizlink.nsw.gov.au,gov.au,"Connection timed out after 3002 milliseconds"
access.canterbury.nsw.gov.au,gov.au,"Connection timed out after 3000 milliseconds"
access.casa.gov.au,gov.au,"Could not resolve host: access.casa.gov.au"
access.centrelink.gov.au,gov.au,"Connection timed out after 3001 milliseconds"
access.classification.gov.au,gov.au,"Connection timed out after 3002 milliseconds"
access.community.nsw.gov.au,gov.au,"Connection timed out after 3002 milliseconds"
access.correctiveservices.nsw.gov.au,gov.au,"Connection timed out after 3002 milliseconds"
access.customs.gov.au,gov.au,"Could not resolve host: access.customs.gov.au"
access.dadhc.nsw.gov.au,gov.au,"Could not resolve host: access.dadhc.nsw.gov.au"
access.dais.sa.gov.au,gov.au,"Could not resolve host: access.dais.sa.gov.au"
access.devonport.tas.gov.au,gov.au,"TLS connect error: error:0A000410:SSL routines::ssl/tls alert handshake failure"
access.dha.gov.au,gov.au,"Could not resolve host: access.dha.gov.au"
access.doh.health.nsw.gov.au,gov.au,"Could not resolve host: access.doh.health.nsw.gov.au"
access.environment.nsw.gov.au,gov.au,"302"
