hostname,score,sources,label,level,http_status,mx
curtin.edu.au,7,wikidata;wikidata,Curtin Connect,,301,100 mx2.hc2185-81.iphmx.com.; 100 mx1.hc2185-81.iphmx.com.
g-mwater.com.au,7,wikidata;wikidata,Goulburn–Murray Water,,301,10 au-smtp-inbound-1.mimecast.com.; 10 au-smtp-inbound-2.mimecast.com.
pakistan.org.au,7,wikidata;wikidata,"High Commission of Pakistan, Canberra | high commission of Pakistan in Australia",central,403,0 mail.pakistan.org.au.
screenqueensland.com.au,7,wikidata;wikidata,Screen Queensland Studios | Screen Queensland,,200,none
wineaustralia.com,6,wikidata;wikidata,Wine Australia | Australian Grape and Wine Authority,,301,0 au-smtp-inbound-2.mimecast.com.; 0 au-smtp-inbound-1.mimecast.com.
aaf.edu.au,4,wikidata,Australian Access Federation,,200,0 aaf-edu-au.mail.protection.outlook.com.
aapant.org.au,4,wikidata,Aboriginal Areas Protection Authority,central-1,200,10 mi21.nt.gov.au.; 10 mi31.nt.gov.au.; 10 mi11.nt.gov.au.
abc.net.au,4,wikidata,Australian Broadcasting Corporation,,301,10 mxa-0036d701.gslb.pphosted.com.; 10 mxb-0036d701.gslb.pphosted.com.
acara.edu.au,4,wikidata,"Australian Curriculum, Assessment and Reporting Authority",,200,0 acara-edu-au.mail.protection.outlook.com.
acoustics.asn.au,4,wikidata,Australian Acoustical Society,,200,10 mail.acoustics.asn.au.
adelaidemetro.com.au,4,wikidata,Adelaide Metro,central-1,301,100 ap-southeast-2.amazonses.com.; 10 mail.dptiapps.com.au.
aftrs.edu.au,4,wikidata,Australian Film Television and Radio School,,301,10 mx2.hc2851-60.iphmx.com.; 10 mx1.hc2851-60.iphmx.com.
agrifutures.com.au,4,wikidata,AgriFutures Australia,,200,0 agrifutures-com-au.mail.protection.outlook.com.
ahmrc.org.au,4,wikidata,Aboriginal Health and Medical Research Council of New South Wales,,301,0 ahmrc-org-au.mail.protection.outlook.com.
