domain,level,source,name
act.gov.au,central-1,manual,Australian Capital Territory
gov.au,central,manual,
nsw.gov.au,central-1,manual,New South Wales
nt.gov.au,central-1,manual,Northern Territory
qld.gov.au,central-1,manual,Queensland
sa.gov.au,central-1,manual,South Australia
tas.gov.au,central-1,manual,Tasmania
vic.gov.au,central-1,manual,Victoria
wa.gov.au,central-1,manual,Western Australia
