hostname,score,sources,label,level,http_status,mx
kultura.by,7,wikidata;wikidata,Ministry of Culture of the Republic of Belarus,central,200,10 mail.kultura.by.
mas.by,7,wikidata;wikidata,Ministry of Architecture and Construction of the Republic of Belarus,central,ConnectException,10 mail.mas.by.
mil.by,7,wikidata;wikidata,Ministry of Defence of the Republic of Belarus,central,ConnectException,none
mlh.by,7,wikidata;wikidata,Ministry of Forestry of the Republic of Belarus,central,200,none
nbrb.by,7,wikidata;wikidata,National Bank of the Republic of Belarus,,HttpTimeoutException: request timed out,40 mail4.nbrb.by.; 30 mail3.nbrb.by.; 10 mail.nbrb.by.; 20 mail2.nbrb.by.
region.grodno.by,7,wikidata;wikidata;wikidata,Hrodna Regional Executive Committee | Hrodna Regional Council of Deputies,central-1,301,10 mg1.g-cloud.by.; 20 ms8.g-cloud.by.
pijarzy.pl,6,wikidata;wikidata,Piarist province of Poland,,200,10 poczta.pijarzy.pl.
supcourt.by,6,wikidata,Supreme Court of Belarus,central,ConnectException,none
cci.by,4,wikidata,Belarusian Chamber of Commerce and Industry,,301,30 mailbe07.hoster.by.
embavenez.by,4,wikidata,"Embassy of Venezuela, Minsk",central,ConnectException,none
fond.bas-net.by,4,wikidata,Belarusian Republican Foundation for Fundamental Research,,200,10 smx1.hoster.by.
gomel-region.by,4,wikidata,Homel Regional Council of Deputies,central-1,ConnectException,none
minszk.mfa.gov.hu,4,wikidata,"Embassy of Hungary, Minsk",central,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
mofaic.gov.ae,4,wikidata,"Embassy of the United Arab Emirates, Minsk",central,IOException: HTTP/1.1 header parser received no bytes,10 smartmail1.fednet.gov.ae.; 20 smartmail2.fednet.gov.ae.
narb.by,4,wikidata,National Archives of Belarus,,302,10 emx.mail.ru.
nca.by,4,wikidata,Q137565559,,200,10 ksmg.nca.by.
nlb.by,4,wikidata,National Library of Belarus,,200,10 ksmg.nlb.by.
nunciature.catholic.by,4,wikidata,Apostolic Nunciature to Belarus,central,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching nunciature.catholic.by found.,none
pl.instpol.by,4,wikidata,Polish Institute in Minsk,,301,none
tajembassy.by,4,wikidata,embassy of Tajikistan in Belarus,central,200,10 mail.tajembassy.by.
belarus.mid.ru,3,wikidata,"Embassy of Russia, Minsk",central,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
belarusembassy.orderofmalta.int,3,wikidata,"Embassy of the Sovereign Military Order of Malta, Minsk",central,200,none
by.ambafrance.org,3,wikidata,"Embassy of France, Minsk",central,301,none
by.mfa.lt,3,wikidata,"Embassy of Lithuania, Minsk",central,403,none
eeas.europa.eu,3,wikidata,Delegation of the European Union to Belarus,,200,10 mxa-00338601.gslb.pphosted.com.; 10 mxb-00338601.gslb.pphosted.com.
finlandabroad.fi,3,wikidata,"Liaison Office of Finland, Minsk",,301,10 mail.valtori.fi.
mfa.bg,3,wikidata,"Embassy of Bulgaria, Minsk",central,302,0 mfa-bg.mail.protection.outlook.com.
minsk.diplo.de,3,wikidata,"Embassy of Germany, Minsk",central,200,10 mx1.bund.de.; 10 mx2.bund.de.
minsk.mae.ro,3,wikidata,"Embassy of Romania, Minsk",central,503,none
minsk.mfa.ee,3,wikidata,Embassy of Estonia in Minsk,central,200,none
mzv.cz,3,wikidata,"Embassy of Czech Republic, Minsk",central,302,10 mzvczemta06.mzv.cz.; 50 mzvczemta05.mzv.cz.
mzv.sk,3,wikidata,embassy of Slovakia in Belarus,central,301,10 mail.gov.sk.
swedenabroad.com,3,wikidata,"Embassy of Sweden, Minsk",central,301,none
belriem.by,2,wikidata;wikidata;wikidata,Belarusian Research Institute for Epidemiology and Microbiology,,200,20 ms5.g-cloud.by.; 10 mg.g-cloud.by.
