subdomain,parent_domain,http_status,mx
000.rooglub.gov.by,gov.by,SSL: no alternative certificate subject name matches target hostname '000.rooglub.gov.by',none
aor.gov.by,gov.by,301,20 ms3.g-cloud.by.; 10 mg.g-cloud.by.
api.torgi.gov.by,gov.by,200,none
archives.gov.by,gov.by,200,20 ms6.g-cloud.by.; 10 mg.g-cloud.by.
autodiscover.aor.gov.by,gov.by,Could not resolve host: autodiscover.aor.gov.by,none
autodiscover.archives.gov.by,gov.by,Could not resolve host: autodiscover.archives.gov.by,none
autodiscover.berestovitsa.gov.by,gov.by,Could not resolve host: autodiscover.berestovitsa.gov.by,none
autodiscover.beshenkovichi.vitebsk-region.gov.by,gov.by,Could not resolve host: autodiscover.beshenkovichi.vitebsk-region.gov.by,none
autodiscover.bks.gov.by,gov.by,Could not resolve host: autodiscover.bks.gov.by,none
autodiscover.caa.gov.by,gov.by,Could not resolve host: autodiscover.caa.gov.by,none
autodiscover.cherikov.gov.by,gov.by,Could not resolve host: autodiscover.cherikov.gov.by,none
autodiscover.dokshitsy.vitebsk-region.gov.by,gov.by,Could not resolve host: autodiscover.dokshitsy.vitebsk-region.gov.by,none
autodiscover.dyatlovo.gov.by,gov.by,Could not resolve host: autodiscover.dyatlovo.gov.by,none
autodiscover.economy.gov.by,gov.by,Could not resolve host: autodiscover.economy.gov.by,none
autodiscover.gki.gov.by,gov.by,Could not resolve host: autodiscover.gki.gov.by,none
autodiscover.glusk.gov.by,gov.by,Could not resolve host: autodiscover.glusk.gov.by,none
autodiscover.gomel-fszn.gov.by,gov.by,Could not resolve host: autodiscover.gomel-fszn.gov.by,none
autodiscover.gomeloig.gov.by,gov.by,Could not resolve host: autodiscover.gomeloig.gov.by,none
autodiscover.gospromnadzor.gov.by,gov.by,Could not resolve host: autodiscover.gospromnadzor.gov.by,none
autodiscover.gosstandart.gov.by,gov.by,Could not resolve host: autodiscover.gosstandart.gov.by,none
autodiscover.grodno-region.gov.by,gov.by,SSL: no alternative certificate subject name matches target hostname 'autodiscover.grodno-region.gov.by',none
autodiscover.grodnorik.gov.by,gov.by,Could not resolve host: autodiscover.grodnorik.gov.by,none
autodiscover.ignminsk.gov.by,gov.by,Could not resolve host: autodiscover.ignminsk.gov.by,none
autodiscover.insv.mpt.gov.by,gov.by,Could not resolve host: autodiscover.insv.mpt.gov.by,none
autodiscover.ivje.gov.by,gov.by,Could not resolve host: autodiscover.ivje.gov.by,none
autodiscover.kgb.gov.by,gov.by,Could not resolve host: autodiscover.kgb.gov.by,10 mx5.dc.beltelecom.by.
autodiscover.komtsz.gov.by,gov.by,Could not resolve host: autodiscover.komtsz.gov.by,none
autodiscover.korelichi.gov.by,gov.by,Could not resolve host: autodiscover.korelichi.gov.by,none
autodiscover.kostukovichi.gov.by,gov.by,Could not resolve host: autodiscover.kostukovichi.gov.by,none
autodiscover.ktzszmoik.gov.by,gov.by,Could not resolve host: autodiscover.ktzszmoik.gov.by,none
autodiscover.kultura.gov.by,gov.by,Could not resolve host: autodiscover.kultura.gov.by,none
autodiscover.lepel.vitebsk-region.gov.by,gov.by,Could not resolve host: autodiscover.lepel.vitebsk-region.gov.by,none
autodiscover.map.grodno-region.gov.by,gov.by,Could not resolve host: autodiscover.map.grodno-region.gov.by,none
autodiscover.mas.gov.by,gov.by,Could not resolve host: autodiscover.mas.gov.by,none
autodiscover.mininform.gov.by,gov.by,Could not resolve host: autodiscover.mininform.gov.by,none
autodiscover.mintrans.gov.by,gov.by,Could not resolve host: autodiscover.mintrans.gov.by,none
