field,text
country_name,"Republic of Trinidad and Tobago"
government_type,"parliamentary republic"
capital,"Port of Spain"
chief_of_state,"President Christine KANGALOO (since 20 March 2023)"
head_of_government,"Prime Minister Kamla Susheila PERSAD-BISSESSAR (since 1 May 2025)"
judicial_highest_courts,"Supreme Court of the Judicature (consists of a chief justice for both the Court of Appeal with 12 judges and the High Court with 24 judges)"
constitution_history,"previous 1962; latest 1976"
