subdomain,mx
aae.tamkeen.gov.eg,none
aca.gov.eg,10 mail.aca.gov.eg.
access.ad.gov.eg,none
access.lync.op.gov.eg,none
ad.gov.eg,dig error
admin.familycard.gov.eg,none
admin.ipi.gov.eg,none
admin.suezcanal.gov.eg,none
administrator.familycard.gov.eg,none
adrms.op.gov.eg,none
algharbiaedu.gov.eg,none
alknah.housing-portsaid.gov.eg,none
ap.gov.eg,0 MX.IPI.gov.eg.
apps.iti.gov.eg,none
asa.gov.eg,20 MAIL20.NMI.gov.eg.; 10 SmarterSMTP.mod.gov.eg.
autodiscover.awkaf.gov.eg,dig error
autodiscover.benisuef-invest.gov.eg,none
autodiscover.cabinet.gov.eg,none
autodiscover.capmas.gov.eg,none
autodiscover.casp.gov.eg,none
autodiscover.ccd.gov.eg,none
autodiscover.drc.gov.eg,none
autodiscover.dri.gov.eg,none
autodiscover.eao.gov.eg,none
autodiscover.ecri.gov.eg,none
autodiscover.ecs.gov.eg,none
autodiscover.edrc.gov.eg,none
autodiscover.eei.gov.eg,none
autodiscover.efsa.gov.eg,none
autodiscover.egymicrofinance.gov.eg,none
autodiscover.escc.gov.eg,none
autodiscover.etenders.gov.eg,none
autodiscover.fra.gov.eg,none
autodiscover.fsi.gov.eg,none
autodiscover.govca.gov.eg,none
autodiscover.iinvest.gov.eg,none
autodiscover.itida.gov.eg,none
autodiscover.kfsedu.gov.eg,none
autodiscover.mcit.gov.eg,none
autodiscover.mfa.gov.eg,none
autodiscover.mift.gov.eg,none
autodiscover.mld.gov.eg,none
autodiscover.moe.gov.eg,none
autodiscover.mohealth.gov.eg,none
autodiscover.mohp.gov.eg,none
autodiscover.moi.gov.eg,none
autodiscover.mti.gov.eg,none
autodiscover.mwri.gov.eg,none
autodiscover.nap.gov.eg,none
autodiscover.nib.gov.eg,none
autodiscover.niosh.gov.eg,none
autodiscover.op.gov.eg,none
autodiscover.petroleum.gov.eg,none
autodiscover.sccs.gov.eg,dig error
autodiscover.tims.gov.eg,none
autodiscover.tra.gov.eg,none
av.ccd.gov.eg,none
av.ipi.gov.eg,none
av.moi.gov.eg,none
avconf.ad.gov.eg,none
avconf.mti.gov.eg,none
award.mpmar.gov.eg,none
awkaf.gov.eg,none
azhar.gov.eg,5 MAIL.azhar.gov.eg.
bedc.gov.eg,none
benisuef-invest.gov.eg,none
board.itac.gov.eg,dig error
board.itida.gov.eg,none
brandingegypt.gov.eg,10 mx.itida.gov.eg.
cabinet.gov.eg,none
cairobiennale.gov.eg,none
cairodc.gov.eg,none
capmas.gov.eg,none
careers.lmdc.gov.eg,none
casp.gov.eg,none
catr.gov.eg,0 catr.gov.eg.
cc.gov.eg,none
ccba.gov.eg,none
cced.gov.eg,none
ccn.gov.eg,none
cehm.gov.eg,none
cemta.gov.eg,none
cifcet.gov.eg,none
cleqm.nwrc.gov.eg,none
cloud.idsc.gov.eg,none
