subdomain,mx
abarkooh.gov.ir,10 mg.ostan-yz.ir.
accounts.itec.gov.ir,none
admin.behdasht.gov.ir,none
admin.ostan-ag.gov.ir,none
afta.gov.ir,10 mail.afta.gov.ir.
ai.mcls.gov.ir,none
aiiri.gov.ir,10 mailgw.aiiri.gov.ir.
ajcoop.mcls.gov.ir,none
amirkabir-ntoir.gov.ir,none
andisheh-ntoir.gov.ir,none
api.itec.gov.ir,none
apibrms.ihio.gov.ir,none
apicedportal.cbi.gov.ir,none
apnp.gov.ir,none
apps.iranpass.ito.gov.ir,none
arb.mcls.gov.ir,none
arbaeen.ito.gov.ir,none
ardakan.gov.ir,none
aro.gov.ir,10 mail.aro.gov.ir.
ashayer-es.gov.ir,none
ashkezar.gov.ir,10 mg.ostan-yz.ir.
atf.gov.ir,none
ato.satba.gov.ir,none
bafgh.gov.ir,10 mg.ostan-yz.ir.
bahabad.gov.ir,none
behdasht.gov.ir,none
behzisti.gov.ir,none
bi.mimt.gov.ir,none
binalood-ntoir.gov.ir,none
brms.ihio.gov.ir,none
caa.gov.ir,10 mx01.caa.gov.ir.
caic.ihio.gov.ir,none
cbi.gov.ir,none
ccm.ito.gov.ir,none
ccs.ito.gov.ir,none
cedportal.cbi.gov.ir,none
cloud.gov.ir,none
cobi.gov.ir,none
css.gov.ir,dig error
cyberpolice.gov.ir,none
data.gov.ir,none
dl.mod.gov.ir,none
ds.caic.ihio.gov.ir,none
e1.tax.gov.ir,dig error
e2.tax.gov.ir,dig error
e3.tax.gov.ir,none
e4.tax.gov.ir,none
ecommerce.gov.ir,none
econsulate.mfa.gov.ir,none
ehr.gov.ir,none
email.ihio.gov.ir,none
emis.mimt.gov.ir,none
ems.gov.ir,none
esb.farhang.gov.ir,none
eservices.ihio.gov.ir,none
event.moe.gov.ir,none
farhang.gov.ir,none
fata.gov.ir,none
fda.gov.ir,none
fiu.gov.ir,none
form.sampad.gov.ir,none
geo.gov.ir,none
geoplatform.ito.gov.ir,none
ghabzyar.ito.gov.ir,none
gnss.geo.gov.ir,none
gov.ir,none
gozinesh.gov.ir,10 mail.gozinesh.gov.ir.
hadafmandi.gov.ir,none
halal.gov.ir,none
hamrah.msy.gov.ir,none
hassanabad.gov.ir,none
health.gov.ir,10 srn.behdasht.gov.ir.
hibox.ihio.gov.ir,none
iam.ihio.gov.ir,none
ict.gov.ir,none
idatis.behdasht.gov.ir,10 mail.idatis.behdasht.gov.ir.
iehr.ihio.gov.ir,none
iehrapi.ihio.gov.ir,none
iehrbi.ihio.gov.ir,none
iehrui.ihio.gov.ir,none
ihio.gov.ir,none
ilo-esxi-02.mcls.gov.ir,none
imidro.gov.ir,dig error
impasco.gov.ir,none
ims.mimt.gov.ir,none
inra.gov.ir,1 smtp1.aeoi.org.ir.; 2 smtp3.aeoi.org.ir.
inso.gov.ir,none
iran.gov.ir,none
iranpass.ito.gov.ir,none
irica.gov.ir,none
isc.gov.ir,none
isiri.gov.ir,none
itec.gov.ir,none
ito.gov.ir,none
kar.gov.ir,none
kavar.gov.ir,none
ketabadmin.farhang.gov.ir,none
khatam.gov.ir,none
khedmat.gov.ir,none
lmo.gov.ir,1 webmail.lmo.gov.ir.
mail.ecommerce.gov.ir,none
mail.ihio.gov.ir,none
mail.iran.gov.ir,none
mail.mefa.gov.ir,none
mail.piam.piu.gov.ir,none
mailapp.ihio.gov.ir,none
maildb.ihio.gov.ir,none
mana.itec.gov.ir,none
management.tax.gov.ir,none
marvast.gov.ir,10 mg.ostan-yz.ir.
mbaas.mob.gov.ir,none
mcls.gov.ir,none
medu.gov.ir,none
meet.moe.gov.ir,none
mefa.gov.ir,none
mehriz.gov.ir,none
meybod.gov.ir,none
mfa.gov.ir,none
mianeh.gov.ir,none
mikhak.mfa.gov.ir,none
mimt.gov.ir,none
miyanjolgeh.gov.ir,none
mob.gov.ir,none
moe.gov.ir,none
mohme.gov.ir,none
moj.gov.ir,none
mop.gov.ir,none
mq.piu.gov.ir,none
msy.gov.ir,none
mttkodak.gov.ir,none
mx1.mefa.gov.ir,none
mx2.mefa.gov.ir,none
mx3.mefa.gov.ir,none
my.gov.ir,none
myiran.gov.ir,none
ncc.gov.ir,none
net.gov.ir,none
ngeo.gov.ir,none
nicc.gov.ir,none
nipo.gov.ir,none
nix.behdasht.gov.ir,none
nix.gov.ir,none
npo.gov.ir,none
ntoir.gov.ir,none
office.ihio.gov.ir,none
omid.gov.ir,none
ostan-ag.gov.ir,none
ostan-as.gov.ir,none
papi.mpo-hr.gov.ir,none
pargar.ashayer-es.gov.ir,none
payesh.mpo-hr.gov.ir,none
piu.gov.ir,none
pooyesh.gov.ir,none
rabak.cbi.gov.ir,none
rca.gov.ir,none
reg.fiu.gov.ir,none
reg.sampad.gov.ir,none
revayatpishraft.gov.ir,none
sadra-ntoir.gov.ir,none
salamat.gov.ir,10 mail.salamat.gov.ir.
saman.smttk.gov.ir,none
sampad.gov.ir,none
samt.gov.ir,none
satba.gov.ir,none
savojbolagh.gov.ir,0 mail.savojbolagh.gov.ir.
seen.cbi.gov.ir,none
service.gov.ir,none
shahriye.smttk.gov.ir,none
smttk.gov.ir,none
sso.farhang.gov.ir,none
sso.mimt.gov.ir,none
static.itec.gov.ir,none
taft.gov.ir,none
tax.gov.ir,none
tazirat.gov.ir,none
tedak.itec.gov.ir,none
tedalapi.itec.gov.ir,none
teh.behzisti.gov.ir,none
test.ihio.gov.ir,none
tic.gov.ir,none
tiyam.smttk.gov.ir,none
tiyamlms.smttk.gov.ir,none
tstiehr.ihio.gov.ir,none
uso.ict.gov.ir,none
varzeshrosta.msy.gov.ir,none
webapi.ihio.gov.ir,none
webconf.tax.gov.ir,none
webmail.css.gov.ir,none
webmail.mefa.gov.ir,none
webmail.ostan-ag.gov.ir,none
women.gov.ir,none
ws.iran.gov.ir,none
www.abarkooh.gov.ir,none
www.accounts.itec.gov.ir,none
www.admin.behdasht.gov.ir,none
www.admin.ostan-ag.gov.ir,none
www.amirkabir-ntoir.gov.ir,none
www.andisheh-ntoir.gov.ir,none
www.api.itec.gov.ir,none
www.apicedportal.cbi.gov.ir,none
www.apnp.gov.ir,none
www.arb.mcls.gov.ir,none
www.arbaeen.ito.gov.ir,none
www.ardakan.gov.ir,none
www.ashayer-es.gov.ir,none
www.ashkezar.gov.ir,none
www.ato.satba.gov.ir,none
www.bafgh.gov.ir,none
www.bahabad.gov.ir,none
www.bi.mimt.gov.ir,none
www.binalood-ntoir.gov.ir,none
www.brms.ihio.gov.ir,none
www.ccm.ito.gov.ir,none
www.cedportal.cbi.gov.ir,none
www.css.gov.ir,none
www.data.gov.ir,none
www.dl.mod.gov.ir,none
www.ecommerce.gov.ir,none
www.ems.gov.ir,none
www.event.moe.gov.ir,none
www.form.sampad.gov.ir,none
www.ghabzyar.ito.gov.ir,none
www.gozinesh.gov.ir,none
www.halal.gov.ir,none
www.hamrah.msy.gov.ir,none
www.hassanabad.gov.ir,none
www.ilo-esxi-02.mcls.gov.ir,none
www.iran.gov.ir,none
www.isc.gov.ir,none
www.itec.gov.ir,none
www.kar.gov.ir,none
www.kavar.gov.ir,none
www.khatam.gov.ir,none
www.lmo.gov.ir,none
www.mail.ecommerce.gov.ir,none
www.mail.ihio.gov.ir,none
www.mail.iran.gov.ir,none
www.mail.piam.piu.gov.ir,none
www.mana.itec.gov.ir,none
www.marvast.gov.ir,none
www.mehriz.gov.ir,none
www.meybod.gov.ir,10 mg.ostan-yz.ir.
www.mianeh.gov.ir,none
www.miyanjolgeh.gov.ir,none
www.mq.piu.gov.ir,none
www.msy.gov.ir,none
www.nicc.gov.ir,none
www.nix.behdasht.gov.ir,none
www.ntoir.gov.ir,none
www.ostan-ag.gov.ir,none
www.ostan-as.gov.ir,none
www.pargar.ashayer-es.gov.ir,none
www.pooyesh.gov.ir,none
www.rabak.cbi.gov.ir,none
www.reg.fiu.gov.ir,none
www.reg.sampad.gov.ir,none
www.revayatpishraft.gov.ir,none
www.sadra-ntoir.gov.ir,none
www.saman.smttk.gov.ir,none
www.sampad.gov.ir,none
www.savojbolagh.gov.ir,none
www.seen.cbi.gov.ir,none
www.shahriye.smttk.gov.ir,none
www.static.itec.gov.ir,none
www.taft.gov.ir,none
www.tax.gov.ir,none
www.tazirat.gov.ir,none
www.tiyam.smttk.gov.ir,none
www.tiyamlms.smttk.gov.ir,none
www.varzeshrosta.msy.gov.ir,none
www.webmail.css.gov.ir,none
www.webmail.ostan-ag.gov.ir,none
www.ws.iran.gov.ir,none
www.xbrl.cbi.gov.ir,none
www.yazd.gov.ir,10 mg.ostan-yz.ir.
www.zarch.gov.ir,none
xbrl.cbi.gov.ir,none
yazd.gov.ir,none
zamin.gov.ir,none
zarch.gov.ir,none
zrm.mcls.gov.ir,none
