subdomain,http_status
adminweb.ddeduclpz.gob.bo,"Could not resolve host: adminweb.ddeduclpz.gob.bo"
ae.gob.bo,"Could not resolve host: ae.gob.bo"
adultomayor.egpp.gob.bo,"403"
asamblea.vicepresidencia.gob.bo,"Could not resolve host: asamblea.vicepresidencia.gob.bo"
asamblea.agetic.gob.bo,"Could not resolve host: asamblea.agetic.gob.bo"
asamblearegionaldelchaco.gob.bo,"Could not resolve host: asamblearegionaldelchaco.gob.bo"
asamblea2.agetic.gob.bo,"Could not resolve host: asamblea2.agetic.gob.bo"
autodiscover.selaoruro.gob.bo,"Could not resolve host: autodiscover.selaoruro.gob.bo"
beniturismo.beni.gob.bo,"Could not resolve host: beniturismo.beni.gob.bo"
bcp.egpp.gob.bo,"403"
bid.ypfb.gob.bo,"Could not resolve host: bid.ypfb.gob.bo"
bancosol.egpp.gob.bo,"403"
beni.gob.bo,"Could not resolve host: beni.gob.bo"
21junio2016.descolonizacion.gob.bo,"Could not resolve host: 21junio2016.descolonizacion.gob.bo"
bisa.egpp.gob.bo,"403"
att.gob.bo,"Could not resolve host: att.gob.bo"
autodiscover.tjsantacruz.gob.bo,"Could not resolve host: autodiscover.tjsantacruz.gob.bo"
aulavirtual.bcb.gob.bo,"Could not resolve host: aulavirtual.bcb.gob.bo"
asambleasantacruz.gob.bo,"Could not resolve host: asambleasantacruz.gob.bo"
bcb.egpp.gob.bo,"403"
buenavista.gob.bo,"Could not resolve host: buenavista.gob.bo"
cache.sigma.gob.bo,"Could not resolve host: cache.sigma.gob.bo"
activos.pevd.gob.bo,"Could not resolve host: activos.pevd.gob.bo"
agitlab.agetic.gob.bo,"Could not resolve host: agitlab.agetic.gob.bo"
anbsw04.aduana.gob.bo,"Failed to connect to anbsw04.aduana.gob.bo port 443 after 400 ms: Could not connect to server"
amatrix.agetic.gob.bo,"Could not resolve host: amatrix.agetic.gob.bo"
analitycs.adsib.gob.bo,"Could not resolve host: analitycs.adsib.gob.bo"
api.senado.gob.bo,"Could not resolve host: api.senado.gob.bo"
app.senado.gob.bo,"Could not resolve host: app.senado.gob.bo"
canal9.gamllallagua.gob.bo,"Could not resolve host: canal9.gamllallagua.gob.bo"
autodiscover.impuestos.gob.bo,"Could not resolve host: autodiscover.impuestos.gob.bo"
autodiscover.fnse.gob.bo,"Could not resolve host: autodiscover.fnse.gob.bo"
cclicdev.vicepresidencia.gob.bo,"Could not resolve host: cclicdev.vicepresidencia.gob.bo"
bi.ruat.gob.bo,"Could not resolve host: bi.ruat.gob.bo"
bpm.agetic.gob.bo,"Could not resolve host: bpm.agetic.gob.bo"
cge-djbr.gob.bo,"Could not resolve host: cge-djbr.gob.bo"
cabezas.gob.bo,"Could not resolve host: cabezas.gob.bo"
bonosusa.bcb.gob.bo,"Could not resolve host: bonosusa.bcb.gob.bo"
almacenes.iniaf.gob.bo,"Could not resolve host: almacenes.iniaf.gob.bo"
aj.gob.bo,"403"
autodiscover.gmsantacruz.gob.bo,"Failed to connect to autodiscover.gmsantacruz.gob.bo port 443 after 695 ms: Could not connect to server"
blog.agetic.gob.bo,"Could not resolve host: blog.agetic.gob.bo"
charagua.gob.bo,"Could not resolve host: charagua.gob.bo"
adsib.gob.bo,"200"
calificacionpcd.agetic.gob.bo,"Could not resolve host: calificacionpcd.agetic.gob.bo"
autodiscover.yapacani.gob.bo,"SSL: no alternative certificate subject name matches target hostname 'autodiscover.yapacani.gob.bo'"
ait.gob.bo,"SSL certificate problem: unable to get local issuer certificate"
chorolque.egpp.gob.bo,"403"
cloud.vipfe.gob.bo,"Could not resolve host: cloud.vipfe.gob.bo"
capacitacion.vipfe.gob.bo,"Could not resolve host: capacitacion.vipfe.gob.bo"
aben.gob.bo,"301"
camaras.local.agetic.gob.bo,"Could not resolve host: camaras.local.agetic.gob.bo"
codesur.egpp.gob.bo,"403"
betanzos.gob.bo,"Could not resolve host: betanzos.gob.bo"
calificacionpcd.minsalud.gob.bo,"Could not resolve host: calificacionpcd.minsalud.gob.bo"
certificados.eje.gob.bo,"200"
con.conalpedis.gob.bo,"Could not resolve host: con.conalpedis.gob.bo"
conal.conalpedis.gob.bo,"Could not resolve host: conal.conalpedis.gob.bo"
codice.mmaya.gob.bo,"Failed to connect to codice.mmaya.gob.bo port 443 after 213 ms: Could not connect to server"
cobija.gob.bo,"Could not resolve host: cobija.gob.bo"
concejoelalto.gob.bo,"Could not resolve host: concejoelalto.gob.bo"
aspb.gob.bo,"200"
autodiscover.aj.gob.bo,"200"
concejomunicipalscz.gob.bo,"Could not resolve host: concejomunicipalscz.gob.bo"
agetic.gob.bo,"200"
contacto.ddeduclpz.gob.bo,"Could not resolve host: contacto.ddeduclpz.gob.bo"
convivenciasinviolencia.egpp.gob.bo,"Could not resolve host: convivenciasinviolencia.egpp.gob.bo"
comarapa.gob.bo,"200"
autodiscover.fbm.gob.bo,"Could not resolve host: autodiscover.fbm.gob.bo"
conductor.agetic.gob.bo,"Could not resolve host: conductor.agetic.gob.bo"
cofadena.gob.bo,"200"
congreso-semillas.iniaf.gob.bo,"Could not resolve host: congreso-semillas.iniaf.gob.bo"
correo.aben.gob.bo,"Could not resolve host: correo.aben.gob.bo"
24mayo.noracismo.gob.bo,"Could not resolve host: 24mayo.noracismo.gob.bo"
admin.geo.gob.bo,"Could not resolve host: admin.geo.gob.bo"
aldt.gob.bo,"Could not resolve host: aldt.gob.bo"
amdech.gob.bo,"Could not resolve host: amdech.gob.bo"
andresibanez.gob.bo,"Could not resolve host: andresibanez.gob.bo"
apostilla.gob.bo,"Could not resolve host: apostilla.gob.bo"
apisetram.gamsiv.gob.bo,"Could not resolve host: apisetram.gamsiv.gob.bo"
campusvirtual.uif.gob.bo,"200"
app.egpp.gob.bo,"Could not resolve host: app.egpp.gob.bo"
apoyo.egpp.gob.bo,"403"
archt.gob.bo,"Could not resolve host: archt.gob.bo"
autodiscover.archt.gob.bo,"Could not resolve host: autodiscover.archt.gob.bo"
autodiscover.conalpedis.gob.bo,"Could not resolve host: autodiscover.conalpedis.gob.bo"
cpanel.afcoop.gob.bo,"Could not resolve host: cpanel.afcoop.gob.bo"
autodiscover.noracismo.gob.bo,"Could not resolve host: autodiscover.noracismo.gob.bo"
biblioteca.conalpedis.gob.bo,"Could not resolve host: biblioteca.conalpedis.gob.bo"
beta.gampocoata.gob.bo,"Could not resolve host: beta.gampocoata.gob.bo"
bi.ae.gob.bo,"Could not resolve host: bi.ae.gob.bo"
correo.adsib.gob.bo,"SSL certificate problem: certificate has expired"
cpanel.archt.gob.bo,"Could not resolve host: cpanel.archt.gob.bo"
baneco.egpp.gob.bo,"403"
cpanel.beni.gob.bo,"Could not resolve host: cpanel.beni.gob.bo"
cpanel.cabezas.gob.bo,"Could not resolve host: cpanel.cabezas.gob.bo"
colcapirhua.gob.bo,"200"
cpanel.calamarca.gob.bo,"Could not resolve host: cpanel.calamarca.gob.bo"
bibliotecavirtual.egpp.gob.bo,"403"
bolivia.gob.bo,"Could not resolve host: bolivia.gob.bo"
boltur.gob.bo,"Could not resolve host: boltur.gob.bo"
cpanel.conalpedis.gob.bo,"Could not resolve host: cpanel.conalpedis.gob.bo"
cpanel.ddecochabamba.gob.bo,"Could not resolve host: cpanel.ddecochabamba.gob.bo"
cpanel.descolonizacion.gob.bo,"Could not resolve host: cpanel.descolonizacion.gob.bo"
bnb.egpp.gob.bo,"403"
cpanel.conciliacion.gob.bo,"Could not resolve host: cpanel.conciliacion.gob.bo"
agenda.oopp.gob.bo,"Could not resolve host: agenda.oopp.gob.bo"
cpanel.fbm.gob.bo,"Could not resolve host: cpanel.fbm.gob.bo"
cpanel.gacetamunicipalsucre.gob.bo,"Could not resolve host: cpanel.gacetamunicipalsucre.gob.bo"
cpanel.gamsanjosedechiquitos.gob.bo,"Could not resolve host: cpanel.gamsanjosedechiquitos.gob.bo"
cpanel.egpp.gob.bo,"403"
cpanel.gamy.gob.bo,"Could not resolve host: cpanel.gamy.gob.bo"
cpanel.gmsantacruz.gob.bo,"Could not resolve host: cpanel.gmsantacruz.gob.bo"
cmt.gob.bo,"200"
cpanel.colcapirhua.gob.bo,"Could not resolve host: cpanel.colcapirhua.gob.bo"
cpanel.gamcuatrocanadas.gob.bo,"Could not resolve host: cpanel.gamcuatrocanadas.gob.bo"
cpanel.emsa.gob.bo,"Could not resolve host: cpanel.emsa.gob.bo"
cpanel.ipdpacu.gob.bo,"Could not resolve host: cpanel.ipdpacu.gob.bo"
cpanel.municipiomontero.gob.bo,"Could not resolve host: cpanel.municipiomontero.gob.bo"
autodiscover.probolivia.gob.bo,"Could not resolve host: autodiscover.probolivia.gob.bo"
cpanel.municipiovacas.gob.bo,"Could not resolve host: cpanel.municipiovacas.gob.bo"
cpanel.premiosuma.gob.bo,"Could not resolve host: cpanel.premiosuma.gob.bo"
cgii.gob.bo,"200"
calamarca.gob.bo,"Could not resolve host: calamarca.gob.bo"
autodiscover.colquiri.gob.bo,"SSL: no alternative certificate subject name matches target hostname 'autodiscover.colquiri.gob.bo'"
cpanel.sancarlos.gob.bo,"Could not resolve host: cpanel.sancarlos.gob.bo"
cpanel.fnse.gob.bo,"Could not resolve host: cpanel.fnse.gob.bo"
calidad.ae.gob.bo,"Could not resolve host: calidad.ae.gob.bo"
cpanel.selaoruro.gob.bo,"Could not resolve host: cpanel.selaoruro.gob.bo"
correo.sie.gob.bo,"Could not resolve host: correo.sie.gob.bo"
autodiscover.comarapa.gob.bo,"200"
cpanel.turismosanjosedechiquitos.gob.bo,"Could not resolve host: cpanel.turismosanjosedechiquitos.gob.bo"
cpanel.samapa.gob.bo,"Could not resolve host: cpanel.samapa.gob.bo"
correo.mmaya.gob.bo,"SSL certificate problem: self-signed certificate"
cpanel.riberalta.gob.bo,"Could not resolve host: cpanel.riberalta.gob.bo"
cam.egpp.gob.bo,"403"
cpanel.aben.gob.bo,"Could not resolve host: cpanel.aben.gob.bo"
