subdomain,http_status
2014.hlurb.gov.ph,"Could not resolve host: 2014.hlurb.gov.ph"
8888.gov.ph,"403"
agrihackathon.philrice.gov.ph,"Could not resolve host: agrihackathon.philrice.gov.ph"
akg.pnp.gov.ph,"200"
akma.asti.dost.gov.ph,"Connection timed out after 3000 milliseconds"
alegriacebu.gov.ph,"Could not resolve host: alegriacebu.gov.ph"
aleosan.gov.ph,"301"
alimodianwd.gov.ph,"200"
alimodianwd.miagaowaterdistrict.gov.ph,"200"
alubijidmisor.gov.ph,"Could not resolve host: alubijidmisor.gov.ph"
analytics.gov.ph,"Could not resolve host: analytics.gov.ph"
angelescitywd.gov.ph,"200"
antique.gov.ph,"Resolving timed out after 3001 milliseconds"
aparriwaterdistrict.gov.ph,"TLS connect error: error:0A000126:SSL routines::unexpected eof while reading"
apayao.gov.ph,"200"
api.dma-sandbox.apps.gov.ph,"Resolving timed out after 3001 milliseconds"
api.gov.ph,"Resolving timed out after 3000 milliseconds"
api.irsis.bir.gov.ph,"Resolving timed out after 3001 milliseconds"
apps.dpwh.gov.ph,"403"
apps.ho.peza.gov.ph,"SSL: no alternative certificate subject name matches target hostname 'apps.ho.peza.gov.ph'"
archives.daet.gov.ph,"Could not resolve host: archives.daet.gov.ph"
aringay.gov.ph,"Resolving timed out after 3000 milliseconds"
armis.gov.ph,"Could not resolve host: armis.gov.ph"
armm.gov.ph,"Could not resolve host: armm.gov.ph"
armmgov.ph,"Could not resolve host: armmgov.ph"
assets.asti.dost.gov.ph,"Connection timed out after 3002 milliseconds"
asturiascebu.gov.ph,"200"
asunciondavnor.gov.ph,"Could not resolve host: asunciondavnor.gov.ph"
autodiscover.alegriacebu.gov.ph,"Could not resolve host: autodiscover.alegriacebu.gov.ph"
autodiscover.antique.gov.ph,"Could not resolve host: autodiscover.antique.gov.ph"
autodiscover.asturiascebu.gov.ph,"SSL: no alternative certificate subject name matches target hostname 'autodiscover.asturiascebu.gov.ph'"
autodiscover.asunciondavnor.gov.ph,"Could not resolve host: autodiscover.asunciondavnor.gov.ph"
autodiscover.baganga.gov.ph,"Could not resolve host: autodiscover.baganga.gov.ph"
autodiscover.balambancebu.gov.ph,"SSL: no alternative certificate subject name matches target hostname 'autodiscover.balambancebu.gov.ph'"
autodiscover.blog.mlang.gov.ph,"Resolving timed out after 3000 milliseconds"
autodiscover.braulioedujali.gov.ph,"400"
autodiscover.cagwait.gov.ph,"Could not resolve host: autodiscover.cagwait.gov.ph"
autodiscover.cardonarizal.gov.ph,"400"
