subdomain,mx
access.goys.gov.bh,none
adfs.lmra.gov.bh,none
adm.dr.sio.gov.bh,none
adm.sio.gov.bh,none
adm.stg.sio.gov.bh,none
adm.tst.sio.gov.bh,none
ads01.social.gov.bh,none
ads02.social.gov.bh,none
aeoi.cbb.gov.bh,none
alb.emsuatdevtest.lmra.gov.bh,none
alb.private.emsptenv.lmra.gov.bh,none
alb.private.emsuat2test.lmra.gov.bh,none
alb.private.emsuatdevtest.lmra.gov.bh,none
alb.private.expatuattest.lmra.gov.bh,none
alb.private.lmrawebsiteuat.lmra.gov.bh,none
alb.private.mediacenteruat.lmra.gov.bh,none
almajles.gov.bh,10 almajles-gov-bh.mail.protection.outlook.com.
api.housing.gov.bh,none
app.eservices.gov.bh,none
app.gov.bh,none
apppnr-portal.npra.gov.bh,none
apps.upda.gov.bh,none
argo.dev01.gov.bh,none
arkcaseuat.lmra.gov.bh,none
autodiscover.bipa.gov.bh,none
autodiscover.bqa.gov.bh,none
autodiscover.cabinetaffairs.gov.bh,none
autodiscover.cbb.gov.bh,none
autodiscover.cbbmail.gov.bh,none
autodiscover.cloud.gov.bh,none
autodiscover.culture.gov.bh,none
autodiscover.dpmo.gov.bh,none
autodiscover.fdpm.gov.bh,none
autodiscover.goys.gov.bh,none
autodiscover.gpalace.gov.bh,none
autodiscover.gsc.gov.bh,none
autodiscover.hcia.gov.bh,none
autodiscover.health.gov.bh,none
autodiscover.housing.gov.bh,none
autodiscover.icc.gov.bh,none
autodiscover.iga.gov.bh,none
autodiscover.interior.gov.bh,none
autodiscover.jwd.gov.bh,none
autodiscover.legalaffairs.gov.bh,none
autodiscover.lloc.gov.bh,none
autodiscover.lmra.gov.bh,none
autodiscover.moc.gov.bh,none
autodiscover.moe.gov.bh,none
autodiscover.mof.gov.bh,none
autodiscover.mofne.gov.bh,none
autodiscover.moh.gov.bh,none
autodiscover.moia.gov.bh,none
autodiscover.moiaffairs.gov.bh,10 85.158.131.196.
autodiscover.moic.gov.bh,none
autodiscover.moicourt.gov.bh,none
autodiscover.mot.gov.bh,none
autodiscover.msrc.gov.bh,none
autodiscover.mtt.gov.bh,none
autodiscover.mys.gov.bh,none
autodiscover.nao.gov.bh,none
autodiscover.noga.gov.bh,none
autodiscover.northern.gov.bh,none
autodiscover.nuwab.gov.bh,none
autodiscover.pmc.gov.bh,none
autodiscover.ppb.gov.bh,none
autodiscover.royalflight.gov.bh,none
autodiscover.sce.gov.bh,none
autodiscover.scys.gov.bh,none
autodiscover.sio.gov.bh,none
autodiscover.siu.gov.bh,none
autodiscover.slrb.gov.bh,none
autodiscover.social.gov.bh,none
autodiscover.works.gov.bh,none
autodiscover.zajel.gov.bh,none
av.mof.gov.bh,none
awsvpn.gov.bh,none
bahraincustoms.gov.bh,none
bahrainlocator.gov.bh,none
bahrainpost.gov.bh,none
bde2-temp.iga.gov.bh,none
bde2.gov.bh,none
bfd.gov.bh,none
bhra.gov.bh,none
bi.nbr.gov.bh,none
