qid,label
Q2109,Arica y Parinacota Region
Q2114,Tarapacá Region
Q2118,Antofagasta Region
Q2120,Atacama Region
Q2121,Coquimbo Region
Q2131,Santiago Metropolitan Region
Q2133,O'Higgins Region
Q2166,Maule Región
Q2170,Biobío Region
Q2176,Araucanía Region
Q2177,Los Ríos Region
Q2178,Los Lagos Region
Q2181,Aysén Region
Q2189,Magellan and the Chilean Antarctic Region
Q219458,Valparaíso Region
Q24076693,Ñuble Region
