subdomain,http_status,mx
ab.gov.ag,200,0 ab-gov-ag.mail.protection.outlook.com.
abs.gov.ag,SSL: no alternative certificate subject name matches target hostname 'abs.gov.ag',none
absez.gov.ag,Could not resolve host: absez.gov.ag,none
admin.socialsecurity.gov.ag,Could not resolve host: admin.socialsecurity.gov.ag,none
adoms.gov.ag,301,none
adoms.gov.ag.192-199-240-235.cpanel.site,301,none
agentportal.cip.gov.ag,SSL certificate problem: unable to get local issuer certificate,none
alert.metoffice.gov.ag,SSL certificate problem: unable to get local issuer certificate,none
analytics.genderaffairs.gov.ag,Connection timed out after 3002 milliseconds,none
antiguaandbarbudaspecialeconomiczone.gov.ag,Could not resolve host: antiguaandbarbudaspecialeconomiczone.gov.ag,none
antispam.fsrc.gov.ag,SSL certificate problem: unable to get local issuer certificate,none
api.genderaffairs.gov.ag,403,none
api.plantprotection.gov.ag,404,none
app.customs.gov.ag,Connection timed out after 3001 milliseconds,none
app.plantprotection.gov.ag,200,none
audit.gov.ag,Operation timed out after 3001 milliseconds with 0 bytes received,none
autodiscover.fsrc.gov.ag,302,none
autodiscover.mbs.gov.ag,Failed to connect to autodiscover.mbs.gov.ag port 443 after 334 ms: Could not connect to server,none
autodsicover.mbs.gov.ag,Could not resolve host: autodsicover.mbs.gov.ag,none
bitwarden.fsrc.gov.ag,Connection timed out after 3002 milliseconds,none
bod.fsrc.gov.ag,500,none
cip.gov.ag,200,10 mail.cip.gov.ag.
ciubw.cip.gov.ag,SSL certificate problem: self-signed certificate,none
ciusynas.cip.gov.ag,SSL certificate problem: self-signed certificate,none
climateriskmap.environment.gov.ag,200,none
consumeraffairs.gov.ag,SSL certificate problem: unable to get local issuer certificate,none
cosmos.customs.gov.ag,SSL certificate problem: certificate has expired,none
cosmosa.customs.gov.ag,SSL certificate problem: certificate has expired,none
counsellors.education.gov.ag,SSL certificate problem: unable to get local issuer certificate,none
cpanel.adoms.gov.ag,Could not resolve host: cpanel.adoms.gov.ag,none
cpanel.socialsecurity.gov.ag,Could not resolve host: cpanel.socialsecurity.gov.ag,none
cpcalendars.adoms.gov.ag,Could not resolve host: cpcalendars.adoms.gov.ag,none
cpcalendars.socialsecurity.gov.ag,Could not resolve host: cpcalendars.socialsecurity.gov.ag,none
cpcontacts.adoms.gov.ag,Could not resolve host: cpcontacts.adoms.gov.ag,none
cpcontacts.socialsecurity.gov.ag,Could not resolve host: cpcontacts.socialsecurity.gov.ag,none
customs.gov.ag,Could not resolve host: customs.gov.ag,20 mail.customs.gov.ag.
database.genderaffairs.gov.ag,Operation timed out after 3001 milliseconds with 0 bytes received,none
docusign.cip.gov.ag,Could not resolve host: docusign.cip.gov.ag,none
ecbs.health.gov.ag,200,none
efile.abipco.gov.ag,Recv failure: Connexion ré-initialisée par le correspondant,none
efile.socialsecurity.gov.ag,Connection timed out after 3001 milliseconds,none
enps.abs.gov.ag,Could not resolve host: enps.abs.gov.ag,none
environment.gov.ag,SSL certificate problem: unable to get local issuer certificate,none
eregistry.abipco.gov.ag,200,none
eregistry.fsrc.gov.ag,200,none
eservices.abipco.gov.ag,200,none
eservicesapi.abipco.gov.ag,200,none
evisa.immigration.gov.ag,SSL certificate problem: unable to get local issuer certificate,none
fsrc.gov.ag,404,1 mail.fsrc.gov.ag.
genderaffairs.gov.ag,Operation timed out after 3002 milliseconds with 0 bytes received,20 mxa.mailgun.org.; 20 mxb.mailgun.org.
gov.ag,Could not resolve host: gov.ag,10 mail.gov.ag.
health.gov.ag,200,none
healthservices.gov.ag,404,20 Smaserv.eastus.cloudapp.azure.com.
ibps5.cip.gov.ag,SSL certificate problem: unable to get local issuer certificate,none
ifms.gov.ag,SSL certificate problem: unable to get local issuer certificate,20 mail.itcenter.gov.ag.
ird.gov.ag,Could not resolve host: ird.gov.ag,0 ird-gov-ag.mail.protection.outlook.com.; 20 mail.ird.gov.ag.
itcenter.gov.ag,Connection timed out after 3002 milliseconds,20 mail.itcenter.gov.ag.
lands.gov.ag,Could not resolve host: lands.gov.ag,none
learncbs.health.gov.ag,200,none
mail.adoms.gov.ag,Could not resolve host: mail.adoms.gov.ag,none
mail.cip.gov.ag,301,none
mail.fsrc.gov.ag,302,none
mail.mbs.gov.ag,Connection timed out after 3002 milliseconds,none
mail.socialsecurity.gov.ag,Could not resolve host: mail.socialsecurity.gov.ag,none
mail.solidwaste.gov.ag,Could not resolve host: mail.solidwaste.gov.ag,none
mbs-email.mbs.gov.ag,Could not resolve host: mbs-email.mbs.gov.ag,none
mbs-mailedge.mbs.gov.ag,Could not resolve host: mbs-mailedge.mbs.gov.ag,none
mbs-mailsrv.mbs.gov.ag,Could not resolve host: mbs-mailsrv.mbs.gov.ag,none
mbs-xchange.mbs.gov.ag,Could not resolve host: mbs-xchange.mbs.gov.ag,none
mbs-xchangeedge.mbs.gov.ag,Could not resolve host: mbs-xchangeedge.mbs.gov.ag,none
mbs-xchangemail.mbs.gov.ag,Could not resolve host: mbs-xchangemail.mbs.gov.ag,none
mbs.gov.ag,301,none
mca.gov.ag,SSL certificate problem: unable to get local issuer certificate,none
mcii.gov.ag,Could not resolve host: mcii.gov.ag,none
mercury.data.gov.ag,302,
msw.gov.ag,200,none
ndctracker.environment.gov.ag,Could not resolve host: ndctracker.environment.gov.ag,none
neis.environment.gov.ag,Connection timed out after 3001 milliseconds,none
nri.environment.gov.ag,Could not resolve host: nri.environment.gov.ag,none
ondcp.gov.ag,200,none
opm.gov.ag,Operation timed out after 3002 milliseconds with 0 bytes received,none
osec.gov.ag,Could not resolve host: osec.gov.ag,none
owa.fsrc.gov.ag,Could not resolve host: owa.fsrc.gov.ag,none
portal.customs.gov.ag,SSL certificate problem: unable to get local issuer certificate,none
portal.ird.gov.ag,SSL certificate problem: unable to get local issuer certificate,none
portala.customs.gov.ag,SSL certificate problem: certificate has expired,none
portclear.gov.ag,Connection timed out after 3002 milliseconds,none
registry.environment.gov.ag,Connection timed out after 3001 milliseconds,none
remlit.environment.gov.ag,Operation timed out after 3002 milliseconds with 0 bytes received,none
reporting.genderaffairs.gov.ag,Connection timed out after 3002 milliseconds,none
socialsecurity.gov.ag,200,none
specialeconomiczone.gov.ag,Could not resolve host: specialeconomiczone.gov.ag,none
statistics.genderaffairs.gov.ag,200,none
telecom.gov.ag,Connection timed out after 3002 milliseconds,none
test.absez.gov.ag,Could not resolve host: test.absez.gov.ag,none
webdisk.adoms.gov.ag,Could not resolve host: webdisk.adoms.gov.ag,none
webdisk.socialsecurity.gov.ag,Could not resolve host: webdisk.socialsecurity.gov.ag,none
webmail.adoms.gov.ag,Could not resolve host: webmail.adoms.gov.ag,none
webmail.socialsecurity.gov.ag,Could not resolve host: webmail.socialsecurity.gov.ag,none
www.abipco.gov.ag,SSL certificate problem: unable to get local issuer certificate,none
www.abs.gov.ag,SSL: no alternative certificate subject name matches target hostname 'www.abs.gov.ag',none
www.absez.gov.ag,Could not resolve host: www.absez.gov.ag,none
www.adoms.gov.ag,200,none
www.adoms.gov.ag.192-199-240-235.cpanel.site,301,none
www.agentportal.cip.gov.ag,Could not resolve host: www.agentportal.cip.gov.ag,none
www.antiguaandbarbudaspecialeconomiczone.gov.ag,Could not resolve host: www.antiguaandbarbudaspecialeconomiczone.gov.ag,none
www.audit.gov.ag,Operation timed out after 3000 milliseconds with 0 bytes received,none
www.cip.gov.ag,301,none
www.consumeraffairs.gov.ag,SSL certificate problem: unable to get local issuer certificate,none
www.counsellors.education.gov.ag,Could not resolve host: www.counsellors.education.gov.ag,none
www.covid19.gov.ag,SSL: no alternative certificate subject name matches target hostname 'www.covid19.gov.ag',none
www.customs.gov.ag,Connection timed out after 3000 milliseconds,none
www.docusign.cip.gov.ag,Could not resolve host: www.docusign.cip.gov.ag,none
www.enps.abs.gov.ag,SSL certificate problem: certificate has expired,none
www.environment.gov.ag,SSL certificate problem: unable to get local issuer certificate,none
www.evisa.immigration.gov.ag,Could not resolve host: www.evisa.immigration.gov.ag,none
www.fsrc.gov.ag,Could not resolve host: www.fsrc.gov.ag,none
www.genderaffairs.gov.ag,403,none
www.health.gov.ag,301,none
www.healthservices.gov.ag,404,none
www.ifms.gov.ag,SSL certificate problem: unable to get local issuer certificate,none
www.lands.gov.ag,Connection timed out after 3000 milliseconds,none
www.mbs.gov.ag,Could not resolve host: www.mbs.gov.ag,none
www.mcii.gov.ag,Could not resolve host: www.mcii.gov.ag,none
www.neis.environment.gov.ag,Connection timed out after 3001 milliseconds,none
www.nri.environment.gov.ag,TLS connect error: error:0A0000C6:SSL routines::packet length too long,none
www.opm.gov.ag,Operation timed out after 3001 milliseconds with 0 bytes received,none
www.osec.gov.ag,401,none
www.portal.customs.gov.ag,Could not resolve host: www.portal.customs.gov.ag,none
www.portal.ird.gov.ag,Could not resolve host: www.portal.ird.gov.ag,none
www.portclear.gov.ag,Connection timed out after 3000 milliseconds,none
www.registry.environment.gov.ag,Connection timed out after 3001 milliseconds,none
www.socialsecurity.gov.ag,Could not resolve host: www.socialsecurity.gov.ag,none
www.specialeconomiczone.gov.ag,Could not resolve host: www.specialeconomiczone.gov.ag,none
