field,text
country_name,"Commonwealth of Australia"
government_type,"federal parliamentary democracy under a constitutional monarchy; a Commonwealth realm"
capital,"Canberra"
chief_of_state,"King CHARLES III (since 8 September 2022); represented by Governor General Samantha (Sam) MOSTYN (since 1 July 2024)"
head_of_government,"Prime Minister Anthony ALBANESE (since 23 May 2022)"
judicial_highest_courts,"High Court of Australia (consists of 7 justices, including the chief justice); each of the 6 states, 2 territories, and Norfolk Island has a Supreme Court; the High Court is the final appellate court"
constitution_history,"approved in a series of referenda from 1898 through 1900 and became law 9 July 1900, effective 1 January 1901"
