subdomain,mx
911.gob.do,0 911-gob-do.mail.protection.outlook.com.
academia.mapre.gob.do,none
acceso.contraloria.gob.do,none
acceso2.contraloria.gob.do,none
access.digecog.gob.do,none
acss.minerd.gob.do,none
admin.digepres.gob.do,none
aduanas.gob.do,0 aduanas-gob-do.mail.protection.outlook.com.
aduanasdigital.gob.do,10 mail1.aduanasdigital.gob.do.; 20 mail2.aduanasdigital.gob.do.
ahorraenergia.mem.gob.do,none
ajanico.gob.do,none
alcaldialomadecabrera.gob.do,none
ambiente.gob.do,0 ambiente-gob-do.mail.protection.outlook.com.
amcastanuelas.gob.do,none
amet.gob.do,none
amy.gob.do,none
antecedentes.gob.do,none
apoyobarrial.gob.do,none
apps.minerd.gob.do,none
apps.semma.gob.do,none
archivo.dicom.gob.do,none
areavii.gob.do,none
arssenasa.gob.do,0 arssenasa-gob-do.mail.protection.outlook.com.
auditoriamedica.semma.gob.do,none
aula.solidaridad.gob.do,none
aulavirtual.ctc.gob.do,none
auth.digepres.gob.do,none
auth2.digepres.gob.do,none
autodiscover.alcaldialomadecabrera.gob.do,none
autodiscover.arssenasa.gob.do,none
autodiscover.bancasolidaria.gob.do,none
autodiscover.bndh.gob.do,none
autodiscover.cdc.gob.do,dig error
autodiscover.cnzfe.gob.do,none
autodiscover.dicom.gob.do,none
autodiscover.digepres.gob.do,none
autodiscover.embdomhonduras.gob.do,none
autodiscover.gabsocial.gob.do,none
autodiscover.inapa.gob.do,none
autodiscover.indocal.gob.do,none
autodiscover.jac.gob.do,none
autodiscover.ji.gob.do,none
autodiscover.mem.gob.do,none
autodiscover.mescyt.gob.do,none
autodiscover.minerd.gob.do,none
autodiscover.mopc.gob.do,none
autodiscover.one.gob.do,none
autodiscover.pasaportes.gob.do,none
autodiscover.pgr.gob.do,none
autodiscover.poderjudicial.gob.do,none
autodiscover.primeradama.gob.do,none
autodiscover.sabanadelamar.gob.do,none
autodiscover.see.gob.do,none
autodiscover.sib.gob.do,none
autodiscover.sie.gob.do,none
autodiscover.srsvaldesia.gob.do,none
autodiscover.tc.gob.do,none
autorizacionesenlinea.semma.gob.do,dig error
av.cdeee.gob.do,none
av.digecog.gob.do,none
av.inapa.gob.do,dig error
ayuntamientodajabon.dajabon.gob.do,none
ayuntamientodenizao.gob.do,none
ayuntamientoestebania.gob.do,none
ayuntamientohiguey.gob.do,none
ayuntamientolasclavellinasbahoruco.gob.do,none
ayuntamientos.gob.do,none
bancanet.sib.gob.do,none
bancasolidaria.gob.do,none
beta.dgdc.gob.do,none
bijrd.gob.do,none
blog.cei-rd.gob.do,none
bndh.gob.do,dig error
bomberossanluis.gob.do,none
bonao.gob.do,none
ca.optic.gob.do,none
cag.sib.gob.do,none
caleta.distritomunicipallacaleta.gob.do,none
camaradecuentas.gob.do,dig error
camaradediputados.gob.do,none
cambioclimatico.gob.do,10 cambioclimatico-gob-do.mail.protection.outlook.com.
capasantiago.gob.do,none
castanuelas.gob.do,none
cdc.gob.do,5 proton.elatomo.com.; 0 mail.cdc.gob.do.
cdn.santiagodeloscaballeros.gob.do,none
cei-rd.gob.do,none
cep.digeig.gob.do,none
certv.gob.do,none
chat.republicadigital.gob.do,none
cidjc.gob.do,none
cne.gob.do,none
coe.gob.do,none
comisionbarrial.gob.do,none
comisiondecompetencia.gob.do,dig error
comunidad.comprasdominicana.gob.do,none
comunidadrai.gob.do,none
conabios.gob.do,none
conape.gob.do,none
conavihsida.gob.do,none
conf.digecog.gob.do,none
conferencia.siv.gob.do,none
confirmate.jce.gob.do,none
congresoimv.siv.gob.do,none
connect.comprasdominicana.gob.do,none
constanza.gob.do,none
consultas.contraloria.gob.do,none
consultas.fiscaliadeldistrito.gob.do,none
consumoseguro.gob.do,none
coopol.gob.do,none
correo.ambiente.gob.do,none
correo.caid.gob.do,none
correo.cemadoja.gob.do,none
correo.mopc.gob.do,none
correo.mt.gob.do,none
cpadb.gob.do,0 cpadb.gob.do.
cpadp.gob.do,none
cpanel.ajanico.gob.do,none
cpanel.alcaldialomadecabrera.gob.do,none
cpanel.amcastanuelas.gob.do,none
cpanel.ayuntamientolasclavellinasbahoruco.gob.do,none
cpanel.bancasolidaria.gob.do,none
cpanel.bndh.gob.do,none
cpanel.bomberossanluis.gob.do,none
cpanel.bonao.gob.do,dig error
cpanel.cdc.gob.do,none
cpanel.certv.gob.do,none
cpanel.constanza.gob.do,none
cpanel.dajabon.gob.do,none
cpanel.dgdc.gob.do,none
cpanel.embdomhonduras.gob.do,none
cpanel.gobernaciondesanchezramirez.gob.do,none
cpanel.hospitallagunasalada.gob.do,none
cpanel.hospitalmarcelinovelez.gob.do,none
cpanel.hospitalsemmasd.gob.do,none
cpanel.hospmorilloking.gob.do,none
cpanel.ideice.gob.do,none
cpanel.inabima.gob.do,none
cpanel.jmsl.gob.do,none
cpanel.judimha.gob.do,none
cpanel.lagunasalada.gob.do,none
cpanel.lasmatasdesantacruz.gob.do,none
cpanel.mem.gob.do,none
cpanel.moncion.gob.do,none
cpanel.montecristi.gob.do,none
cpanel.orquestasinfonicanacional.gob.do,none
cpanel.sabanadelamar.gob.do,none
cpanel.srselvalle.gob.do,none
cpanel.srsnorc2.gob.do,dig error
cpanel.srsvaldesia.gob.do,none
cpanel.srsviii.gob.do,none
cpanel.tc.gob.do,none
cpanel.unabom.gob.do,none
creditopublico.gob.do,none
csae.minerd.gob.do,none
csae.see.gob.do,none
csav.minerd.gob.do,none
csav.see.gob.do,none
csrp.minerd.gob.do,none
csrp.see.gob.do,none
csrp2.minerd.gob.do,none
csrp2.see.gob.do,none
cswc.minerd.gob.do,none
cswc.see.gob.do,none
culturaciudadana.gob.do,none
cumbreimv.siv.gob.do,none
cumbrepoderjudicialrd.gob.do,none
cwa.minerd.gob.do,none
dajabon.gob.do,none
datos.gob.do,none
desarrollobarrial.gob.do,none
descargas.sib.gob.do,none
dev-002.mem.gob.do,none
dgcp.gob.do,0 mxa-00a99b01.gslb.pphosted.com.; 0 mxb-00a99b01.gslb.pphosted.com.
dgdc.gob.do,none
dgm.gob.do,none
dialin.ambiente.gob.do,none
dialin.digepres.gob.do,none
dialin.inapa.gob.do,none
dialin.minerd.gob.do,none
dialin.see.gob.do,none
dicat.gob.do,0 dicat-gob-do.mail.protection.outlook.com.
dicom.gob.do,none
digecitss.gob.do,none
digeig.gob.do,none
digemaps.gob.do,none
digemaps.msp.gob.do,none
digepisalud.gob.do,none
digepres.gob.do,none
dintel.gob.do,none
distritomunicipallacaleta.gob.do,none
djurada.camaradecuentas.gob.do,none
dni.gob.do,0 dni-gob-do.mail.protection.outlook.com.
dpca.gob.do,dig error
dpp-mitur.gob.do,none
dservice.pasaportes.gob.do,none
educacionfinanciera.sib.gob.do,none
eis.msp.gob.do,none
eiti.mem.gob.do,none
eitird.mem.gob.do,none
elvalle.gob.do,none
embadomjp.gob.do,none
embajadausa.gob.do,none
embdomhonduras.gob.do,none
enap.gob.do,none
encuesta.mapre.gob.do,none
encuestas.mem.gob.do,none
estebania.gob.do,none
exch.one.gob.do,none
festivaldecineinfantil.gob.do,none
fiscaliadeldistrito.gob.do,none
fiscaliadn.gob.do,none
fiscalialavega.gob.do,none
fiscaliapuertoplata.gob.do,none
fiscaliasantiago.gob.do,none
fiscaliasantodomingo.gob.do,none
fonper.gob.do,0 _dc-mx.82d7b167ec00.fonper.gob.do.
formalizate.gob.do,none
foro.mem.gob.do,none
fs.minerd.gob.do,none
fse.minerd.gob.do,none
gabinetedigital.gob.do,none
gabinetesocial.gob.do,none
gccdicrim.gob.do,none
glin.gob.do,none
gob.do,none
gobernaciondesanchezramirez.gob.do,none
gobernaciondesantiago.gob.do,none
gobiernoabierto.gob.do,none
hospitallagunasalada.gob.do,none
