subdomain,parent_domain,http_status,mx
acces-aumarche.gov.tn,gov.tn,SSL certificate problem: certificate has expired,10 mx1email.ingw.tn.; 50 mx2email.ingw.tn.
account-info.xfinix.comcaf.commune-foussana.gov.tn,gov.tn,Resolving timed out after 3000 milliseconds,dig error
account-info.xfinix.comcax.commune-foussana.gov.tn,gov.tn,Resolving timed out after 3000 milliseconds,dig error
account-info.xfintx.comcat.commune-foussana.gov.tn,gov.tn,Resolving timed out after 3000 milliseconds,dig error
acm.gov.tn,gov.tn,301,0 mx20.gnet.tn.; 0 mx10.gnet.tn.
admin.commune-khniss.gov.tn,gov.tn,403,none
admin.machrou3ek.emploi.gov.tn,gov.tn,401,none
admin.startup.gov.tn,gov.tn,302,none
afi.e-industrie.gov.tn,gov.tn,200,none
agadir.douane.gov.tn,gov.tn,Could not resolve host: agadir.douane.gov.tn,none
api.startup.gov.tn,gov.tn,404,none
appel-offre.mtcen.gov.tn,gov.tn,Could not resolve host: appel-offre.mtcen.gov.tn,none
apply.startup.gov.tn,gov.tn,302,none
assistance-investissement.gov.tn,gov.tn,Could not resolve host: assistance-investissement.gov.tn,none
att-tun.gov.tn,gov.tn,200,5 mx2email.ingw.tn.; 0 mx1email.ingw.tn.
augt.gov.tn,gov.tn,301,0 mx3.topnet.tn.; 0 mx2.topnet.tn.; 0 ms65342182.msv1.invalid.; 0 mx1.topnet.tn.
auth.tunisia.gov.tn,gov.tn,SSL certificate problem: unable to get local issuer certificate,none
autodiscover.bct.gov.tn,gov.tn,Connection timed out after 3000 milliseconds,none
autodiscover.commune-foussana.gov.tn,gov.tn,Resolving timed out after 3001 milliseconds,dig error
autodiscover.commune-haidra.gov.tn,gov.tn,Resolving timed out after 3000 milliseconds,dig error
autodiscover.mdici.gov.tn,gov.tn,302,none
autodiscover.mfpe.gov.tn,gov.tn,Could not resolve host: autodiscover.mfpe.gov.tn,none
autodiscover.pm.gov.tn,gov.tn,Could not resolve host: autodiscover.pm.gov.tn,none
autorisation.gov.tn,gov.tn,Connection timed out after 3002 milliseconds,none
back.insaned.gov.tn,gov.tn,Connection timed out after 3000 milliseconds,none
back.sanedny.gov.tn,gov.tn,Connection timed out after 3002 milliseconds,none
banque-covid19.finances.gov.tn,gov.tn,Could not resolve host: banque-covid19.finances.gov.tn,none
barometre.collectiviteslocales.gov.tn,gov.tn,500,none
batinda.gov.tn,gov.tn,Connection timed out after 3002 milliseconds,none
bct.gov.tn,gov.tn,Could not resolve host: bct.gov.tn,0 bct-gov-tn.mail.protection.outlook.com.
bibliotheque.collectiviteslocales.gov.tn,gov.tn,302,none
bulletin.tunisia.gov.tn,gov.tn,SSL certificate problem: certificate has expired,none
capchallenge.nabeul.gov.tn,gov.tn,Resolving timed out after 3001 milliseconds,none
cellule-gouvernance.gov.tn,gov.tn,200,none
cga.gov.tn,gov.tn,403,none
check.startup.gov.tn,gov.tn,200,none
cimi.gov.tn,gov.tn,SSL certificate problem: certificate has expired,10 mx1email.ingw.tn.; 50 mx2email.ingw.tn.
cloud.e-industrie.gov.tn,gov.tn,Could not resolve host: cloud.e-industrie.gov.tn,none
cloud.tunisia.gov.tn,gov.tn,Connection timed out after 3002 milliseconds,none
cms1.finances.gov.tn,gov.tn,Could not resolve host: cms1.finances.gov.tn,none
cms1.visiogn.gov.tn,gov.tn,Could not resolve host: cms1.visiogn.gov.tn,none
cms2.finances.gov.tn,gov.tn,Could not resolve host: cms2.finances.gov.tn,none
cni.gov.tn,gov.tn,Could not resolve host: cni.gov.tn,0 proxy.cni.tn.
commerce.gov.tn,gov.tn,Could not resolve host: commerce.gov.tn,none
commune-ainbidha.gov.tn,gov.tn,303,50 mx2email.ingw.tn.; 10 mx1email.ingw.tn.
commune-ajim.gov.tn,gov.tn,301,none
commune-bahra.gov.tn,gov.tn,303,10 mail.commune-bahra.gov.tn.
commune-bargou.gov.tn,gov.tn,Could not resolve host: commune-bargou.gov.tn,none
commune-beja.gov.tn,gov.tn,Could not resolve host: commune-beja.gov.tn,none
commune-bouargoub.gov.tn,gov.tn,301,none
commune-chwayhia.gov.tn,gov.tn,SSL: no alternative certificate subject name matches target hostname 'commune-chwayhia.gov.tn',10 mx5email.ingw.tn.; 50 mx6email.ingw.tn.
commune-ennour.gov.tn,gov.tn,SSL: no alternative certificate subject name matches target hostname 'commune-ennour.gov.tn',none
commune-foundoukdjedidselten.gov.tn,gov.tn,SSL certificate problem: certificate has expired,none
commune-foussana.gov.tn,gov.tn,Resolving timed out after 3000 milliseconds,dig error
commune-haidra.gov.tn,gov.tn,Resolving timed out after 3000 milliseconds,dig error
commune-hammamet.gov.tn,gov.tn,Failed to connect to commune-hammamet.gov.tn port 443 after 1599 ms: Could not connect to server,none
commune-hekaima.gov.tn,gov.tn,301,none
commune-jedaida.gov.tn,gov.tn,301,none
commune-kelibia.gov.tn,gov.tn,Could not resolve host: commune-kelibia.gov.tn,none
commune-khniss.gov.tn,gov.tn,Operation timed out after 3001 milliseconds with 0 bytes received,none
commune-lala.gov.tn,gov.tn,301,none
commune-lessouda.gov.tn,gov.tn,303,10 mail.commune-lessouda.gov.tn.
commune-majelbelabbes.gov.tn,gov.tn,200,none
commune-makthar.gov.tn,gov.tn,301,none
commune-mateur.gov.tn,gov.tn,301,none
commune-menzelhorr.gov.tn,gov.tn,Could not resolve host: commune-menzelhorr.gov.tn,none
commune-menzeltemime.gov.tn,gov.tn,301,10 gwmail1.ati.tn.; 50 gwmail2.ati.tn.
commune-mornag.gov.tn,gov.tn,SSL certificate problem: unable to get local issuer certificate,none
commune-ouechtata-eljmila.gov.tn,gov.tn,SSL certificate problem: certificate has expired,5 mx5email.ingw.tn.; 5 mx6email.ingw.tn.
commune-rafraf.gov.tn,gov.tn,Resolving timed out after 3000 milliseconds,none
commune-rasjebel.gov.tn,gov.tn,Could not resolve host: commune-rasjebel.gov.tn,50 mx2email.ingw.tn.; 10 mx1email.ingw.tn.
commune-sbikha.gov.tn,gov.tn,301,none
commune-siliana.gov.tn,gov.tn,301,none
commune-thala.gov.tn,gov.tn,Resolving timed out after 3000 milliseconds,50 mx2email.ingw.tn.; 10 mx1email.ingw.tn.
commune-zaghouan.gov.tn,gov.tn,301,none
communesaouaf.gov.tn,gov.tn,Could not resolve host: communesaouaf.gov.tn,none
concours.gov.tn,gov.tn,200,none
concours.social.gov.tn,gov.tn,Connection timed out after 3002 milliseconds,none
