hostname,score,sources,label,level
affaires-religieuses.tn,7,wikidata;wikidata,Ministry of Religious Affairs,central
agriculture.tn,7,wikidata;wikidata,Ministry of Agriculture,central
defense.tn,7,wikidata;wikidata,Ministry of Defence,central
domainetat.tn,7,wikidata;wikidata,Ministry of State Domains and Land Affairs | Ministry of State Domains,central
mes.tn,7,wikidata;wikidata,Ministry of Higher Education and Scientific Research,central
mofaic.gov.ae,7,wikidata;wikidata,"Embassy of the United Arab Emirates, Tunis",central
santetunisie.rns.tn,7,wikidata;wikidata,Ministry of Health,central
sport.tn,7,wikidata;wikidata,Ministry of Youth and Sports,central
transport.tn,7,wikidata;wikidata,Ministry of Transport,central
cassation.tn,6,wikidata,Court of Cassation,
afi.nat.tn,4,wikidata,Q136699374,
ambdz.tn,4,wikidata,"Embassy of Algeria, Tunis",central
anged.nat.tn,4,wikidata,National Waste Management Agency,
anm.nat.tn,4,wikidata,National Agency for Metrology,
anme.nat.tn,4,wikidata,National Agency for Energy Management,
anpe.nat.tn,4,wikidata,National Environment Protection Agency,
anpr.tn,4,wikidata,National Agency for Promotion of Research and Innovation,
apal.nat.tn,4,wikidata,Agence de Protection et d'Aménagement du Littoral,
apia.com.tn,4,wikidata,Q2826614,
archives.nat.tn,4,wikidata,National Archives of Tunisia,
arp.tn,4,wikidata,Assembly of the Representatives of the People,central
atct.tn,4,wikidata,Q12251182,
bibliotheque.nat.tn,4,wikidata,National Library of Tunisia,
ccicentre.org.tn,4,wikidata,Chambre de Commerce et d'Industrie du Centre,
ccitunis.org.tn,4,wikidata,Chamber of Commerce and Industry of Tunis,
cdn.tn,4,wikidata,National Documentation Center of Tunisia,
cepex.nat.tn,4,wikidata,Q2945390,
cetiba.tn,4,wikidata,Q17175775,
cetime.ind.tn,4,wikidata,Q17354146,
cettex.com.tn,4,wikidata,Textile Technical Center,
citet.nat.tn,4,wikidata,Tunis International Center for Environmental Technologies,
cmf.tn,4,wikidata,Financial Market Council,
cnam.nat.tn,4,wikidata,Q2933313,
cnccleather.nat.tn,4,wikidata,National Center for Leather and Shoes,
cni.nat.tn,4,wikidata,Centre National de l'Informatique,
cnrd.tn,4,wikidata,National Council of Regions and Districts,central
cnrps.nat.tn,4,wikidata,Q2933326,
cnss.tn,4,wikidata,Q2933328,
cnudst.rnrt.tn,4,wikidata,University National Center of Scientific and Technical Documentation,
ctaa.com.tn,4,wikidata,Agri-Food Technical Center,
ctc.ind.tn,4,wikidata,Q17354144,
ctmccv.ind.tn,4,wikidata,"Technical Center for Building Materials, Ceramics and Glass",
dpm.tn,4,wikidata,Q3029483,
droitsdelhomme.org.tn,4,wikidata,High Commission for Human Rights and Fundamental Freedoms,
emploi.nat.tn,4,wikidata,Q2826683,
etap.com.tn,4,wikidata,Tunisian National Oil Company,
haica.tn,4,wikidata,Haute Autorité Indépendante de la Communication Audiovisuelle,
inlucc.tn,4,wikidata,Q22686290,
innorpi.tn,4,wikidata,National Institute of Standardization and Industrial Property,
inp.rnrt.tn,4,wikidata,National Heritage Institute,
ins.tn,4,wikidata,National Institute of Statistics,central
isie.tn,4,wikidata,Independent High Authority for Elections,
isst.nat.tn,4,wikidata,Institut de Santé et de Sécurité au Travail,
lncm.tn,4,wikidata,National Laboratory for Drug Control,
meteo.tn,4,wikidata,National Institute of Meteorology,
oaca.nat.tn,4,wikidata,Tunisian Civil Aviation & Airports Authority,
oep.nat.tn,4,wikidata,Office of Livestock and Pasture,
ommp.nat.tn,4,wikidata,Q3349579,
onj.nat.tn,4,wikidata,Observatoire National de la Jeunesse,
onm.nat.tn,4,wikidata,National Office of Mines,
onmne.tn,4,wikidata,National Observatory of New and Emerging Diseases,
onpc.nat.tn,4,wikidata,Office national de la protection civile,
ote.nat.tn,4,wikidata,Q16123967,
packtec.tn,4,wikidata,Packaging Technical Centre,
sntri.com.tn,4,wikidata,Q738379,
soretrak.com.tn,4,wikidata,Q16677324,
soretras.tn,4,wikidata,Q16677330,
sotregames.com.tn,4,wikidata,Q16677318,
srtbeja.tn,4,wikidata,Q3488656,
srtbizerte.com.tn,4,wikidata,Q12188883,
srtgn.com.tn,4,wikidata,Q3488658,
srtm.tn,4,wikidata,Q16677328,
stsahel.com.tn,4,wikidata,Q3488038,
telediffusion.net.tn,4,wikidata,Q18397396,
tn.usembassy.gov,4,wikidata,"Embassy of the United States, Tunis",central
transtu.tn,4,wikidata,Société des transports de Tunis,
tunisieindustrie.nat.tn,4,wikidata,Agency for the Promotion of Industry and Innovation,
tunisz.mfa.gov.hu,4,wikidata,Embassy of Hungary in Tunisia,
eeas.europa.eu,3,wikidata,Delegation of the European Union to Tunisia,
finlandabroad.fi,3,wikidata,embassy of Finland in Tunisia,central
mfa.bg,3,wikidata,embassy of Bulgaria in Tunisia,central
mfa.gr,3,wikidata,"Embassy of Greece, Tunis",central
mzv.cz,3,wikidata,embassy of the Czech republic in Tunisia,central
pakistanembassytunis.com,3,wikidata,embassy of Pakistan in Tunisia,central
swedenabroad.se,3,wikidata,Embassy of Sweden in Tunisia,central
tn.ambafrance.org,3,wikidata,"Embassy of France, Tunis",central
tunesien.um.dk,3,wikidata,Q131933168,
tunis.diplo.de,3,wikidata,"Embassy of Germany, Tunis",central
tunis.mae.ro,3,wikidata,embassy of Romania in Tunisia,central
tunisie.ird.fr,3,wikidata,Institut de Recherche pour le Développement,
tunisie.mid.ru,3,wikidata,embassy of Russia in Tunisia,central
