hostname,score,sources,label,level
assemblee-nationale.td,7,wikidata;wikidata,National Assembly,central
onecs.td,7,wikidata;wikidata,Q129709968,
eeas.europa.eu,6,wikidata;wikidata,Delegation of the European Union to Chad,
gouvernement.td,6,un_desa,UN/DESA national portal,
minjustchad.org,6,wikidata;wikidata,Ministry of Justice,central
adetic.td,4,wikidata,Agency for the Development of Information and Communication Technologies,
cndh.td,4,wikidata,National Human Rights Commission (Tchad),
conseilconstitutionnel.td,4,wikidata,Constitutional Council of Chad,
mofaic.gov.ae,4,wikidata,"Embassy of the United Arab Emirates, N'Djamena",central
td.usembassy.gov,4,wikidata,embassy of the United States in Chad,central
hamatchad.org,3,wikidata,Q65157984,
inseed-tchad.org,3,wikidata,INSEED,central
inseedtchad.com,3,wikidata,INSEED,central
ndjamena.diplo.de,3,wikidata,"Embassy of Germany, N'Djamena",central
tchad.mid.ru,3,wikidata,embassy of Russia in Chad,central
td.ambafrance.org,3,wikidata,"Embassy of France, N'Djamena",central
