subdomain,parent_domain,http_status
adac.gouv.td,gouv.td,"Could not resolve host: adac.gouv.td"
agriculture.gouv.td,gouv.td,"Could not resolve host: agriculture.gouv.td"
amenagement.gouv.td,gouv.td,"Operation timed out after 3001 milliseconds with 0 bytes received"
an.gouv.td,gouv.td,"Could not resolve host: an.gouv.td"
atpe.gouv.td,gouv.td,"Could not resolve host: atpe.gouv.td"
autodiscover.commerce.gouv.td,gouv.td,"SSL certificate problem: self-signed certificate"
aviation.gouv.td,gouv.td,"Could not resolve host: aviation.gouv.td"
box.finances.gouv.td,gouv.td,"Could not resolve host: box.finances.gouv.td"
cloud.finances.gouv.td,gouv.td,"Connection timed out after 3002 milliseconds"
cloud.sigfip.finances.gouv.td,gouv.td,"Could not resolve host: cloud.sigfip.finances.gouv.td"
cnarr.interieur.gouv.td,gouv.td,"Could not resolve host: cnarr.interieur.gouv.td"
collab.finances.gouv.td,gouv.td,"Could not resolve host: collab.finances.gouv.td"
collabo.finances.gouv.td,gouv.td,"Could not resolve host: collabo.finances.gouv.td"
collabora.finances.gouv.td,gouv.td,"Could not resolve host: collabora.finances.gouv.td"
commerce.gouv.td,gouv.td,"Operation timed out after 3000 milliseconds with 0 bytes received"
communication.gouv.td,gouv.td,"200"
cpanel.adac.gouv.td,gouv.td,"Could not resolve host: cpanel.adac.gouv.td"
cpanel.agriculture.gouv.td,gouv.td,"Could not resolve host: cpanel.agriculture.gouv.td"
cpanel.amenagement.gouv.td,gouv.td,"Could not resolve host: cpanel.amenagement.gouv.td"
cpanel.an.gouv.td,gouv.td,"Could not resolve host: cpanel.an.gouv.td"
cpanel.atpe.gouv.td,gouv.td,"Could not resolve host: cpanel.atpe.gouv.td"
cpanel.commerce.gouv.td,gouv.td,"Could not resolve host: cpanel.commerce.gouv.td"
cpanel.communication.gouv.td,gouv.td,"Could not resolve host: cpanel.communication.gouv.td"
cpanel.cultourisme.gouv.td,gouv.td,"Could not resolve host: cpanel.cultourisme.gouv.td"
cpanel.defense.gouv.td,gouv.td,"Could not resolve host: cpanel.defense.gouv.td"
cpanel.diplomatie.gouv.td,gouv.td,"Could not resolve host: cpanel.diplomatie.gouv.td"
cpanel.education.gouv.td,gouv.td,"Could not resolve host: cpanel.education.gouv.td"
cpanel.elevage.gouv.td,gouv.td,"Could not resolve host: cpanel.elevage.gouv.td"
cpanel.enseignementsup.gouv.td,gouv.td,"Could not resolve host: cpanel.enseignementsup.gouv.td"
cpanel.environnement-eau.gouv.td,gouv.td,"Could not resolve host: cpanel.environnement-eau.gouv.td"
cpanel.femme.gouv.td,gouv.td,"Could not resolve host: cpanel.femme.gouv.td"
cpanel.fonctionpublique.gouv.td,gouv.td,"Could not resolve host: cpanel.fonctionpublique.gouv.td"
cpanel.infrastructures.gouv.td,gouv.td,"Could not resolve host: cpanel.infrastructures.gouv.td"
cpanel.interieur.gouv.td,gouv.td,"Could not resolve host: cpanel.interieur.gouv.td"
cpanel.justice.gouv.td,gouv.td,"Could not resolve host: cpanel.justice.gouv.td"
cpanel.macmn.gouv.td,gouv.td,"Could not resolve host: cpanel.macmn.gouv.td"
cpanel.mepd.gouv.td,gouv.td,"Could not resolve host: cpanel.mepd.gouv.td"
cpanel.minpe.gouv.td,gouv.td,"SSL certificate problem: self-signed certificate"
cpanel.mpntic.gouv.td,gouv.td,"Could not resolve host: cpanel.mpntic.gouv.td"
cpanel.petrole.gouv.td,gouv.td,"Could not resolve host: cpanel.petrole.gouv.td"
cpanel.previsions.gouv.td,gouv.td,"Could not resolve host: cpanel.previsions.gouv.td"
cpanel.reconciliation.gouv.td,gouv.td,"Could not resolve host: cpanel.reconciliation.gouv.td"
cpanel.sante.gouv.td,gouv.td,"Could not resolve host: cpanel.sante.gouv.td"
cpanel.sgg.gouv.td,gouv.td,"Could not resolve host: cpanel.sgg.gouv.td"
cpanel.vpserver.reconciliation.gouv.td,gouv.td,"Could not resolve host: cpanel.vpserver.reconciliation.gouv.td"
cpanel.webmail.gouv.td,gouv.td,"Could not resolve host: cpanel.webmail.gouv.td"
cpcalendars.adac.gouv.td,gouv.td,"Could not resolve host: cpcalendars.adac.gouv.td"
cpcalendars.agriculture.gouv.td,gouv.td,"Could not resolve host: cpcalendars.agriculture.gouv.td"
cpcalendars.amenagement.gouv.td,gouv.td,"Could not resolve host: cpcalendars.amenagement.gouv.td"
cpcalendars.commerce.gouv.td,gouv.td,"Could not resolve host: cpcalendars.commerce.gouv.td"
cpcalendars.communication.gouv.td,gouv.td,"Could not resolve host: cpcalendars.communication.gouv.td"
cpcalendars.cultourisme.gouv.td,gouv.td,"Could not resolve host: cpcalendars.cultourisme.gouv.td"
cpcalendars.defense.gouv.td,gouv.td,"Could not resolve host: cpcalendars.defense.gouv.td"
cpcalendars.elevage.gouv.td,gouv.td,"Could not resolve host: cpcalendars.elevage.gouv.td"
