subdomain,http_status,mx
adfs.culture.gov.sk,404,none
adfs.health.gov.sk,Could not resolve host: adfs.health.gov.sk,none
adfs.telecom.gov.sk,Could not resolve host: adfs.telecom.gov.sk,none
admin.telecom.gov.sk,TLS connect error: error:0A0000C6:SSL routines::packet length too long,none
adminer.gov.sk,Could not resolve host: adminer.gov.sk,none
antimon.gov.sk,Could not resolve host: antimon.gov.sk,10 mail.gov.sk.
apsk01.eessi-acc.gov.sk,Could not resolve host: apsk01.eessi-acc.gov.sk,none
apsk01.eessi.gov.sk,Could not resolve host: apsk01.eessi.gov.sk,none
archiv.vlada.gov.sk,Could not resolve host: archiv.vlada.gov.sk,none
arvd.gov.sk,Could not resolve host: arvd.gov.sk,none
aspr-report-test.finance.gov.sk,Connection timed out after 3002 milliseconds,none
aspr-report-test.vicepremier.gov.sk,SSL certificate problem: certificate has expired,none
aspr-report.finance.gov.sk,Connection timed out after 3002 milliseconds,none
aspr-report.vicepremier.gov.sk,SSL certificate problem: certificate has expired,none
aspr-test.finance.gov.sk,Connection timed out after 3002 milliseconds,none
aspr-test.vicepremier.gov.sk,SSL certificate problem: certificate has expired,none
aspr.finance.gov.sk,Connection timed out after 3002 milliseconds,none
aspr.vicepremier.gov.sk,SSL certificate problem: certificate has expired,none
autodiscover.culture.gov.sk,Could not resolve host: autodiscover.culture.gov.sk,none
autodiscover.economy.gov.sk,Could not resolve host: autodiscover.economy.gov.sk,none
autodiscover.employment.gov.sk,Connection timed out after 3002 milliseconds,none
autodiscover.enviro.gov.sk,302,none
autodiscover.health.gov.sk,302,none
autodiscover.ip.gov.sk,Connection timed out after 3002 milliseconds,none
autodiscover.mpsvr.gov.sk,302,none
autodiscover.mzp.enviro.gov.sk,302,none
autodiscover.nases.gov.sk,302,none
autodiscover.nbu.gov.sk,Failed to connect to autodiscover.nbu.gov.sk port 443 after 167 ms: Could not connect to server,none
autodiscover.pdp.gov.sk,302,none
autodiscover.telecom.gov.sk,302,none
autodiscover.teleoff.gov.sk,SSL certificate problem: unable to get local issuer certificate,none
autodiscover.upsvr.gov.sk,Connection timed out after 3001 milliseconds,none
autodiscover.vicepremier.gov.sk,302,none
autodiscover.vlada.gov.sk,302,none
bojprotikorupcii.gov.sk,301,none
bojprotikorupcii.vlada.gov.sk,Connection timed out after 3002 milliseconds,none
bokku.gov.sk,200,none
ca.nases.gov.sk,404,none
cdp.nbu.gov.sk,403,none
cdp1.nbu.gov.sk,403,none
cdp2.nbu.gov.sk,403,none
central2014.gov.sk,Connection timed out after 3001 milliseconds,none
centraleurope.vlada.gov.sk,301,none
ceps.culture.gov.sk,200,none
cert.gov.sk,200,10 mail.gov.sk.
cipc.gov.sk,200,10 mail.gov.sk.
cko.vlada.gov.sk,Connection timed out after 3002 milliseconds,none
connection.prezident.gov.sk,Could not resolve host: connection.prezident.gov.sk,none
cpv.vlada.gov.sk,Could not resolve host: cpv.vlada.gov.sk,none
crp.gov.sk,Could not resolve host: crp.gov.sk,none
crz.gov.sk,200,10 mail.gov.sk.
csirt.gov.sk,302,none
culture.gov.sk,Could not resolve host: culture.gov.sk,none
danube.vlada.gov.sk,301,none
danube2014.gov.sk,Connection timed out after 3002 milliseconds,none
data.gov.sk,Could not resolve host: data.gov.sk,none
data.indprop.gov.sk,Could not resolve host: data.indprop.gov.sk,none
dataprotection.gov.sk,Operation timed out after 3001 milliseconds with 0 bytes received,none
dectvobeznasilia.gov.sk,302,none
detstvobeznasilia.gov.sk,200,none
dobrasprava.gov.sk,200,none
dobremesto.gov.sk,200,none
domino.indprop.gov.sk,Could not resolve host: domino.indprop.gov.sk,none
dotacie.vlada.gov.sk,200,none
ds.culture.gov.sk,302,none
dunajskastrategia.gov.sk,Could not resolve host: dunajskastrategia.gov.sk,none
dunajskastrategia.vlada.gov.sk,301,none
dusevnevlastnictvo.gov.sk,Could not resolve host: dusevnevlastnictvo.gov.sk,none
e-gender.gov.sk,Recv failure: Connexion ré-initialisée par le correspondant,none
eaws-test.finance.gov.sk,Connection timed out after 3002 milliseconds,none
eaws-test.vicepremier.gov.sk,SSL certificate problem: certificate has expired,none
eaws.finance.gov.sk,Could not resolve host: eaws.finance.gov.sk,none
eaws.vicepremier.gov.sk,Could not resolve host: eaws.vicepremier.gov.sk,none
economy.gov.sk,Could not resolve host: economy.gov.sk,none
ecs.ecs.gov.sk,Could not resolve host: ecs.ecs.gov.sk,none
ecs1.ecs.gov.sk,Could not resolve host: ecs1.ecs.gov.sk,none
ecs2.ecs.gov.sk,Could not resolve host: ecs2.ecs.gov.sk,none
editacia.mirri.gov.sk,Could not resolve host: editacia.mirri.gov.sk,none
eeagrants.gov.sk,Could not resolve host: eeagrants.gov.sk,none
eidas.upvsfixnew.gov.sk,Could not resolve host: eidas.upvsfixnew.gov.sk,none
ekarantena.korona.gov.sk,Could not resolve host: ekarantena.korona.gov.sk,none
email.nases.gov.sk,302,none
employment.gov.sk,302,none
enviro.gov.sk,Could not resolve host: enviro.gov.sk,none
eoisarch.pamiatky.gov.sk,302,none
epodatelnat.justice.gov.sk,SSL: no alternative certificate subject name matches target hostname 'epodatelnat.justice.gov.sk',none
epp.justice.gov.sk,Could not resolve host: epp.justice.gov.sk,none
er2012.gov.sk,Could not resolve host: er2012.gov.sk,none
esmo.gov.sk,TLS connect error: error:0A00018A:SSL routines::dh key too small,none
esmot.gov.sk,SSL: no alternative certificate subject name matches target hostname 'esmot.gov.sk',none
eu2020.gov.sk,Could not resolve host: eu2020.gov.sk,none
eu2020.vlada.gov.sk,Could not resolve host: eu2020.vlada.gov.sk,none
euportal.upsvr.gov.sk,Could not resolve host: euportal.upsvr.gov.sk,none
eurofondy.gov.sk,200,none
evo.gov.sk,302,none
ex1.nases.gov.sk,SSL: no alternative certificate subject name matches target hostname 'ex1.nases.gov.sk',none
ex1.vicepremier.gov.sk,Could not resolve host: ex1.vicepremier.gov.sk,none
ez.data.gov.sk,SSL certificate problem: certificate has expired,none
finance.gov.sk,301,none
fix.ekolky.gov.sk,Could not resolve host: fix.ekolky.gov.sk,none
fsr.gov.sk,200,10 mail.gov.sk.
g2karantena1.gov.sk,Could not resolve host: g2karantena1.gov.sk,none
g2karantena2.gov.sk,Could not resolve host: g2karantena2.gov.sk,none
gender.gov.sk,302,none
genpro.gov.sk,404,none
gnbumdmc.sop.gov.sk,Connection timed out after 3001 milliseconds,none
gov.sk,,10 mail.gov.sk.
