qid,label
Q109342,North Hwanghae Province
Q109348,North Pyongan Province
Q109361,North Hamgyong Province
Q109368,South Hamgyong Province
Q109380,South Pyongan Province
Q109386,Nampo
Q110171,Ryanggang Province
Q18808,Pyongyang
Q221734,Rason
Q272406,Chagang Province
Q41416,Kangwon Province
Q626052,South Hwanghae Province
