domain,country,level,un_status,region,languages,gdp_per_capita,name,score,sources,mx
spatialni.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Spatial NI,,registry,
spd15revision.gov,USA_united_states,central,member,Americas,English,84534,,,,none
speaker.gov,USA_united_states,central,member,Americas,English,84534,,,,none
spectrum.gov,USA_united_states,central,member,Americas,English,84534,,,,10 spectrum-gov.mail.protection.outlook.com.
sppa.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Scottish Public Pensions Agency,,registry,
sprakradet.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
sps.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Scottish Prison Service,,registry,
srnl.gov,USA_united_states,central,member,Americas,English,84534,,,,none
srs.gov,USA_united_states,central,member,Americas,English,84534,,,,none
ssa.gov,USA_united_states,central,member,Americas,English,84534,,,,none
ssab.gov,USA_united_states,central,member,Americas,English,84534,,,,none
ssaver.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Servicios de Salud de Veracruz,,registry,
ssb.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
sshf.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
sso.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
sspo.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Secretaría de Seguridad Pública de Oaxaca,,registry,
sspver.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Secretaría de Seguridad Pública de Veracruz,,registry,
sss.gov,USA_united_states,central,member,Americas,English,84534,,,,none
stami.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
standards.gov,USA_united_states,central,member,Americas,English,84534,,,,none
state.gov,USA_united_states,central,member,Americas,English,84534,,,,none
stateaidscotland.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,State aid Scotland (Scottish Government),,registry,
staten-generaal.nl,NLD_netherlands,central,member,Europe,Dutch,67520,,,,0 statengeneraal-nl01e.o-v1.mx.microsoft.
stateoig.gov,USA_united_states,central,member,Americas,English,84534,,,,none
statped.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
stats-sh.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Shanghai Statistics Bureau,,registry,
statsforvalteren.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
statspolicy.gov,USA_united_states,central,member,Americas,English,84534,,,,none
stb.gov,USA_united_states,central,member,Americas,English,84534,,,,none
stcsm.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Shanghai Science and Technology Commission,,registry,
steinkjer-fjellstyre.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
stennis.gov,USA_united_states,central,member,Americas,English,84534,,,,none
sthf.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
stiftelsenpilar.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
stjornarradid.is,ISL_iceland,central,member,Europe,Icelandic,98323,,,,10 neisti.stjr.is.; 10 funi.stjr.is.
stjsonora.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Supremo Tribunal de Justicia de Sonora,,registry,
stm.dk,DNK_denmark,central,member,Europe,Danish,76970,,,,10 mx01.statens-it.dk.; 10 mx07.statens-it.dk.; 10 mx03.statens-it.dk.; 10 mx02.statens-it.dk.; 10 mx04.statens-it.dk.; 10 mx08.statens-it.dk.; 10 mx06.statens-it.dk.; 10 mx05.statens-it.dk.
stm.fi,FIN_finland,central,member,Europe,Finnish; Swedish,56149,,,,none
stolav.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
stopalcoholabuse.gov,USA_united_states,central,member,Americas,English,84534,,,,none
stopbullying.gov,USA_united_states,central,member,Americas,English,84534,,,,none
stopfakes.gov,USA_united_states,central,member,Americas,English,84534,,,,none
stopransomware.gov,USA_united_states,central,member,Americas,English,84534,,,,none
stortinget.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,0 stortinget-no.mail.protection.outlook.com.
studentaid.gov,USA_united_states,central,member,Americas,English,84534,,,,none
studentloans.gov,USA_united_states,central,member,Americas,English,84534,,,,none
sunnaas.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
suomi.fi,FIN_finland,central,member,Europe,Finnish; Swedish,56149,,,,none
supervisioncentral.gov,USA_united_states,central,member,Americas,English,84534,,,,none
supportfan.gov,USA_united_states,central,member,Americas,English,84534,,,,none
supreme-court.gov,USA_united_states,central,member,Americas,English,84534,,,,none
supremecourt.gov,USA_united_states,central,member,Americas,English,84534,,,,none
supremecourtus.gov,USA_united_states,central,member,Americas,English,84534,,,,none
surgeongeneral.gov,USA_united_states,central,member,Americas,English,84534,,,,none
sus.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
sustainability.gov,USA_united_states,central,member,Americas,English,84534,,,,none
svalbardmuseum.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
sworm.gov,USA_united_states,central,member,Americas,English,84534,,,,none
swpa.gov,USA_united_states,central,member,Americas,English,84534,,,,none
sxga.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Shanxi Public Security Department,,registry,
sykehusbygg.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
sykehuset-innlandet.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
sykehuset-ostfold.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
sykehusinnkjop.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
sykehuspartner.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
symbols.gov,USA_united_states,central,member,Americas,English,84534,,,,none
sysselmesteren.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
taaps.gov,USA_united_states,central,member,Americas,English,84534,,,,none
tabasco.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Tabasco (estado),,registry,
tak.gov,USA_united_states,central,member,Americas,English,84534,,,,0 takproductcenter.mail.protection.office365.us.
tamaulipas.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Tamaulipas (estado),,registry,
tamilnadu.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Tamil Nadu,,registry,
tarabastate.gov.ng,NGA_nigeria,central-1,member,Africa,English,1084,Taraba State,,registry,
tas.gov.au,AUS_australia,central-1,member,Oceania,English,65130,Tasmania,,registry,
tasefiling.gov,USA_united_states,central,member,Americas,English,84534,,,,none
tax.gov,USA_united_states,central,member,Americas,English,84534,,,,none
taxreform.gov,USA_united_states,central,member,Americas,English,84534,,,,none
tcagto.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Tribunal de lo Contencioso Administrativo de Guanajuato,,registry,
tcanl.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Tribunal de lo Contencioso Administrativo de Nuevo León,,registry,
tcis.gov,USA_united_states,central,member,Americas,English,84534,,,,none
tclarioja.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Tribunal de Cuentas de La Rioja,,registry,
tcpsantafe.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Tribunal de Cuentas de la Provincia de Santa Fe,,registry,
tcptdf.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Tribunal de Cuentas de la Provincia de Tierra del Fuego,,registry,
techforce.gov,USA_united_states,central,member,Americas,English,84534,,,,none
techhubs.gov,USA_united_states,central,member,Americas,English,84534,,,,none
techprosperitycorps.gov,USA_united_states,central,member,Americas,English,84534,,,,none
tekniskmuseum.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
telangana.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Telangana,,registry,
telanganafin.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Finance Department (Telangana),,registry,
telework.gov,USA_united_states,central,member,Americas,English,84534,,,,none
tellmescotland.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Tell Me Scotland public notices,,registry,
tem.fi,FIN_finland,central,member,Europe,Finnish; Swedish,56149,,,,none
tendersodisha.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Odisha e-procurement,,registry,
terengganu.gov.my,MYS_malaysia,central-1,member,Asia,English; Malay,13125,Terengganu,,registry,
tgct.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Commercial Taxes Department (Telangana),,registry,
thebraininitiative.gov,USA_united_states,central,member,Americas,English,84534,,,,none
thedanishparliament.dk,DNK_denmark,central,member,Europe,Danish,76970,,,,10 mx4.pub.mailpod11-cph3.one.com.; 10 mx1.pub.mailpod11-cph3.one.com.; 10 mx2.pub.mailpod11-cph3.one.com.; 10 mx3.pub.mailpod11-cph3.one.com.
therealcost.gov,USA_united_states,central,member,Americas,English,84534,,,,none
thisfreelife.gov,USA_united_states,central,member,Americas,English,84534,,,,none
thomas.gov,USA_united_states,central,member,Americas,English,84534,,,,none
tianjindangjian.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Tianjin Party Building,,registry,
tierradelfuego.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Provincia de Tierra del Fuego Antártida e Islas del Atlántico Sur,,registry,
tigta.gov,USA_united_states,central,member,Americas,English,84534,,,,none
tigtanet.gov,USA_united_states,central,member,Americas,English,84534,,,,none
time.gov,USA_united_states,central,member,Americas,English,84534,,,,none
tj.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Tianjin,,registry,
tjgaj.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Tianjin Public Security Bureau,,registry,
tjny.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Tianjin Agriculture Commission,,registry,
tjtyj.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Tianjin Sports Bureau,,registry,
tjzzb.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Tianjin Organization Department,,registry,
tlaxcala.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Tlaxcala (estado),,registry,
tn.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Tamil Nadu,,registry,
tncctns.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Tamil Nadu Police CCTNS,,registry,
tnregipayment.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Registration Department payments (Tamil Nadu),,registry,
tnsamb.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Tamil Nadu State Agricultural Marketing Board,,registry,
tnschools.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,School Education Department (Tamil Nadu),,registry,
tnsta.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,State Transport Authority (Tamil Nadu),,registry,
tntenders.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Tamil Nadu e-procurement,,registry,
tnvat.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Commercial Taxes Department (Tamil Nadu),,registry,
tnvelaivaaippu.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Employment and Training Department (Tamil Nadu),,registry,
to.gov.br,BRA_brazil,central-1,member,Americas,Portuguese,10713,Tocantins,,registry,
tobacco.gov,USA_united_states,central,member,Americas,English,84534,,,,none
tobaccoregisterni.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Tobacco register Northern Ireland,,registry,
together.gov,USA_united_states,central,member,Americas,English,84534,,,,none
toll.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
torpa-fjellstyre.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
tox21.gov,USA_united_states,central,member,Americas,English,84534,,,,none
tps.gov,USA_united_states,central,member,Americas,English,84534,,,,none
trabajadormigrante.gov,USA_united_states,central,member,Americas,English,84534,,,,none
tracss.gov,USA_united_states,central,member,Americas,English,84534,,,,none
trade.gov,USA_united_states,central,member,Americas,English,84534,,,,none
trafficsafetymarketing.gov,USA_united_states,central,member,Americas,English,84534,,,,none
trainingproviderresults.gov,USA_united_states,central,member,Americas,English,84534,,,,none
tramitescorrientes.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Portal de trámites del Gobierno de Corrientes,,registry,
transparency.gov,USA_united_states,central,member,Americas,English,84534,,,,none
transportation.gov,USA_united_states,central,member,Americas,English,84534,,,,none
transportes.gob.es,ESP_spain,central,member,Europe,Spanish; Catalan; Basque; Galician,38627,,,,0 transportes-gob-es.b-v1.mx.microsoft.
transportscotland.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Transport Scotland,,registry,
treas.gov,USA_united_states,central,member,Americas,English,84534,,,,none
treaslockbox.gov,USA_united_states,central,member,Americas,English,84534,,,,none
treasury.gov,USA_united_states,central,member,Americas,English,84534,,,,none
treasuryauction.gov,USA_united_states,central,member,Americas,English,84534,,,,none
treasuryauctions.gov,USA_united_states,central,member,Americas,English,84534,,,,none
treasurydirect.gov,USA_united_states,central,member,Americas,English,84534,,,,none
treasuryecm.gov,USA_united_states,central,member,Americas,English,84534,,,,none
treasuryhunt.gov,USA_united_states,central,member,Americas,English,84534,,,,none
treasuryscams.gov,USA_united_states,central,member,Americas,English,84534,,,,none
tribaljusticeandsafety.gov,USA_united_states,central,member,Americas,English,84534,,,,none
tribcuentasmendoza.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Tribunal de Cuentas de Mendoza,,registry,
tribunaloaxaca.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Tribunal Superior de Justicia de Oaxaca,,registry,
tribunalqro.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Tribunal Superior de Justicia de Querétaro,,registry,
tripura.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Tripura,,registry,
tripuratenders.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Tripura e-procurement,,registry,
trm.dk,DNK_denmark,central,member,Europe,Danish,76970,,,,10 mx01.sitnet.dk.; 10 mx06.sitnet.dk.; 10 mx03.sitnet.dk.; 10 mx07.sitnet.dk.; 10 mx05.sitnet.dk.; 10 mx04.sitnet.dk.; 10 mx08.sitnet.dk.; 10 mx02.sitnet.dk.
truman.gov,USA_united_states,central,member,Americas,English,84534,,,,none
trumanlibrary.gov,USA_united_states,central,member,Americas,English,84534,,,,none
trumpaccounts.gov,USA_united_states,central,member,Americas,English,84534,,,,none
trumpcard.gov,USA_united_states,central,member,Americas,English,84534,,,,none
trumpgoldcard.gov,USA_united_states,central,member,Americas,English,84534,,,,none
trumpira.gov,USA_united_states,central,member,Americas,English,84534,,,,none
trumplibrary.gov,USA_united_states,central,member,Americas,English,84534,,,,none
trumprx.gov,USA_united_states,central,member,Americas,English,84534,,,,none
trumpwhitehouse.gov,USA_united_states,central,member,Americas,English,84534,,,,none
trygderetten.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
tsa.gov,USA_united_states,central,member,Americas,English,84534,,,,none
tsc.gov,USA_united_states,central,member,Americas,English,84534,,,,none
tsjdf.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Tribunal Superior de Justicia del Distrito Federal,,registry,
tsjqroo.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Tribunal Superior de Justicia de Quintana Roo,,registry,
tso.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
tsp.gov,USA_united_states,central,member,Americas,English,84534,,,,none
tspsc.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Telangana State Public Service Commission,,registry,
tsptest.gov,USA_united_states,central,member,Americas,English,84534,,,,none
tsunami.gov,USA_united_states,central,member,Americas,English,84534,,,,none
