domain,kind,country,level
santaanatavela.gob.mx,exclude,MEX_mexico,local
santacruz.gob.ar,exact,ARG_argentina,central-1
santacruzpatagonia.gob.ar,exact,ARG_argentina,central-1
santafe.gob.ar,exact,ARG_argentina,central-1
santafelavieja.gob.ar,exact,ARG_argentina,central-1
santarosa.gob.ar,exclude,ARG_argentina,local
santotome.gob.ar,exclude,ARG_argentina,local
sanya.gov.cn,exclude,CHN_china,local
sanyatour.gov.cn,exclude,CHN_china,local
sapal.gob.mx,exclude,MEX_mexico,local
sapasa.gob.mx,exclude,MEX_mexico,local
sapcoteparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
sappertonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
sarawak.gov.my,exact,MYS_malaysia,central-1
saredonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
sarrattparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
sasa.gov.uk,exact,GBR_united_kingdom,central-1
satleyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
satterthwaiteparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
saughall.gov.uk,exclude,GBR_united_kingdom,local
saveamerica.gov,subtree,USA_united_states,central
savingsbond.gov,subtree,USA_united_states,central
savingsbonds.gov,subtree,USA_united_states,central
savingsbondwizard.gov,subtree,USA_united_states,central
sawbridgeworth-tc.gov.uk,exclude,GBR_united_kingdom,local
sawleyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
sawstonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
sawtry-pc.gov.uk,exclude,GBR_united_kingdom,local
saxbyallsaints-pc.gov.uk,exclude,GBR_united_kingdom,local
saxilbyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
saxlinghamnethergate-pc.gov.uk,exclude,GBR_united_kingdom,local
saxmundham-tc.gov.uk,exclude,GBR_united_kingdom,local
saxtead-pc.gov.uk,exclude,GBR_united_kingdom,local
saxtonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
sba.gov,subtree,USA_united_states,central
sbir.gov,subtree,USA_united_states,central
sbl-pc.gov.uk,exclude,GBR_united_kingdom,local
sbrc.gov,subtree,USA_united_states,central
sc-l-tax.gov.cn,exact,CHN_china,central-1
sc-us.gov,subtree,USA_united_states,central
sc.gov.br,exact,BRA_brazil,central-1
sc.gov.cn,exact,CHN_china,central-1
scagglethorpe-pc.gov.uk,exclude,GBR_united_kingdom,local
scaldwellparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
scaleby-pc.gov.uk,exclude,GBR_united_kingdom,local
scalford-pc.gov.uk,exclude,GBR_united_kingdom,local
scambs.gov.uk,exclude,GBR_united_kingdom,local
scampton-pc.gov.uk,exclude,GBR_united_kingdom,local
scarborough.gov.uk,exclude,GBR_united_kingdom,local
scarboroughtowncouncil.gov.uk,exclude,GBR_united_kingdom,local
scarcliffeparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
scarcroftparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
scarisbrickparish.gov.uk,exclude,GBR_united_kingdom,local
scarning-pc.gov.uk,exclude,GBR_united_kingdom,local
scaudit.gov.cn,exact,CHN_china,central-1
scga.gov.cn,exact,CHN_china,central-1
schoolsafety.gov,subtree,USA_united_states,central
scidac.gov,subtree,USA_united_states,central
science.gov,subtree,USA_united_states,central
sciencebase.gov,subtree,USA_united_states,central
scijinks.gov,subtree,USA_united_states,central
scilly.gov.uk,exclude,GBR_united_kingdom,local
scillyifca.gov.uk,exclude,GBR_united_kingdom,local
scinet-test.gov,subtree,USA_united_states,central
scinet.gov,subtree,USA_united_states,central
scofcom.gov.cn,exact,CHN_china,central-1
scorton-pc.gov.uk,exclude,GBR_united_kingdom,local
scot.gov.uk,exact,GBR_united_kingdom,central-1
scotborders.gov.uk,exclude,GBR_united_kingdom,local
scotcourts.gov.uk,exact,GBR_united_kingdom,central-1
scotcourtstribunals.gov.uk,exact,GBR_united_kingdom,central-1
scotfirecontrol.gov.uk,exclude,GBR_united_kingdom,local
scothern-pc.gov.uk,exclude,GBR_united_kingdom,local
scotland.gov.uk,exact,GBR_united_kingdom,central-1
scotlandontap.gov.uk,exact,GBR_united_kingdom,central-1
scotlandscensus.gov.uk,exact,GBR_united_kingdom,central-1
scotlandsfinancialhealthservice.gov.uk,exact,GBR_united_kingdom,central-1
scotlandshouseprices.gov.uk,exact,GBR_united_kingdom,central-1
scotlandspeople.gov.uk,exact,GBR_united_kingdom,central-1
scotlandsplaces.gov.uk,exact,GBR_united_kingdom,central-1
scotlawcom.gov.uk,exact,GBR_united_kingdom,central-1
scotter-pc.gov.uk,exclude,GBR_united_kingdom,local
scottishboundaries.gov.uk,exact,GBR_united_kingdom,central-1
scottishchildcare.gov.uk,exact,GBR_united_kingdom,central-1
scottishciviljusticecouncil.gov.uk,exact,GBR_united_kingdom,central-1
scottishelectoralregister.gov.uk,exact,GBR_united_kingdom,central-1
scottishfamilies.gov.uk,exact,GBR_united_kingdom,central-1
scottishflooddefences.gov.uk,exact,GBR_united_kingdom,central-1
scottishhousingregulator.gov.uk,exact,GBR_united_kingdom,central-1
scotton-lincs-pc.gov.uk,exclude,GBR_united_kingdom,local
scotton-pc.gov.uk,exclude,GBR_united_kingdom,local
scottonlingerfield-pc.gov.uk,exclude,GBR_united_kingdom,local
scottowparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
scpha.gov.uk,exclude,GBR_united_kingdom,local
scpta.gov.cn,exact,CHN_china,central-1
scra.gov.uk,exact,GBR_united_kingdom,central-1
scraptoftparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
scrbbihar.gov.in,exact,IND_india,central-1
scrc.gov,subtree,USA_united_states,central
scredington-pc.gov.uk,exclude,GBR_united_kingdom,local
screvetonparishmeeting.gov.uk,exclude,GBR_united_kingdom,local
screwworm.gov,subtree,USA_united_states,central
scsafety.gov.cn,exact,CHN_china,central-1
scta.gov.cn,exact,CHN_china,central-1
sctianfu.gov.cn,exclude,CHN_china,local
sculthorpe-pc.gov.uk,exclude,GBR_united_kingdom,local
scus.gov,subtree,USA_united_states,central
scuspd.gov,subtree,USA_united_states,central
scwater.gov.cn,exact,CHN_china,central-1
sd-pc.gov.uk,exclude,GBR_united_kingdom,local
sd.gov.cn,exact,CHN_china,central-1
sde.gob.ar,exact,ARG_argentina,central-1
sdir.no,subtree,NOR_norway,central
sdr.gov,subtree,USA_united_states,central
sdrguerrero.gob.mx,exact,MEX_mexico,central-1
se.gov.br,exact,BRA_brazil,central-1
seafordtowncouncil.gov.uk,exclude,GBR_united_kingdom,local
seagraveparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
seagryparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
seaham.gov.uk,exclude,GBR_united_kingdom,local
sealeandsands-pc.gov.uk,exclude,GBR_united_kingdom,local
sealparish.gov.uk,exclude,GBR_united_kingdom,local
seamercrossgates-pc.gov.uk,exclude,GBR_united_kingdom,local
seamerparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
search.gov,subtree,USA_united_states,central
seaton.gov.uk,exclude,GBR_united_kingdom,local
seatonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
seatonrutland-pc.gov.uk,exclude,GBR_united_kingdom,local
seatonvalleycommunitycouncil.gov.uk,exclude,GBR_united_kingdom,local
seatonwithslingleyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
seavingtonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
seberghamwelton-pc.gov.uk,exclude,GBR_united_kingdom,local
sec.gov,subtree,USA_united_states,central
secogem.gob.mx,exact,MEX_mexico,central-1
secomver.gob.mx,exact,MEX_mexico,central-1
secouncils.gov.uk,exclude,GBR_united_kingdom,local
secretservice.gov,subtree,USA_united_states,central
section108.gov,subtree,USA_united_states,central
section508.gov,subtree,USA_united_states,central
secturveracruz.gob.mx,exact,MEX_mexico,central-1
securite-sociale.fr,subtree,FRA_france,central
securitytestfan.gov,subtree,USA_united_states,central
sedberghparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
sedgebrook-pc.gov.uk,exclude,GBR_united_kingdom,local
sedgefieldtowncouncil.gov.uk,exclude,GBR_united_kingdom,local
sedgefordparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
sedgehillsemley-pc.gov.uk,exclude,GBR_united_kingdom,local
sedgemoor.gov.uk,exclude,GBR_united_kingdom,local
sedgwickparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
sedlescombeparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
sedsh.gov.uk,exact,GBR_united_kingdom,central-1
seendparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
seergreenparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
sefiplan.gob.mx,exact,MEX_mexico,central-1
sefton.gov.uk,exclude,GBR_united_kingdom,local
seg-gto.gob.mx,exact,MEX_mexico,central-1
seg.gob.mx,exact,MEX_mexico,central-1
segey.gob.mx,exact,MEX_mexico,central-1
seguridadbc.gob.mx,exact,MEX_mexico,central-1
seguridadconsumidor.gov,subtree,USA_united_states,central
segurosocial.gov,subtree,USA_united_states,central
seighfordparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
seized.gov,subtree,USA_united_states,central
sel-fjellstyre.no,subtree,NOR_norway,central
selangor.gov.my,exact,MYS_malaysia,central-1
selattyngobowen-pc.gov.uk,exclude,GBR_united_kingdom,local
selborneparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
selby.gov.uk,exclude,GBR_united_kingdom,local
selbytowncouncil.gov.uk,exclude,GBR_united_kingdom,local
selcp.gov.uk,exclude,GBR_united_kingdom,local
selectagents.gov,subtree,USA_united_states,central
selectusa.gov,subtree,USA_united_states,central
sell2wales.gov.uk,exact,GBR_united_kingdom,central-1
sellackparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
sellindge-pc.gov.uk,exclude,GBR_united_kingdom,local
sellingparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
selseytowncouncil.gov.uk,exclude,GBR_united_kingdom,local
selstonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
selwoodparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
semerparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
semiconductors.gov,subtree,USA_united_states,central
semingtonparish.gov.uk,exclude,GBR_united_kingdom,local
sen.gov,subtree,USA_united_states,central
senado.es,subtree,ESP_spain,central
senadodecatamarca.gob.ar,exact,ARG_argentina,central-1
senate.gov,subtree,USA_united_states,central
senatecalendar.gov,subtree,USA_united_states,central
sendparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
seneleygreenparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
sengager.fr,subtree,FRA_france,central
sennen-pc.gov.uk,exclude,GBR_united_kingdom,local
sentinel.gov,subtree,USA_united_states,central
sepa.gov.uk,exact,GBR_united_kingdom,central-1
sepb.gov.cn,exact,CHN_china,central-1
serve.gov,subtree,USA_united_states,central
servicemembers.gov,subtree,USA_united_states,central
sessayparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
sestran.gov.uk,exclude,GBR_united_kingdom,local
settletowncouncil.gov.uk,exclude,GBR_united_kingdom,local
settringtonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
setyde.gob.mx,exact,MEX_mexico,central-1
sevenhamptonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
sevenoaks.gov.uk,exclude,GBR_united_kingdom,local
sevenoakstown.gov.uk,exclude,GBR_united_kingdom,local
severnstokeandcroomedabitot-pc.gov.uk,exclude,GBR_united_kingdom,local
sevingtonwithfinberry-pc.gov.uk,exclude,GBR_united_kingdom,local
sf-nayarit.gob.mx,exact,MEX_mexico,central-1
sfapuebla.gob.mx,exact,MEX_mexico,central-1
sfcoahuila.gob.mx,exact,MEX_mexico,central-1
sftool.gov,subtree,USA_united_states,central
sg.gov.cn,exclude,CHN_china,local
sg.gov.lk,exact,LKA_sri_lanka,central-1
sgsfda.gov.cn,exclude,CHN_china,local
sh.gov.cn,exact,CHN_china,central-1
shaanxi.gov.cn,exact,CHN_china,central-1
shabbington-pc.gov.uk,exclude,GBR_united_kingdom,local
shacklefordparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
shadforthparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
shadingfield-jpc.gov.uk,exclude,GBR_united_kingdom,local
shadoxhurst-pc.gov.uk,exclude,GBR_united_kingdom,local
shaftesbury-tc.gov.uk,exclude,GBR_united_kingdom,local
shagri.gov.cn,exact,CHN_china,central-1
shalden-pc.gov.uk,exclude,GBR_united_kingdom,local
shaldonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
shalfleet-pc.gov.uk,exclude,GBR_united_kingdom,local
shalford-cc.gov.uk,exclude,GBR_united_kingdom,local
shalford-essex-pc.gov.uk,exclude,GBR_united_kingdom,local
shalford-pc.gov.uk,exclude,GBR_united_kingdom,local
shandong.gov.cn,exact,CHN_china,central-1
shanghai.gov.cn,exact,CHN_china,central-1
shanghailaw.gov.cn,exact,CHN_china,central-1
shanghaiwater.gov.cn,exact,CHN_china,central-1
shantou.gov.cn,exclude,CHN_china,local
shanxi.gov.cn,exact,CHN_china,central-1
shardlowandgreatwilne-pc.gov.uk,exclude,GBR_united_kingdom,local
sharedresourceservicewales.gov.uk,exact,GBR_united_kingdom,central-1
shareshillparish.gov.uk,exclude,GBR_united_kingdom,local
sharetheroadsafely.gov,subtree,USA_united_states,central
sharlstonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
sharnbrook-pc.gov.uk,exclude,GBR_united_kingdom,local
sharnfordparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
shaughpriorparish.gov.uk,exclude,GBR_united_kingdom,local
shawandcrompton-tc.gov.uk,exclude,GBR_united_kingdom,local
shawbury-pc.gov.uk,exclude,GBR_united_kingdom,local
shawcumdonningtonparish.gov.uk,exclude,GBR_united_kingdom,local
shdrc.gov.cn,exact,CHN_china,central-1
shearsbyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
shebbearparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
shedfield-pc.gov.uk,exclude,GBR_united_kingdom,local
sheen-pc.gov.uk,exclude,GBR_united_kingdom,local
sheeringparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
sheetparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
sheffield.gov.uk,exclude,GBR_united_kingdom,local
sheffordtowncouncil.gov.uk,exclude,GBR_united_kingdom,local
sheitc.gov.cn,exact,CHN_china,central-1
shelfanger-pc.gov.uk,exclude,GBR_united_kingdom,local
shelfordparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
shelsleys-pc.gov.uk,exclude,GBR_united_kingdom,local
shenleybrookend-pc.gov.uk,exclude,GBR_united_kingdom,local
shenleychurchend-pc.gov.uk,exclude,GBR_united_kingdom,local
shenleyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
shenstone-staffs.gov.uk,exclude,GBR_united_kingdom,local
shenzhen.gov.cn,exclude,CHN_china,local
shepherdswellcoldred-pc.gov.uk,exclude,GBR_united_kingdom,local
sheprethparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
sheptonbeauchamp-pc.gov.uk,exclude,GBR_united_kingdom,local
sheptonmallet-tc.gov.uk,exclude,GBR_united_kingdom,local
sheptonmontagueparish.gov.uk,exclude,GBR_united_kingdom,local
sherborne-tc.gov.uk,exclude,GBR_united_kingdom,local
sherbornestjohn-pc.gov.uk,exclude,GBR_united_kingdom,local
sherburninelmet-tc.gov.uk,exclude,GBR_united_kingdom,local
sherburnparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
shereparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
sherfieldenglish-pc.gov.uk,exclude,GBR_united_kingdom,local
sherfieldonloddon-pc.gov.uk,exclude,GBR_united_kingdom,local
sherfieldparkparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
sheriffhales-pc.gov.uk,exclude,GBR_united_kingdom,local
sheriffhuttonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
sheringhamtowncouncil.gov.uk,exclude,GBR_united_kingdom,local
sherington-pc.gov.uk,exclude,GBR_united_kingdom,local
shetland-library.gov.uk,exclude,GBR_united_kingdom,local
shetland.gov.uk,exclude,GBR_united_kingdom,local
shevingtonpc.gov.uk,exclude,GBR_united_kingdom,local
sheviockparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
shfao.gov.cn,exact,CHN_china,central-1
shfda.gov.cn,exact,CHN_china,central-1
shftz.gov.cn,exclude,CHN_china,local
shgrain.gov.cn,exact,CHN_china,central-1
shgtj.gov.cn,exact,CHN_china,central-1
shgzw.gov.cn,exact,CHN_china,central-1
shifnaltowncouncil.gov.uk,exclude,GBR_united_kingdom,local
shiguai.gov.cn,exclude,CHN_china,local
shilbottle-pc.gov.uk,exclude,GBR_united_kingdom,local
shildon.gov.uk,exclude,GBR_united_kingdom,local
shillingford-pc.gov.uk,exclude,GBR_united_kingdom,local
shillingstone-pc.gov.uk,exclude,GBR_united_kingdom,local
shillington-pc.gov.uk,exclude,GBR_united_kingdom,local
shiltonandbarnacleparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
shiltonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
shimpling-pc.gov.uk,exclude,GBR_united_kingdom,local
shincliffeparish.gov.uk,exclude,GBR_united_kingdom,local
shinfieldparish.gov.uk,exclude,GBR_united_kingdom,local
shipbourneparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
shipdhamparish.gov.uk,exclude,GBR_united_kingdom,local
shiphamparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
shipley-derbyshire-pc.gov.uk,exclude,GBR_united_kingdom,local
shipley-pc.gov.uk,exclude,GBR_united_kingdom,local
shipleytowncouncil.gov.uk,exclude,GBR_united_kingdom,local
shipton-pc.gov.uk,exclude,GBR_united_kingdom,local
shiptonmoyne-pc.gov.uk,exclude,GBR_united_kingdom,local
shiptonthorpeparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
shirebrooktowncouncil.gov.uk,exclude,GBR_united_kingdom,local
shiregroup-idbs.gov.uk,exclude,GBR_united_kingdom,local
shireoaks-pc.gov.uk,exclude,GBR_united_kingdom,local
shirlandhigham-pc.gov.uk,exclude,GBR_united_kingdom,local
shirley-pc.gov.uk,exclude,GBR_united_kingdom,local
shmec.gov.cn,exact,CHN_china,central-1
shmh.gov.cn,exclude,CHN_china,local
shmzj.gov.cn,exact,CHN_china,central-1
shobdonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
shobnall-pc.gov.uk,exclude,GBR_united_kingdom,local
sholdenparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
sholland.gov.uk,exclude,GBR_united_kingdom,local
shorehamparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
shoreswoodparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
shortstown-pc.gov.uk,exclude,GBR_united_kingdom,local
shorwellparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
shoscombeparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
shottisham-pc.gov.uk,exclude,GBR_united_kingdom,local
shottonparish.gov.uk,exclude,GBR_united_kingdom,local
shouguang.gov.cn,exclude,CHN_china,local
shouldham-pc.gov.uk,exclude,GBR_united_kingdom,local
shpt.gov.cn,exclude,CHN_china,local
shqp.gov.cn,exclude,CHN_china,local
shrawleyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
shrewleyparish.gov.uk,exclude,GBR_united_kingdom,local
shrewsburytowncouncil.gov.uk,exclude,GBR_united_kingdom,local
shrewtonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
shrophamparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
shropshire.gov.uk,exclude,GBR_united_kingdom,local
shropshirefire.gov.uk,exclude,GBR_united_kingdom,local
shroton-pc.gov.uk,exclude,GBR_united_kingdom,local
shsafety.gov.cn,exact,CHN_china,central-1
shsports.gov.cn,exact,CHN_china,central-1
shunde.gov.cn,exclude,CHN_china,local
shurdington-pc.gov.uk,exclude,GBR_united_kingdom,local
shute-pc.gov.uk,exclude,GBR_united_kingdom,local
shutlangerparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
shutt-pc.gov.uk,exclude,GBR_united_kingdom,local
shyp.gov.cn,exclude,CHN_china,local
shz.gov.cn,exclude,CHN_china,local
sibbertoftparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
siblehedingham-pc.gov.uk,exclude,GBR_united_kingdom,local
sibthorpeparish.gov.uk,exclude,GBR_united_kingdom,local
sidestrand-pc.gov.uk,exclude,GBR_united_kingdom,local
sidleshamparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
sidmouth.gov.uk,exclude,GBR_united_kingdom,local
sierrawild.gov,subtree,USA_united_states,central
sigoma.gov.uk,exclude,GBR_united_kingdom,local
sigpr.gov,subtree,USA_united_states,central
sihui.gov.cn,exclude,CHN_china,local
sikkim.gov.in,exact,IND_india,central-1
sikkimssdg.gov.in,exact,IND_india,central-1
sikkimtax.gov.in,exact,IND_india,central-1
sikkimtender.gov.in,exact,IND_india,central-1
silchester-pc.gov.uk,exclude,GBR_united_kingdom,local
silebyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
silifke-bld.gov.tr,exclude,TUR_turkey,local
silkstoneparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
silkwilloughby-pc.gov.uk,exclude,GBR_united_kingdom,local
silloth-on-solway-tc.gov.uk,exclude,GBR_united_kingdom,local
silsdentowncouncil.gov.uk,exclude,GBR_united_kingdom,local
siltonsandkepwick-pc.gov.uk,exclude,GBR_united_kingdom,local
silverdale-pc-lancs.gov.uk,exclude,GBR_united_kingdom,local
silverdale-staffs-pc.gov.uk,exclude,GBR_united_kingdom,local
silverendparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
silverstone-pc.gov.uk,exclude,GBR_united_kingdom,local
simasmyf.gob.mx,exclude,MEX_mexico,local
simastorreon.gob.mx,exclude,MEX_mexico,local
simonburnparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
simonstone-pc.gov.uk,exclude,GBR_united_kingdom,local
simonswood-pc.gov.uk,exclude,GBR_united_kingdom,local
simplereport.gov,subtree,USA_united_states,central
simpsonashland-pc.gov.uk,exclude,GBR_united_kingdom,local
sinaloa.gob.mx,exact,MEX_mexico,central-1
singletonandcharltonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
singletoncharlton-pc.gov.uk,exclude,GBR_united_kingdom,local
sipa.gov.cn,exclude,CHN_china,local
sipac.gov.cn,exclude,CHN_china,local
sir-benfro.gov.uk,exclude,GBR_united_kingdom,local
sirddinbych.gov.uk,exclude,GBR_united_kingdom,local
sirfynwy.gov.uk,exclude,GBR_united_kingdom,local
sirgaerfyrddin.gov.uk,exclude,GBR_united_kingdom,local
sirgar.gov.uk,exclude,GBR_united_kingdom,local
siryfflint.gov.uk,exclude,GBR_united_kingdom,local
sisanjuan.gob.ar,exact,ARG_argentina,central-1
siseministeerium.ee,subtree,EST_estonia,central
sismo.no,subtree,NOR_norway,central
sistonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
sithney-pc.gov.uk,exclude,GBR_united_kingdom,local
sitlingtonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
siv.no,subtree,NOR_norway,central
sivasilozelidaresi.gov.tr,exact,TUR_turkey,central-1
sivasozelidare.gov.tr,exact,TUR_turkey,central-1
sivilombudet.no,subtree,NOR_norway,central
sivilrett.no,subtree,NOR_norway,central
sixpennyhandleyandpentridge-pc.gov.uk,exclude,GBR_united_kingdom,local
sji.gov,subtree,USA_united_states,central
sjt.no,subtree,NOR_norway,central
sjzfgw.gov.cn,exclude,CHN_china,local
skatteetaten.no,subtree,NOR_norway,central
skeeby-pc.gov.uk,exclude,GBR_united_kingdom,local
skegness.gov.uk,exclude,GBR_united_kingdom,local
skellingthorpeparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
skelsmerghandscalthwaiterigg-pc.gov.uk,exclude,GBR_united_kingdom,local
skelton-york.gov.uk,exclude,GBR_united_kingdom,local
skeltonbrotton-pc.gov.uk,exclude,GBR_united_kingdom,local
skidbrookecumsaltfleet-pc.gov.uk,exclude,GBR_united_kingdom,local
skidbyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
skiptontowncouncil.gov.uk,exclude,GBR_united_kingdom,local
skipwith-pc.gov.uk,exclude,GBR_united_kingdom,local
skirlaughparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
skm.dk,subtree,DNK_denmark,central
skm.stat.no,subtree,NOR_norway,central
skogtiltaksfondet.no,subtree,NOR_norway,central
slaleyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
slapton-pc.gov.uk,exclude,GBR_united_kingdom,local
slaptonparishcouncil-devon.gov.uk,exclude,GBR_united_kingdom,local
slaugham-pc.gov.uk,exclude,GBR_united_kingdom,local
sleaford.gov.uk,exclude,GBR_united_kingdom,local
slgs.gov,subtree,USA_united_states,central
slimbridge-pc.gov.uk,exclude,GBR_united_kingdom,local
slindonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
slinfold-pc.gov.uk,exclude,GBR_united_kingdom,local
slipendparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
sloley-pc.gov.uk,exclude,GBR_united_kingdom,local
slottet.no,subtree,NOR_norway,central
slough.gov.uk,exclude,GBR_united_kingdom,local
slp.gob.mx,exact,MEX_mexico,central-1
slpfinanzas.gob.mx,exact,MEX_mexico,central-1
slynewithhest-pc.gov.uk,exclude,GBR_united_kingdom,local
sm.ee,subtree,EST_estonia,central
sm.gov.cn,exclude,CHN_china,local
smallburghparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
smalleyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
smannell-pc.gov.uk,exclude,GBR_united_kingdom,local
smapa.gob.mx,exclude,MEX_mexico,local
smardenparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
smart.gov,subtree,USA_united_states,central
smartcheck.gov,subtree,USA_united_states,central
smartgrid.gov,subtree,USA_united_states,central
smc.gov.in,exclude,IND_india,local
smeethparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
smeetonwesterby-pc.gov.uk,exclude,GBR_united_kingdom,local
smisbyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
smithsonian.gov,subtree,USA_united_states,central
smithswood-pc.gov.uk,exclude,GBR_united_kingdom,local
smm.lt,subtree,LTU_lithuania,central
smokefree.gov,subtree,USA_united_states,central
snailwellparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
snaintonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
snape-pc.gov.uk,exclude,GBR_united_kingdom,local
snapewiththorp-pc.gov.uk,exclude,GBR_united_kingdom,local
snasafjellstyre.no,subtree,NOR_norway,central
snedu.gov.cn,exact,CHN_china,central-1
snetterton-pc.gov.uk,exclude,GBR_united_kingdom,local
snettishamparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
snh.gov.uk,exact,GBR_united_kingdom,central-1
snitterbyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
snitterfieldparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
snodlandtowncouncil.gov.uk,exclude,GBR_united_kingdom,local
snowdonia-npa.gov.uk,exclude,GBR_united_kingdom,local
sns.gov,subtree,USA_united_states,central
snxunyi.gov.cn,exclude,CHN_china,local
soapap.gob.mx,exclude,MEX_mexico,local
soarc.gov,subtree,USA_united_states,central
soberton-pc.gov.uk,exclude,GBR_united_kingdom,local
socialsecurity.gov,subtree,USA_united_states,central
sodburytowncouncil.gov.uk,exclude,GBR_united_kingdom,local
sodir.no,subtree,NOR_norway,central
