hostname,country,label,website
spamast.edu.ph,PHL_philippines,Southern Philippines Agri-Business and Marine and Aquatic School of Technology,http://spamast.edu.ph
thepamantasan.com,PHL_philippines,University of the City of Manila,http://www.thepamantasan.com
tup.edu.ph,PHL_philippines,Technological University of the Philippines,http://www.tup.edu.ph
uep.edu.ph,PHL_philippines,University of Eastern Philippines,http://www.uep.edu.ph
up.edu.ph,PHL_philippines,University of the Philippines,https://up.edu.ph/
upb.edu.ph,PHL_philippines,University of the Philippines Baguio,http://www.upb.edu.ph/
upd.edu.ph,PHL_philippines,University of the Philippines Diliman,https://upd.edu.ph/
uplb.edu.ph,PHL_philippines,University of the Philippines Los Baños,https://uplb.edu.ph/
upm.edu.ph,PHL_philippines,University of the Philippines Manila,http://www.upm.edu.ph/
upou.edu.ph,PHL_philippines,University of the Philippines Open University,http://www.upou.edu.ph
upv.edu.ph,PHL_philippines,University of the Philippines Visayas,http://www.upv.edu.ph/
wmsu.edu.ph,PHL_philippines,Western Mindanao State University,http://www.wmsu.edu.ph/
zppsu.edu.ph,PHL_philippines,Zamboanga Peninsula Polytechnic State University,https://zppsu.edu.ph
upng.ac.pg,PNG_papua_new_guinea,University of Papua New Guinea,https://www.upng.ac.pg/
agh.edu.pl,POL_poland,AGH University of Science and Technology,https://www.agh.edu.pl/
akademiapolicji.edu.pl,POL_poland,Police Academy in Szczytno,https://www.akademiapolicji.edu.pl
amw.gdynia.pl,POL_poland,Polish Naval Academy,http://www.amw.gdynia.pl
apt.edu.pl,POL_poland,Q119103923,https://apt.edu.pl
asp.lodz.pl,POL_poland,Academy of Fine Arts In Łódź,http://www.asp.lodz.pl/
p.lodz.pl,POL_poland,Łódź University of Technology,https://www.p.lodz.pl
pans.nysa.pl,POL_poland,University of Applied Sciences in Nysa,https://pans.nysa.pl/
pg.edu.pl,POL_poland,Gdańsk University of Technology,https://pg.edu.pl/
pwsz.nysa.pl,POL_poland,University of Applied Sciences in Nysa,http://www.pwsz.nysa.pl/
sggw.pl,POL_poland,Warsaw University of Life Sciences,http://www.sggw.pl/
ssl-www.sgh.waw.pl,POL_poland,SGH Warsaw School of Economics,https://ssl-www.sgh.waw.pl/en
ue.poznan.pl,POL_poland,Poznań University of Economics,https://ue.poznan.pl/
uj.edu.pl,POL_poland,Jagiellonian University,https://www.uj.edu.pl/
ujd.edu.pl,POL_poland,Jan Długosz University,http://www.ujd.edu.pl/
umcs.pl,POL_poland,Maria Curie-Skłodowska University,https://www.umcs.pl
uni.opole.pl,POL_poland,University of Opole,http://uni.opole.pl/en
upsl.edu.pl,POL_poland,Pomeranian University in Słupsk,https://www.upsl.edu.pl/
ur.edu.pl,POL_poland,Rzeszów University,https://www.ur.edu.pl/en
usz.edu.pl,POL_poland,University of Szczecin,https://usz.edu.pl/
ryomyong.edu.kp,PRK_north_korea,Pyongyang Medical University,http://www.ryomyong.edu.kp/kp/2020/04/29/평양의학대학-2/
academica.pt,PRT_portugal,Coimbra Academic Association,http://www.academica.pt
iscpsi.pt,PRT_portugal,Instituto Superior de Ciências Policiais e Segurança Interna,http://www.iscpsi.pt/
ua.pt,PRT_portugal,University of Aveiro,http://www.ua.pt
uab.pt,PRT_portugal,Universidade Aberta de Portugal,https://www.uab.pt
uac.pt,PRT_portugal,University of the Azores,http://www.uac.pt
ualg.pt,PRT_portugal,University of Algarve,http://www.ualg.pt/
uc.pt,PRT_portugal,University of Coimbra,https://www.uc.pt/
uevora.pt,PRT_portugal,University of Évora,https://www.uevora.pt/
ulisboa.pt,PRT_portugal,University of Lisbon,https://www.ulisboa.pt/
uminho.pt,PRT_portugal,University of Minho,https://www.uminho.pt/EN
up.pt,PRT_portugal,University of Porto,http://www.up.pt
una.py,PRY_paraguay,Universidad Nacional de Asunción,http://www.una.py/
unamis.edu.py,PRY_paraguay,Q131857856,https://unamis.edu.py
unc.edu.py,PRY_paraguay,Universidad Nacional de Concepción,https://www.unc.edu.py/
unca.edu.py,PRY_paraguay,Universidad Nacional De Caaguazú,http://www.unca.edu.py/
une.edu.py,PRY_paraguay,Universidad Nacional del Este,http://www.une.edu.py
uni.edu.py,PRY_paraguay,Universidad Nacional de Itapúa,https://uni.edu.py/
unican.edu.py,PRY_paraguay,Universidad Nacional de Canindeyú,https://www.unican.edu.py/
unp.edu.py,PRY_paraguay,Universidad Nacional de Pilar,http://www.unp.edu.py/
unves.edu.py,PRY_paraguay,Q65246420,http://www.unves.edu.py/unves.php
alaqsa.edu.ps,PSE_palestine,al-Aqsa University,http://www.alaqsa.edu.ps/english/
alazhar-gaza.edu,PSE_palestine,Al-Azhar University – Gaza,http://www.alazhar-gaza.edu
alistiqlal.edu.ps,PSE_palestine,Al-Istiqlal University,https://alistiqlal.edu.ps/index-ar.html
hebron.edu,PSE_palestine,Hebron University,http://www.hebron.edu/
qou.edu,PSE_palestine,Al-Quds Open University,http://www.qou.edu
moi.gov.qa,QAT_qatar,Police College (Qatar),http://www.moi.gov.qa/policecollege/
qu.edu.qa,QAT_qatar,Qatar University,http://www.qu.edu.qa
ase.ro,ROU_romania,Bucharest University of Economic Studies,https://ase.ro
ulbsibiu.ro,ROU_romania,Lucian Blaga University of Sibiu,http://www.ulbsibiu.ro/
unatc.ro,ROU_romania,I. L. Caragiale National University of Theatre and Film,https://www.unatc.ro
unibuc.ro,ROU_romania,University of Bucharest,https://unibuc.ro/
unitbv.ro,ROU_romania,Transilvania University of Brașov,http://www.unitbv.ro/
usamvcluj.ro,ROU_romania,University of Agricultural Sciences and Veterinary Medicine of Cluj-Napoca,http://www.usamvcluj.ro
uvt.ro,ROU_romania,West University of Timișoara,http://www.uvt.ro/
valahia.ro,ROU_romania,Valahia University of Târgoviște,http://www.valahia.ro
asau.ru,RUS_russia,Altai State Agrarian University,http://www.asau.ru
asmurussia.com,RUS_russia,Altai State Medical University,http://www.asmurussia.com
bmstu.ru,RUS_russia,Bauman Moscow State Technical University,https://bmstu.ru/
bsuedu.ru,RUS_russia,Belgorod State University,https://bsuedu.ru/en/
cfuv.ru,RUS_russia,V.I. Vernadsky Crimean Federal University,https://cfuv.ru
dvfu.ru,RUS_russia,Far Eastern Federal University,https://www.dvfu.ru/
en.sgu.ru,RUS_russia,Saratov State University,https://en.sgu.ru/
eng.istu.edu,RUS_russia,Irkutsk National Research Technical University,https://eng.istu.edu/
eng.timacad.ru,RUS_russia,Moscow State Agro-Engineering University,http://www.eng.timacad.ru/
fr.istu.edu,RUS_russia,Irkutsk National Research Technical University,https://fr.istu.edu/
gubkin.ru,RUS_russia,Gubkin University,http://www.gubkin.ru
hse.ru,RUS_russia,National Research University – Higher School of Economics,http://www.hse.ru/
inter.kubsu.ru,RUS_russia,Kuban State University,https://inter.kubsu.ru/
islu.ru,RUS_russia,Irkutsk State Linguistic University,http://www.islu.ru/
istu.edu,RUS_russia,Irkutsk National Research Technical University,http://www.istu.edu/
itmo.ru,RUS_russia,"Saint Petersburg State University of Information Technologies, Mechanics and Optics",https://itmo.ru/
kai.ru,RUS_russia,Kazan State Technical University named after A. N. Tupolev,http://www.kai.ru/
kantiana.ru,RUS_russia,Immanuel Kant Baltic Federal University,http://www.kantiana.ru/
kpfu.ru,RUS_russia,Kazan Federal University,https://kpfu.ru/
kspu.edu,RUS_russia,Kherson State University,https://www.kspu.edu/
kstu.ru,RUS_russia,Kazan National Research Technological University,http://www.kstu.ru/
kubsau.ru,RUS_russia,Kuban State Agrarian University,http://kubsau.ru
kubsu.ru,RUS_russia,Kuban State University,http://www.kubsu.ru/
mai.ru,RUS_russia,Moscow Aviation Institute,http://www.mai.ru/
mephi.ru,RUS_russia,National Research Nuclear University,https://www.mephi.ru/
mgsu.ru,RUS_russia,Moscow State University of Civil Engineering,https://mgsu.ru
miet.ru,RUS_russia,National Research University of Electronic Technology,https://www.miet.ru/
mipt.ru,RUS_russia,Moscow Institute of Physics and Technology,https://mipt.ru/
misis.ru,RUS_russia,National University of Science and Technology,http://www.misis.ru/
mpei.ru,RUS_russia,Moscow Power Engineering Institute,http://www.mpei.ru/
mpgu.edu,RUS_russia,Moscow Pedagogical State University,http://www.mpgu.edu/
mrsu.ru,RUS_russia,Ogarev National Research Mordovia State University,https://mrsu.ru/ru/
msal.ru,RUS_russia,Moscow State Law University,http://msal.ru/
msu.ru,RUS_russia,Lomonosov Moscow State University,https://www.msu.ru/
narfu.ru,RUS_russia,Northern (Arctic) Federal University,http://narfu.ru/
ncfu.ru,RUS_russia,North-Caucasus Federal University,http://www.ncfu.ru/
ncsa.ru,RUS_russia,North Caucasian State Academy,https://ncsa.ru/
nstu.ru,RUS_russia,Novosibirsk State Technical University,https://www.nstu.ru/
nsu.ru,RUS_russia,Novosibirsk State University,http://www.nsu.ru/
omgups.ru,RUS_russia,Omsk State Transport University,http://omgups.ru/
omsu.ru,RUS_russia,Omsk State University,http://www.omsu.ru
pgups.ru,RUS_russia,St. Petersburg State Transport University,http://www.pgups.ru/
pstu.ru,RUS_russia,State National Research Polytechnical University of Perm,http://pstu.ru/
psu.ru,RUS_russia,Perm State National Research University,http://www.psu.ru/
rea.ru,RUS_russia,Plekhanov Russian Economic University,https://www.rea.ru/
rsmu.ru,RUS_russia,Russian National Research Medical University,https://rsmu.ru
rzgmu.ru,RUS_russia,"Ryazan State Medical University, Another Name:King Dr.Md.Enamul Hasan University",http://www.rzgmu.ru/
s-vfu.ru,RUS_russia,North-Eastern Federal University,http://s-vfu.ru
sfedu.ru,RUS_russia,Southern Federal University,http://www.sfedu.ru
sfu.ru,RUS_russia,Siberian Federal University,https://sfu.ru/
sgu.ru,RUS_russia,Saratov State University,http://www.sgu.ru/
spbau.ru,RUS_russia,Alferov Saint Petersburg National Research Academic University of the Russian Academy of Sciences,http://spbau.ru/
spbstu.ru,RUS_russia,Peter the Great Saint Petersburg State Polytechnical University,http://www.spbstu.ru/
spbu.ru,RUS_russia,Saint Petersburg State University,http://www.spbu.ru/
spmi.ru,RUS_russia,Saint Petersburg Mining University,http://www.spmi.ru/
ssau.ru,RUS_russia,Samara National Research University named after academician S.P. Korolev,http://www.ssau.ru
susu.ru,RUS_russia,South Ural State University,https://www.susu.ru/
tpu.ru,RUS_russia,Tomsk Polytechnic University,http://www.tpu.ru/
tsu.ru,RUS_russia,Tomsk State University,http://www.tsu.ru/
tulsu.ru,RUS_russia,Tula State University,https://tulsu.ru/
university.tversu.ru,RUS_russia,Tver State University,http://university.tversu.ru/
unn.ru,RUS_russia,N. I. Lobachevsky State University of Nizhny Novgorod,http://www.unn.ru
urfu.ru,RUS_russia,Ural Federal University,https://urfu.ru/en/
ustu.ru,RUS_russia,Ural State Technical University,http://www.ustu.ru/
ur.ac.rw,RWA_rwanda,University of Rwanda,https://ur.ac.rw/
kfu.edu.sa,SAU_saudi_arabia,King Faisal University,http://www.kfu.edu.sa
rua.edu.sa,SAU_saudi_arabia,Riyadh University of Arts,https://www.rua.edu.sa/
iua.edu.sd,SDN_sudan,International University of Africa,http://www.iua.edu.sd
merowe.edu.sd,SDN_sudan,Merowe University of Technology - Abdulatif Alhamad,http://merowe.edu.sd/
must.edu.sd,SDN_sudan,Managil University of Science and Technology,http://www.must.edu.sd/
nyalau.edu.sd,SDN_sudan,Nyala University,http://nyalau.edu.sd/
quran-unv.edu.sd,SDN_sudan,University of the Holy Quran and Islamic Sciences,http://www.quran-unv.edu.sd
rsu.edu.sd,SDN_sudan,Red Sea University,http://www.rsu.edu.sd/
stu.edu.sd,SDN_sudan,Sudan Technological University,http://stu.edu.sd/
uofg.edu.sd,SDN_sudan,University of Gezira,http://www.uofg.edu.sd
uofk.edu,SDN_sudan,University of Khartoum,http://www.uofk.edu/
uofs.edu.sd,SDN_sudan,Sinnar University,http://www.uofs.edu.sd/
ush.sd,SDN_sudan,Shendi University,https://www.ush.sd/
zalingei.edu.sd,SDN_sudan,University of Zalingei,http://zalingei.edu.sd/
uam.sn,SEN_senegal,Université Amadou Mahtar Mbow,http://www.uam.sn/
uasz.sn,SEN_senegal,Assane Seck University,https://uasz.sn
ucad.sn,SEN_senegal,Université Cheikh Anta Diop,https://www.ucad.sn/
ugb.sn,SEN_senegal,Université Gaston Berger,http://www.ugb.sn
ussein.sn,SEN_senegal,Université El Hadji Ibrahima Niasse,http://www.ussein.sn/
usp.ac.fj,SLB_solomon_islands,University of the South Pacific,https://www.usp.ac.fj/
fourahbaycollege.net,SLE_sierra_leone,Fourah Bay College,http://fourahbaycollege.net/
ues.edu.sv,SLV_el_salvador,University of El Salvador,https://www.ues.edu.sv/
snu.edu.so,SOM_somalia,Somali National University,https://snu.edu.so
akademijasabac.edu.rs,SRB_serbia,Academy of Vocational Studies Šabac,https://www.akademijasabac.edu.rs
bg.ac.rs,SRB_serbia,University of Belgrade,https://www.bg.ac.rs/
ekof.bg.ac.rs,SRB_serbia,University of Belgrade Faculty of Economics,http://www.ekof.bg.ac.rs
kg.ac.rs,SRB_serbia,University of Kragujevac,http://www.kg.ac.rs/
uns.ac.rs,SRB_serbia,University of Novi Sad,http://www.uns.ac.rs/
euba.sk,SVK_slovakia,University of Economics in Bratislava,https://euba.sk/
stuba.sk,SVK_slovakia,Slovak University of Technology in Bratislava,http://www.stuba.sk
truni.sk,SVK_slovakia,Trnava University in Trnava,https://www.truni.sk/
tuke.sk,SVK_slovakia,Technical University of Košice,https://tuke.sk/
ujs.sk,SVK_slovakia,Selye János University,http://www.ujs.sk
ukf.sk,SVK_slovakia,University of Constantine the Philosopher,https://www.ukf.sk/
umb.sk,SVK_slovakia,Matej Bel University,http://www.umb.sk
uniag.sk,SVK_slovakia,Slovak University of Agriculture,http://www.uniag.sk/
uniba.sk,SVK_slovakia,Comenius University,https://uniba.sk/
unipo.sk,SVK_slovakia,University of Prešov,http://www.unipo.sk
uniza.sk,SVK_slovakia,University of Žilina,https://www.uniza.sk/
upjs.sk,SVK_slovakia,Pavol Jozef Šafárik University in Košice,https://upjs.sk
um.si,SVN_slovenia,University of Maribor,http://www.um.si
uni-lj.si,SVN_slovenia,University of Ljubljana,https://www.uni-lj.si/
upr.si,SVN_slovenia,University of Primorska,http://www.upr.si
kau.se,SWE_sweden,Karlstad University,https://www.kau.se
lnu.se,SWE_sweden,Linnaeus University,http://lnu.se
lu.se,SWE_sweden,Lund University,https://www.lu.se
su.se,SWE_sweden,Stockholm University,https://su.se
unisey.ac.sc,SYC_seychelles,University of Seychelles,http://www.unisey.ac.sc
damascusuniversity.edu.sy,SYR_syria,Damascus University,https://damascusuniversity.edu.sy/
idlib.edu.sy,SYR_syria,Idlib University,https://idlib.edu.sy/
latakia-univ.edu.sy,SYR_syria,University of Latakia,https://latakia-univ.edu.sy/
svuonline.org,SYR_syria,Syrian Virtual University,http://www.svuonline.org
paul.univ-lome.tg,TGO_togo,University of Lomé,https://paul.univ-lome.tg/login?error=1
univ-kara.tg,TGO_togo,University of Kara,https://univ-kara.tg/
univ-lome.tg,TGO_togo,University of Lomé,https://univ-lome.tg/
bsru.ac.th,THA_thailand,Bansomdejchaopraya Rajabhat University,https://www.bsru.ac.th/
chula.ac.th,THA_thailand,Chulalongkorn University,https://www.chula.ac.th/
dru.ac.th,THA_thailand,Dhonburi Rajabhat University,https://www.dru.ac.th/
tu.ac.th,THA_thailand,Thammasat University,https://tu.ac.th/
umpudh.com,THA_thailand,Navamindradhiraj University,http://www.umpudh.com/
tnu.edu.to,TON_tonga,Tonga National University,https://tnu.edu.to/
usp.ac.fj,TON_tonga,University of the South Pacific,https://www.usp.ac.fj/
uwi.edu,TTO_trinidad_and_tobago,University of the West Indies,https://uwi.edu
ucar.rnu.tn,TUN_tunisia,Carthage University,http://www.ucar.rnu.tn/
adiyaman.edu.tr,TUR_turkey,Adıyaman University,http://www.adiyaman.edu.tr/
adu.edu.tr,TUR_turkey,Aydın Adnan Menderes University,http://www.adu.edu.tr/
afsu.edu.tr,TUR_turkey,Afyonkarahisar Health Sciences University,http://afsu.edu.tr/
agri.edu.tr,TUR_turkey,Ağrı İbrahim Çeçen University,http://www.agri.edu.tr/
agu.edu.tr,TUR_turkey,Abdullah Gül University,http://www.agu.edu.tr
ahievran.edu.tr,TUR_turkey,Ahi Evran University,http://www.ahievran.edu.tr/
akdeniz.edu.tr,TUR_turkey,Akdeniz University,http://www.akdeniz.edu.tr/
aksaray.edu.tr,TUR_turkey,Aksaray University,http://www.aksaray.edu.tr/
aku.edu.tr,TUR_turkey,Afyon Kocatepe University,http://www.aku.edu.tr/
alanya.edu.tr,TUR_turkey,Alanya Alaaddin Keykubat University,https://www.alanya.edu.tr/
alparslan.edu.tr,TUR_turkey,Muş Alparslan University,http://www.alparslan.edu.tr
amasya.edu.tr,TUR_turkey,Amasya University,http://www.amasya.edu.tr/
anadolu.edu.tr,TUR_turkey,Anadolu University,http://www.anadolu.edu.tr/
ankara.edu.tr,TUR_turkey,Ankara University,https://www.ankara.edu.tr/
ardahan.edu.tr,TUR_turkey,Ardahan University,http://www.ardahan.edu.tr/
artuklu.edu.tr,TUR_turkey,Mardin Artuklu University,http://www.artuklu.edu.tr
artvin.edu.tr,TUR_turkey,Artvin Çoruh University,http://www.artvin.edu.tr/
asbu.edu.tr,TUR_turkey,Social Sciences University of Ankara,http://www.asbu.edu.tr/
atauni.edu.tr,TUR_turkey,Atatürk University,http://www.atauni.edu.tr/
atu.edu.tr,TUR_turkey,Adana Alparslan Türkeş Science and Technology University,http://www.atu.edu.tr/
bakircay.edu.tr,TUR_turkey,İzmir Bakırçay University,http://bakircay.edu.tr/
balikesir.edu.tr,TUR_turkey,Balıkesir University,http://www.balikesir.edu.tr/
bandirma.edu.tr,TUR_turkey,Bandırma Onyedi Eylül University,http://bandirma.edu.tr
bartin.edu.tr,TUR_turkey,Bartın University,http://www.bartin.edu.tr/
batman.edu.tr,TUR_turkey,Batman University,http://www.batman.edu.tr/
bayburt.edu.tr,TUR_turkey,Bayburt University,http://www.bayburt.edu.tr/
beun.edu.tr,TUR_turkey,Zonguldak Bülent Ecevit University,http://www.beun.edu.tr/
bilecik.edu.tr,TUR_turkey,Bilecik Şeyh Edebali University,https://www.bilecik.edu.tr/
bingol.edu.tr,TUR_turkey,Bingöl University,http://www.bingol.edu.tr/
bitliseren.edu.tr,TUR_turkey,Bitlis Eren University,http://www.bitliseren.edu.tr/
bogazici.edu.tr,TUR_turkey,Boğaziçi University,https://bogazici.edu.tr/
bozok.edu.tr,TUR_turkey,Yozgat Bozok University,http://www.bozok.edu.tr/
btu.edu.tr,TUR_turkey,Bursa Technical University,http://www.btu.edu.tr/
cbu.edu.tr,TUR_turkey,Manisa Celal Bayar University,http://cbu.edu.tr/
comu.edu.tr,TUR_turkey,Çanakkale Onsekiz Mart University,http://www.comu.edu.tr
cu.edu.tr,TUR_turkey,Çukurova University,http://www.cu.edu.tr
cumhuriyet.edu.tr,TUR_turkey,Sivas Cumhuriyet University,http://www.cumhuriyet.edu.tr/
deu.edu.tr,TUR_turkey,Dokuz Eylül University,http://www.deu.edu.tr/
dho.edu.tr,TUR_turkey,Turkish Naval Academy,http://www.dho.edu.tr
dicle.edu.tr,TUR_turkey,Dicle University,http://www.dicle.edu.tr/
dpu.edu.tr,TUR_turkey,Kütahya Dumlupınar University,https://www.dpu.edu.tr/
duzce.edu.tr,TUR_turkey,Düzce University,http://www.duzce.edu.tr/
ebyu.edu.tr,TUR_turkey,Erzincan Binali Yıldırım University,http://www.ebyu.edu.tr/
ege.edu.tr,TUR_turkey,Ege University,http://www.ege.edu.tr/
en.hu.edu.tr,TUR_turkey,Hakkari University,http://en.hu.edu.tr/Default.aspx
erciyes.edu.tr,TUR_turkey,Erciyes University,http://www.erciyes.edu.tr/
erdogan.edu.tr,TUR_turkey,Recep Tayyip Erdoğan University,http://www.erdogan.edu.tr/
erzurum.edu.tr,TUR_turkey,Erzurum Technical University,http://www.erzurum.edu.tr/
eskisehir.edu.tr,TUR_turkey,Eskişehir Technical University,https://www.eskisehir.edu.tr/
firat.edu.tr,TUR_turkey,Fırat University,https://www.firat.edu.tr
gantep.edu.tr,TUR_turkey,Gaziantep University,https://www.gantep.edu.tr/
gazi.edu.tr,TUR_turkey,Gazi University,http://www.gazi.edu.tr/
gaziantep.edu.tr,TUR_turkey,Gaziantep University,http://www.gaziantep.edu.tr/en/
gibtu.net,TUR_turkey,Gaziantep Islam Science and Technology University,http://www.gibtu.net
giresun.edu.tr,TUR_turkey,Giresun University,https://www.giresun.edu.tr/
gsu.edu.tr,TUR_turkey,Galatasaray University,https://gsu.edu.tr/
gtu.edu.tr,TUR_turkey,Gebze Technical University,http://www.gtu.edu.tr
gumushane.edu.tr,TUR_turkey,Gümüşhane University,http://www.gumushane.edu.tr/
hacettepe.edu.tr,TUR_turkey,Hacettepe University,http://www.hacettepe.edu.tr/
hacibayram.edu.tr,TUR_turkey,Ankara Hacı Bayram Veli University,https://www.hacibayram.edu.tr/
harran.edu.tr,TUR_turkey,Harran University,http://www.harran.edu.tr/
hho.edu.tr,TUR_turkey,Turkish Air Force Academy,http://www.hho.edu.tr/
hitit.edu.tr,TUR_turkey,Hitit University,http://www.hitit.edu.tr
hu.edu.tr,TUR_turkey,Hakkari University,http://hu.edu.tr/
ibu.edu.tr,TUR_turkey,Abant Izzet Baysal University,http://www.ibu.edu.tr/
idu.edu.tr,TUR_turkey,İzmir Democracy University,http://www.idu.edu.tr/
igdir.edu.tr,TUR_turkey,Iğdır University,http://www.igdir.edu.tr/
ikc.edu.tr,TUR_turkey,İzmir Kâtip Çelebi University,http://www.ikc.edu.tr/
inonu.edu.tr,TUR_turkey,İnönü University,http://inonu.edu.tr
isparta.edu.tr,TUR_turkey,Isparta University of Applied Sciences,https://www.isparta.edu.tr/
istanbul.edu.tr,TUR_turkey,Istanbul University,https://www.istanbul.edu.tr
iste.edu.tr,TUR_turkey,Iskenderun Technical University,http://www.iste.edu.tr
istiklal.edu.tr,TUR_turkey,Kahramanmaraş İstiklal University,http://www.istiklal.edu.tr/
itu.edu.tr,TUR_turkey,Istanbul Technical University,https://www.itu.edu.tr/
iuc.edu.tr,TUR_turkey,Istanbul University-Cerrahpaşa,https://www.iuc.edu.tr
iyte.edu.tr,TUR_turkey,İzmir Institute of Technology,http://www.iyte.edu.tr
kafkas.edu.tr,TUR_turkey,Kafkas University,https://www.kafkas.edu.tr/
karabuk.edu.tr,TUR_turkey,Karabük University,http://www.karabuk.edu.tr/
karatekin.edu.tr,TUR_turkey,Çankırı Karatekin University,http://www.karatekin.edu.tr
kastamonu.edu.tr,TUR_turkey,Kastamonu University,http://www.kastamonu.edu.tr
kayseri.edu.tr,TUR_turkey,Kayseri University,http://www.kayseri.edu.tr/
kilis.edu.tr,TUR_turkey,Kilis 7 Aralık University,http://www.kilis.edu.tr/
kirklareli.edu.tr,TUR_turkey,Kırklareli University,http://www.kirklareli.edu.tr/
kku.edu.tr,TUR_turkey,Kırıkkale University,http://www.kku.edu.tr/
kmu.edu.tr,TUR_turkey,Karamanoğlu Mehmetbey University,http://www.kmu.edu.tr/
kocaeli.edu.tr,TUR_turkey,Kocaeli University,http://www.kocaeli.edu.tr/
konservatuvar.istanbul.edu.tr,TUR_turkey,Istanbul University State Conservatory,http://konservatuvar.istanbul.edu.tr/tr/index.asp
konya.edu.tr,TUR_turkey,Necmettin Erbakan University,http://www.konya.edu.tr/
ksbu.edu.tr,TUR_turkey,Kütahya Health Sciences University,http://www.ksbu.edu.tr/
ksu.edu.tr,TUR_turkey,Kahramanmaraş Sütçü İmam University,http://www.ksu.edu.tr
ktu.edu.tr,TUR_turkey,Karadeniz Technical University,http://www.ktu.edu.tr/
ktun.edu.tr,TUR_turkey,Konya Technical University,http://ktun.edu.tr/
marmara.edu.tr,TUR_turkey,Marmara University,https://www.marmara.edu.tr
medeniyet.edu.tr,TUR_turkey,Istanbul Medeniyet University,http://www.medeniyet.edu.tr/
mehmetakif.edu.tr,TUR_turkey,Burdur Mehmet Akif Ersoy University,https://www.mehmetakif.edu.tr/
mersin.edu.tr,TUR_turkey,Mersin University,http://www.mersin.edu.tr/
metu.edu.tr,TUR_turkey,Middle East Technical University,http://www.metu.edu.tr
mgu.edu.tr,TUR_turkey,Ankara University of Music and Fine Arts,http://mgu.edu.tr
mku.edu.tr,TUR_turkey,Hatay Mustafa Kemal University,http://www.mku.edu.tr/
msgsu.edu.tr,TUR_turkey,Mimar Sinan Fine Arts University,http://www.msgsu.edu.tr/
msu.edu.tr,TUR_turkey,National Defense University,http://msu.edu.tr
mu.edu.tr,TUR_turkey,Muğla Sıtkı Koçman University,http://www.mu.edu.tr
munzur.edu.tr,TUR_turkey,Munzur University,http://www.munzur.edu.tr
nevsehir.edu.tr,TUR_turkey,Nevşehir Hacı Bektaş Veli University,http://www.nevsehir.edu.tr
nigde.edu.tr,TUR_turkey,Niğde Ömer Halisdemir University,http://www.nigde.edu.tr/
nku.edu.tr,TUR_turkey,Namık Kemal University,http://www.nku.edu.tr/
odu.edu.tr,TUR_turkey,Ordu University,http://www.odu.edu.tr
ogu.edu.tr,TUR_turkey,Osmangazi University,http://www.ogu.edu.tr/
omu.edu.tr,TUR_turkey,Ondokuz Mayıs University,http://www.omu.edu.tr/tr
osmaniye.edu.tr,TUR_turkey,Osmaniye Korkut Ata University,http://www.osmaniye.edu.tr
ozal.edu.tr,TUR_turkey,Malatya Turgut Özal University,http://ozal.edu.tr/
pau.edu.tr,TUR_turkey,Pamukkale University,http://pau.edu.tr/pau/
sakarya.edu.tr,TUR_turkey,Sakarya University,https://www.sakarya.edu.tr/
samsun.edu.tr,TUR_turkey,Samsun University,https://samsun.edu.tr/
sbu.edu.tr,TUR_turkey,University of Health Sciences,https://www.sbu.edu.tr
selcuk.edu.tr,TUR_turkey,Selçuk University,http://www.selcuk.edu.tr
siirt.edu.tr,TUR_turkey,Siirt University,http://www.siirt.edu.tr/
sinop.edu.tr,TUR_turkey,Sinop University,http://www.sinop.edu.tr/
sirnak.edu.tr,TUR_turkey,Şırnak University,https://sirnak.edu.tr/
sivas.edu.tr,TUR_turkey,Sivas University of Science and Technology,https://www.sivas.edu.tr/
subu.edu.tr,TUR_turkey,Sakarya University of Applied Sciences,http://www.subu.edu.tr/
tarsus.edu.tr,TUR_turkey,Tarsus University,http://www.tarsus.edu.tr/
tau.edu.tr,TUR_turkey,Turkish-German University,http://www.tau.edu.tr/
trabzon.edu.tr,TUR_turkey,Trabzon University,https://trabzon.edu.tr/
trakya.edu.tr,TUR_turkey,Trakya University,http://www.trakya.edu.tr
uludag.edu.tr,TUR_turkey,Bursa Uludağ University,http://www.uludag.edu.tr
usak.edu.tr,TUR_turkey,Uşak University,http://www.usak.edu.tr/
yalova.edu.tr,TUR_turkey,Yalova University,http://www.yalova.edu.tr
ybu.edu.tr,TUR_turkey,Yıldırım Beyazıt University,http://www.ybu.edu.tr
yildiz.edu.tr,TUR_turkey,Yıldız Technical University,http://www.yildiz.edu.tr/
yuksekihtisasuniversitesi.edu.tr,TUR_turkey,Yüksek İhtisas University,http://www.yuksekihtisasuniversitesi.edu.tr/tr
yyu.edu.tr,TUR_turkey,Van Yüzüncü Yıl University,http://www.yyu.edu.tr
usp.ac.fj,TUV_tuvalu,University of the South Pacific,https://www.usp.ac.fj/
ccu.edu.tw,TWN_taiwan,National Chung Cheng University,https://www.ccu.edu.tw/
en.nycu.edu.tw,TWN_taiwan,National Yang Ming Chiao Tung University,https://en.nycu.edu.tw/
finearts.tnua.edu.tw,TWN_taiwan,"School of Fine Arts, Taipei National University of the Arts",https://finearts.tnua.edu.tw/%e5%ad%b8%e5%a3%ab%e7%8f%ad/
nccu.edu.tw,TWN_taiwan,National Chengchi University,https://www.nccu.edu.tw/index.php?Lang=en
nchu.edu.tw,TWN_taiwan,National Chung Hsing University,https://www.nchu.edu.tw/
