hostname,country,label,website
tu-dortmund.de,DEU_germany,Technical University of Dortmund,https://www.tu-dortmund.de/
tu-dresden.de,DEU_germany,TU Dresden,https://tu-dresden.de/
tu-freiberg.de,DEU_germany,Freiberg University of Mining and Technology,https://tu-freiberg.de/
tu-ilmenau.de,DEU_germany,Technische Universität Ilmenau,https://www.tu-ilmenau.de
tu.berlin,DEU_germany,Technische Universität Berlin,https://www.tu.berlin/
tuhh.de,DEU_germany,Hamburg University of Technology,https://www.tuhh.de/
tum.de,DEU_germany,Technical University of Munich,https://www.tum.de/
udk-berlin.de,DEU_germany,Berlin University of the Arts,https://www.udk-berlin.de/
umg.eu,DEU_germany,Universitätsmedizin Göttingen,https://www.umg.eu/
uni-augsburg.de,DEU_germany,University of Augsburg,http://www.uni-augsburg.de/
uni-bamberg.de,DEU_germany,University of Bamberg,https://www.uni-bamberg.de/
uni-bayreuth.de,DEU_germany,University of Bayreuth,https://www.uni-bayreuth.de/
uni-bielefeld.de,DEU_germany,Bielefeld University,https://www.uni-bielefeld.de/
uni-bonn.de,DEU_germany,University of Bonn,https://www.uni-bonn.de
uni-bremen.de,DEU_germany,University of Bremen,https://www.uni-bremen.de/
uni-due.de,DEU_germany,University of Duisburg-Essen,https://www.uni-due.de/
uni-erfurt.de,DEU_germany,University of Erfurt,https://www.uni-erfurt.de/
uni-flensburg.de,DEU_germany,University of Flensburg,https://www.uni-flensburg.de/
uni-freiburg.de,DEU_germany,University of Freiburg,https://uni-freiburg.de/
uni-giessen.de,DEU_germany,University of Giessen,https://www.uni-giessen.de/
uni-goettingen.de,DEU_germany,University of Göttingen,https://www.uni-goettingen.de/
uni-greifswald.de,DEU_germany,University of Greifswald,https://www.uni-greifswald.de/
uni-halle.de,DEU_germany,Martin Luther University Halle-Wittenberg,https://www.uni-halle.de/
uni-hamburg.de,DEU_germany,University of Hamburg,https://uni-hamburg.de
uni-hannover.de,DEU_germany,Leibniz University Hannover,https://www.uni-hannover.de/
uni-heidelberg.de,DEU_germany,Heidelberg University,https://www.uni-heidelberg.de/
uni-hildesheim.de,DEU_germany,University of Hildesheim,https://www.uni-hildesheim.de/
uni-hohenheim.de,DEU_germany,University of Hohenheim,https://www.uni-hohenheim.de/
uni-jena.de,DEU_germany,University of Jena,https://www.uni-jena.de/
uni-kassel.de,DEU_germany,University of Kassel,https://www.uni-kassel.de
uni-kiel.de,DEU_germany,Kiel University,https://www.uni-kiel.de/de/
uni-koeln.de,DEU_germany,University of Cologne,https://uni-koeln.de
uni-konstanz.de,DEU_germany,University of Konstanz,https://www.uni-konstanz.de/
uni-leipzig.de,DEU_germany,Leipzig University,https://www.uni-leipzig.de/
uni-luebeck.de,DEU_germany,University of Lübeck,https://www.uni-luebeck.de/
uni-mainz.de,DEU_germany,Johannes Gutenberg University Mainz,https://www.uni-mainz.de/
uni-mannheim.de,DEU_germany,University of Mannheim,https://www.uni-mannheim.de/
uni-marburg.de,DEU_germany,University of Marburg,https://www.uni-marburg.de/
uni-muenster.de,DEU_germany,University of Münster,https://www.uni-muenster.de/
uni-osnabrueck.de,DEU_germany,Osnabrück University,http://www.uni-osnabrueck.de
uni-paderborn.de,DEU_germany,University of Paderborn,https://www.uni-paderborn.de
uni-passau.de,DEU_germany,University of Passau,https://www.uni-passau.de/
uni-potsdam.de,DEU_germany,University of Potsdam,https://www.uni-potsdam.de/
uni-regensburg.de,DEU_germany,University of Regensburg,https://www.uni-regensburg.de/
uni-rostock.de,DEU_germany,University of Rostock,https://www.uni-rostock.de/
uni-saarland.de,DEU_germany,Saarland University,https://www.uni-saarland.de/
uni-siegen.de,DEU_germany,University of Siegen,https://www.uni-siegen.de/
uni-speyer.de,DEU_germany,German University of Administrative Sciences Speyer,https://www.uni-speyer.de/
uni-stuttgart.de,DEU_germany,University of Stuttgart,https://www.uni-stuttgart.de
uni-trier.de,DEU_germany,Trier University,https://www.uni-trier.de/
uni-tuebingen.de,DEU_germany,University of Tübingen,https://uni-tuebingen.de/
uni-ulm.de,DEU_germany,Ulm University,https://www.uni-ulm.de/
uni-vechta.de,DEU_germany,University of Vechta,http://www.uni-vechta.de/
uni-weimar.de,DEU_germany,Bauhaus-Universität Weimar,http://www.uni-weimar.de/
uni-wuerzburg.de,DEU_germany,University of Würzburg,http://www.uni-wuerzburg.de/
unibw.de,DEU_germany,University of the Bundeswehr Munich,https://www.unibw.de/
uol.de,DEU_germany,University of Oldenburg,https://uol.de/
utn.de,DEU_germany,University of Technology Nuremberg,https://www.utn.de/
w-hs.de,DEU_germany,Westphalian University of Applied Sciences Gelsenkirchen Bocholt Recklinghausen,http://www.w-hs.de/
au.dk,DNK_denmark,Aarhus University,https://www.au.dk/
dtu.dk,DNK_denmark,Technical University of Denmark,https://www.dtu.dk/
filmskolen.dk,DNK_denmark,National Film School of Denmark,http://www.filmskolen.dk
ku.dk,DNK_denmark,University of Copenhagen,https://www.ku.dk/
sdu.dk,DNK_denmark,University of Southern Denmark,https://www.sdu.dk/
uasd.edu.do,DOM_dominican_republic,Autonomous University of Santo Domingo,https://www.uasd.edu.do/
cu-tipaza.dz,DZA_algeria,Centre Universitaire Morsli Abdellah de Tipaza,https://cu-tipaza.dz/ar/
univ-alger.dz,DZA_algeria,University of Algiers 1,http://www.univ-alger.dz/
univ-alger2.dz,DZA_algeria,Algiers 2 University,http://www.univ-alger2.dz/
univ-alger3.dz,DZA_algeria,University of Algiers 3,http://www.univ-alger3.dz/
univ-annaba.dz,DZA_algeria,Badji Mokhtar-Annaba University,http://www.univ-annaba.dz/
univ-bejaia.dz,DZA_algeria,University of Béjaïa,http://univ-bejaia.dz
univ-boumerdes.dz,DZA_algeria,M'hamed Bougara University of Boumerdès,http://www.univ-boumerdes.dz/
univ-chlef.dz,DZA_algeria,Hassiba Benbouali University of Chlef,http://www.univ-chlef.dz
univ-saida.dz,DZA_algeria,Université Tahar Moulay de Saida,https://www.univ-saida.dz/ar/
usthb.dz,DZA_algeria,"University of Science and Technology, Houari Boumediene",http://www.usthb.dz/
espol.edu.ec,ECU_ecuador,Escuela Superior Politécnica del Litoral,https://www.espol.edu.ec/
uea.edu.ec,ECU_ecuador,Estatal Amazonica University,http://www.uea.edu.ec/
unach.edu.ec,ECU_ecuador,Universidad Nacional de Chimborazo,https://www.unach.edu.ec/
alexu.edu.eg,EGY_egypt,Alexandria University,https://alexu.edu.eg
asu.edu.eg,EGY_egypt,Ain Shams University,https://www.asu.edu.eg/
azhar.edu.eg,EGY_egypt,Al-Azhar University,http://www.azhar.edu.eg
batechu.com,EGY_egypt,Borg El Arab Technological University,https://batechu.com/
cu.edu.eg,EGY_egypt,Cairo University,http://www.cu.edu.eg
dtu.edu.eg,EGY_egypt,Delta Technological University,https://dtu.edu.eg/
helwan.edu.eg,EGY_egypt,Capital University (Egypt),https://www.helwan.edu.eg/
sohag-univ.edu.eg,EGY_egypt,Sohag University,https://www.sohag-univ.edu.eg
zu.edu.eg,EGY_egypt,Zagazig University,http://www.zu.edu.eg/
blog.uclm.es,ESP_spain,CRE-UCLM,http://blog.uclm.es/creuclm/
english.ulpgc.es,ESP_spain,University of Las Palmas de Gran Canaria,https://www.english.ulpgc.es/
escm.es,ESP_spain,Superior Singing School of Madrid,http://escm.es/
idarte.eus,ESP_spain,School of Art and Higher School of Design,https://www.idarte.eus/
realacademiadesanquirce.es,ESP_spain,Real Academia de Historia y Arte de San Quirce,https://www.realacademiadesanquirce.es/
ua.es,ESP_spain,University of Alicante,https://www.ua.es
uab.cat,ESP_spain,Autonomous University of Barcelona,https://www.uab.cat
uah.es,ESP_spain,University of Alcalá,https://www.uah.es
ual.es,ESP_spain,University of Almería,https://www.ual.es
uam.es,ESP_spain,Autonomous University of Madrid,https://www.uam.es
ubu.es,ESP_spain,University of Burgos,https://www.ubu.es
uc3m.es,ESP_spain,Universidad Carlos III de Madrid,http://www.uc3m.es
uca.es,ESP_spain,University of Cádiz,https://www.uca.es
uclm.es,ESP_spain,Universidad de Castilla-La Mancha,https://www.uclm.es/
ucm.es,ESP_spain,Complutense University of Madrid,https://www.ucm.es
uco.es,ESP_spain,University of Cordoba,https://www.uco.es
udc.gal,ESP_spain,University of A Coruña,https://www.udc.gal
udg.edu,ESP_spain,University of Girona,https://www.udg.edu
udl.cat,ESP_spain,University of Lleida,http://www.udl.cat/ca/
ugr.es,ESP_spain,University of Granada,https://www.ugr.es
uhu.es,ESP_spain,University of Huelva,https://www.uhu.es
uib.cat,ESP_spain,University of the Balearic Islands,https://www.uib.cat
uimp.es,ESP_spain,Universidad Internacional Menéndez Pelayo,https://www.uimp.es/
ujaen.es,ESP_spain,University of Jaén,https://www.ujaen.es
uji.es,ESP_spain,Jaume I University,https://www.uji.es
ull.es,ESP_spain,University of La Laguna,https://www.ull.es/
ulpgc.es,ESP_spain,University of Las Palmas de Gran Canaria,https://www.ulpgc.es/
um.es,ESP_spain,University of Murcia,https://www.um.es/
uma.es,ESP_spain,Universidad de Málaga,https://www.uma.es/
umh.es,ESP_spain,Miguel Hernández University of Elche,https://www.umh.es
unavarra.es,ESP_spain,Public University of Navarre,https://www.unavarra.es
uned.es,ESP_spain,National University of Distance Education,https://www.uned.es
unex.es,ESP_spain,University of Extremadura,https://www.unex.es
unia.es,ESP_spain,Universidad Internacional de Andalucía,https://www.unia.es
unican.es,ESP_spain,University of Cantabria,https://www.unican.es
unileon.es,ESP_spain,University of León,https://www.unileon.es/
uniovi.es,ESP_spain,University of Oviedo,https://www.uniovi.es/
unirioja.es,ESP_spain,University of La Rioja,https://www.unirioja.es/
unizar.es,ESP_spain,University of Zaragoza,http://www.unizar.es/information-institution/university-information
upct.es,ESP_spain,Universidad Politécnica de Cartagena,https://www.upct.es/
upf.edu,ESP_spain,Pompeu Fabra University,https://www.upf.edu
upm.es,ESP_spain,Technical University of Madrid,https://www.upm.es/
upo.es,ESP_spain,Pablo de Olavide University,https://www.upo.es
upv.es,ESP_spain,Technical University of Valencia,https://www.upv.es/
urjc.es,ESP_spain,King Juan Carlos University,https://www.urjc.es
urv.cat,ESP_spain,Rovira i Virgili University,https://www.urv.cat/
us.es,ESP_spain,University of Seville,https://www.us.es/
usal.es,ESP_spain,University of Salamanca,https://www.usal.es/
usc.gal,ESP_spain,University of Santiago de Compostela,https://www.usc.gal/en
uv.es,ESP_spain,University of Valencia,https://www.uv.es/
uva.es,ESP_spain,University of Valladolid,https://www.uva.es/
uvigo.gal,ESP_spain,Vigo University,https://www.uvigo.gal/
web.ub.edu,ESP_spain,University of Barcelona,https://web.ub.edu/web/ub/
tlu.ee,EST_estonia,Tallinn University,https://www.tlu.ee/
ut.ee,EST_estonia,University of Tartu,https://ut.ee
su.edu.et,ETH_ethiopia,Samara University,http://www.su.edu.et/
aalto.fi,FIN_finland,Aalto University,https://www.aalto.fi/
abo.fi,FIN_finland,Åbo Akademi University,https://www.abo.fi/
hanken.fi,FIN_finland,Hanken School of Economics,https://www.hanken.fi
helsinki.fi,FIN_finland,University of Helsinki,https://www.helsinki.fi/en
oulu.fi,FIN_finland,University of Oulu,https://oulu.fi
tuni.fi,FIN_finland,Tampere University,https://www.tuni.fi
uef.fi,FIN_finland,University of Eastern Finland,http://www.uef.fi
uniarts.fi,FIN_finland,Sibelius Academy,http://www.uniarts.fi/siba
utu.fi,FIN_finland,University of Turku,https://www.utu.fi/
uwasa.fi,FIN_finland,University of Vaasa,http://www.uwasa.fi
usp.ac.fj,FJI_fiji,University of the South Pacific,https://www.usp.ac.fj/
agroparistech.fr,FRA_france,"AgroParisTech, Paris-Saclay University",http://www.agroparistech.fr/
assas-universite.fr,FRA_france,Panthéon-Assas University Paris,https://www.assas-universite.fr
bordeaux-inp.fr,FRA_france,Institut polytechnique de Bordeaux,https://www.bordeaux-inp.fr/
bretagne-inp.fr,FRA_france,Bretagne Institute of Technology,https://bretagne-inp.fr/
centralelille.fr,FRA_france,École Centrale de Lille,https://centralelille.fr/
centralesupelec.fr,FRA_france,CentraleSupélec,https://www.centralesupelec.fr/
chartes.psl.eu,FRA_france,École des chartes,https://www.chartes.psl.eu/
clermont-auvergne-inp.fr,FRA_france,National Polytechnic Institute of Clermont Auvergne,https://www.clermont-auvergne-inp.fr/
cyu.fr,FRA_france,CY Cergy Paris University,https://www.cyu.fr
dauphine.psl.eu,FRA_france,Paris Dauphine University,https://dauphine.psl.eu/
ehess.fr,FRA_france,School for Advanced Studies in the Social Sciences,https://www.ehess.fr/
english.univ-nantes.fr,FRA_france,Nantes University,https://english.univ-nantes.fr/
ensc-rennes.fr,FRA_france,École nationale supérieure de chimie de Rennes,https://www.ensc-rennes.fr
enscmu.uha.fr,FRA_france,École nationale supérieure de chimie de Mulhouse,https://www.enscmu.uha.fr
ensp.interieur.gouv.fr,FRA_france,France's National Police College,https://www.ensp.interieur.gouv.fr/
enssib.fr,FRA_france,École nationale supérieure des sciences de l'information et des bibliothèques,http://www.enssib.fr
ephe.psl.eu,FRA_france,École pratique des hautes études,https://www.ephe.psl.eu/
grenoble-inp.fr,FRA_france,Grenoble Institute of Technology,https://www.grenoble-inp.fr
inalco.fr,FRA_france,Institut national des langues et civilisations orientales,http://www.inalco.fr/
inp-toulouse.fr,FRA_france,National Polytechnic Institute of Toulouse,http://www.inp-toulouse.fr
insep.fr,FRA_france,INSEP,https://www.insep.fr/fr
languedoc-roussillon-universites.fr,FRA_france,Languedoc Roussillon Universities,http://www.languedoc-roussillon-universites.fr/
normandie-univ.fr,FRA_france,Normandy University,http://www.normandie-univ.fr/
observatoiredeparis.psl.eu,FRA_france,"Paris Observatory, PSL University",https://www.observatoiredeparis.psl.eu/
oca.eu,FRA_france,Côte d'Azur Observatory,https://www.oca.eu/en/
pantheonsorbonne.fr,FRA_france,University of Paris 1 Pantheon-Sorbonne,https://www.pantheonsorbonne.fr
parisnanterre.fr,FRA_france,Paris Nanterre University,https://www.parisnanterre.fr/
psl.eu,FRA_france,PSL Research University,https://psl.eu
sciencespo-rennes.fr,FRA_france,Institut d'études politiques de Rennes,https://www.sciencespo-rennes.fr
sciencespo.fr,FRA_france,Sciences Po,https://www.sciencespo.fr/
sorbonne-nouvelle.fr,FRA_france,Sorbonne Nouvelle-Paris 3,https://www.sorbonne-nouvelle.fr/
sorbonne-universite.fr,FRA_france,Sorbonne University,https://www.sorbonne-universite.fr/
u-bordeaux-montaigne.fr,FRA_france,Bordeaux Montaigne University,http://www.u-bordeaux-montaigne.fr/
u-bordeaux.fr,FRA_france,University of Bordeaux,https://www.u-bordeaux.fr/
u-bourgogne.fr,FRA_france,University of Burgundy Europe,http://www.u-bourgogne.fr/
u-paris.fr,FRA_france,Paris Cité University,https://u-paris.fr
u-pec.fr,FRA_france,Paris 12 University,https://www.u-pec.fr/
u-picardie.fr,FRA_france,University of Picardie Jules Verne,https://www.u-picardie.fr
ube.fr,FRA_france,University of Burgundy Europe,https://www.ube.fr/
ubfc.fr,FRA_france,Burgundy - Franche-Comté University Group,http://www.ubfc.fr/
uca.fr,FRA_france,Clermont Auvergne University,https://www.uca.fr
uha.fr,FRA_france,Upper Alsace University,https://www.uha.fr/fr
umlp.fr,FRA_france,Marie and Louis Pasteur University,https://umlp.fr/
umontpellier.fr,FRA_france,University of Montpellier,http://www.umontpellier.fr/
unc.nc,FRA_france,University of New Caledonia,https://unc.nc/
unicaen.fr,FRA_france,University of Caen Normandy,https://www.unicaen.fr/
unilim.fr,FRA_france,University of Limoges,https://unilim.fr
unimes.fr,FRA_france,University of Nîmes,http://www.unimes.fr/en/
unistra.fr,FRA_france,University of Strasbourg,https://www.unistra.fr
univ-amu.fr,FRA_france,Aix-Marseille University,https://www.univ-amu.fr/
univ-angers.fr,FRA_france,University of Angers,https://www.univ-angers.fr/
univ-antilles.fr,FRA_france,University of the French Antilles,https://www.univ-antilles.fr/
univ-artois.fr,FRA_france,Artois University,https://www.univ-artois.fr/
univ-avignon.fr,FRA_france,Avignon University,https://univ-avignon.fr/
univ-brest.fr,FRA_france,Université de Bretagne Occidentale,https://www.univ-brest.fr
univ-cotedazur.eu,FRA_france,University of Côte d'Azur,https://univ-cotedazur.eu/
univ-cotedazur.fr,FRA_france,University of Côte d'Azur,https://univ-cotedazur.fr/
univ-evry.fr,FRA_france,University of Évry Val d'Essonne,https://www.univ-evry.fr
univ-grenoble-alpes.fr,FRA_france,Grenoble Alpes University,https://www.univ-grenoble-alpes.fr/
univ-gustave-eiffel.fr,FRA_france,Gustave Eiffel University,https://www.univ-gustave-eiffel.fr/
univ-guyane.fr,FRA_france,University of French Guiana,https://www.univ-guyane.fr/
univ-larochelle.fr,FRA_france,University of La Rochelle,http://www.univ-larochelle.fr/
univ-lehavre.fr,FRA_france,University of Le Havre,https://www.univ-lehavre.fr/
univ-lemans.fr,FRA_france,Le Mans Université,https://www.univ-lemans.fr/
univ-lille.fr,FRA_france,University of Lille,https://www.univ-lille.fr/
univ-lorraine.fr,FRA_france,University of Lorraine,https://www.univ-lorraine.fr/
univ-lyon1.fr,FRA_france,Claude Bernard University Lyon 1,https://www.univ-lyon1.fr/
univ-lyon2.fr,FRA_france,Lumière University Lyon 2,https://www.univ-lyon2.fr/
univ-lyon3.fr,FRA_france,Jean Moulin University - Lyon 3,https://www.univ-lyon3.fr/
univ-montp3.fr,FRA_france,"Paul-Valéry University (Montpellier, 1970-2024)",https://www.univ-montp3.fr/
univ-nantes.fr,FRA_france,Nantes University,https://www.univ-nantes.fr/
univ-orleans.fr,FRA_france,University of Orléans,https://www.univ-orleans.fr/
univ-paris8.fr,FRA_france,Paris 8 University,https://www.univ-paris8.fr/
univ-pau.fr,FRA_france,University of Pau and Pays de l'Adour,https://www.univ-pau.fr
univ-perp.fr,FRA_france,University of Perpignan,https://www.univ-perp.fr/
univ-poitiers.fr,FRA_france,University of Poitiers,https://www.univ-poitiers.fr/
univ-reims.eu,FRA_france,University of Reims,https://www.univ-reims.eu/
univ-reims.fr,FRA_france,University of Reims,https://www.univ-reims.fr/
univ-rennes2.fr,FRA_france,University of Rennes 2 – Upper Brittany,https://www.univ-rennes2.fr/
univ-reunion.fr,FRA_france,University of La Réunion,https://www.univ-reunion.fr/
univ-rouen.fr,FRA_france,University of Rouen-Normandy,https://www.univ-rouen.fr
univ-smb.fr,FRA_france,Savoy Mont Blanc University,https://www.univ-smb.fr/
univ-spn.fr,FRA_france,Paris North University,https://www.univ-spn.fr/
univ-st-etienne.fr,FRA_france,Jean Monnet University,https://www.univ-st-etienne.fr
univ-tln.fr,FRA_france,University of Toulon,http://www.univ-tln.fr/
univ-tlse2.fr,FRA_france,University Toulouse - Jean Jaurès,http://www.univ-tlse2.fr/
univ-toulouse.fr,FRA_france,University of Toulouse,http://www.univ-toulouse.fr/
univ-tours.fr,FRA_france,Tours University,https://www.univ-tours.fr/
univ-ubs.fr,FRA_france,University of Southern Brittany,https://www.univ-ubs.fr/
univ-valenciennes.fr,FRA_france,University of Valenciennes,http://univ-valenciennes.fr/
universita.corsica,FRA_france,University of Corsica Pasquale Paoli,https://www.universita.corsica
universite-lyon.fr,FRA_france,University of Lyon,https://www.universite-lyon.fr/
universite-paris-saclay.fr,FRA_france,Paris-Saclay University,https://www.universite-paris-saclay.fr
universiteparisseine.fr,FRA_france,University of Paris-Seine,http://www.universiteparisseine.fr
upf.pf,FRA_france,University of French Polynesia,https://www.upf.pf/fr
uphf.fr,FRA_france,Polytechnic University of Hauts-de-France,http://www.uphf.fr/
ut-capitole.fr,FRA_france,Toulouse Capitole University,https://www.ut-capitole.fr/
utt.fr,FRA_france,University of Technology of Troyes,http://www.utt.fr/
uvsq.fr,FRA_france,Université de Versailles Saint-Quentin-en-Yvelines,https://www.uvsq.fr/
univ-masuku.ga,GAB_gabon,Université des Sciences et Techniques de Masuku,http://www.univ-masuku.ga
univ-masuku.org,GAB_gabon,Université des Sciences et Techniques de Masuku,https://univ-masuku.org/
abdn.ac.uk,GBR_united_kingdom,University of Aberdeen,https://abdn.ac.uk/
aber.ac.uk,GBR_united_kingdom,Aberystwyth University,https://www.aber.ac.uk/en/
aru.ac.uk,GBR_united_kingdom,Anglia Ruskin University,https://aru.ac.uk/
aston.ac.uk,GBR_united_kingdom,Aston University,http://www.aston.ac.uk/
bangor.ac.uk,GBR_united_kingdom,Bangor University,https://www.bangor.ac.uk/
bath.ac.uk,GBR_united_kingdom,University of Bath,http://www.bath.ac.uk/
bbk.ac.uk,GBR_united_kingdom,"Birkbeck, University of London",https://bbk.ac.uk
bcu.ac.uk,GBR_united_kingdom,Birmingham City University,https://www.bcu.ac.uk
birmingham.ac.uk,GBR_united_kingdom,University of Birmingham,https://birmingham.ac.uk/
bolton.ac.uk,GBR_united_kingdom,University of Greater Manchester,https://www.bolton.ac.uk/
brad.ac.uk,GBR_united_kingdom,University of Bradford,http://www.brad.ac.uk/
bristol.ac.uk,GBR_united_kingdom,University of Bristol,https://bristol.ac.uk
brookes.ac.uk,GBR_united_kingdom,Oxford Brookes University,https://www.brookes.ac.uk/
brunel.ac.uk,GBR_united_kingdom,Brunel University London,https://www.brunel.ac.uk/
cam.ac.uk,GBR_united_kingdom,University of Cambridge,https://www.cam.ac.uk/
canterbury.ac.uk,GBR_united_kingdom,Canterbury Christ Church University,http://www.canterbury.ac.uk/
cardiff.ac.uk,GBR_united_kingdom,Cardiff University,https://cardiff.ac.uk/
courtauld.ac.uk,GBR_united_kingdom,Courtauld Institute of Art,https://courtauld.ac.uk/gallery/
cssd.ac.uk,GBR_united_kingdom,Royal Central School of Speech and Drama,https://www.cssd.ac.uk/
derby.ac.uk,GBR_united_kingdom,University of Derby,https://www.derby.ac.uk
dmu.ac.uk,GBR_united_kingdom,De Montfort University,http://www.dmu.ac.uk/
dundee.ac.uk,GBR_united_kingdom,University of Dundee,http://www.dundee.ac.uk/
durham.ac.uk,GBR_united_kingdom,Durham University,https://durham.ac.uk
ed.ac.uk,GBR_united_kingdom,University of Edinburgh,https://www.ed.ac.uk
edgehill.ac.uk,GBR_united_kingdom,Edge Hill University,https://edgehill.ac.uk/
essex.ac.uk,GBR_united_kingdom,University of Essex,http://www.essex.ac.uk
exeter.ac.uk,GBR_united_kingdom,University of Exeter,https://www.exeter.ac.uk/
gcu.ac.uk,GBR_united_kingdom,Glasgow Caledonian University,https://www.gcu.ac.uk/
gla.ac.uk,GBR_united_kingdom,University of Glasgow,https://gla.ac.uk/
gold.ac.uk,GBR_united_kingdom,"Goldsmiths, University of London",https://gold.ac.uk
herts.ac.uk,GBR_united_kingdom,University of Hertfordshire,https://www.herts.ac.uk/
hud.ac.uk,GBR_united_kingdom,University of Huddersfield,http://hud.ac.uk/
hull.ac.uk,GBR_united_kingdom,University of Hull,https://www.hull.ac.uk/
imperial.ac.uk,GBR_united_kingdom,Imperial College London,https://www.imperial.ac.uk/
info.ex.ac.uk,GBR_united_kingdom,University of Exeter,http://info.ex.ac.uk/
kcl.ac.uk,GBR_united_kingdom,King's College London,https://kcl.ac.uk/
kent.ac.uk,GBR_united_kingdom,University of Kent,https://www.kent.ac.uk
lancaster.ac.uk,GBR_united_kingdom,University of Lancaster,https://www.lancaster.ac.uk/
lancs.ac.uk,GBR_united_kingdom,University of Lancaster,http://www.lancs.ac.uk/
lboro.ac.uk,GBR_united_kingdom,Loughborough University,https://www.lboro.ac.uk/
leeds.ac.uk,GBR_united_kingdom,University of Leeds,https://leeds.ac.uk/
lincoln.ac.uk,GBR_united_kingdom,University of Lincoln,http://www.lincoln.ac.uk/
lincolnbishop.ac.uk,GBR_united_kingdom,Lincoln Bishop University,http://www.lincolnbishop.ac.uk
liverpool.ac.uk,GBR_united_kingdom,University of Liverpool,http://www.liverpool.ac.uk
ljmu.ac.uk,GBR_united_kingdom,Liverpool John Moores University,http://www.ljmu.ac.uk/
londonmet.ac.uk,GBR_united_kingdom,London Metropolitan University,http://www.londonmet.ac.uk
lsbu.ac.uk,GBR_united_kingdom,London South Bank University,https://www.lsbu.ac.uk/
lse.ac.uk,GBR_united_kingdom,London School of Economics and Political Science,https://lse.ac.uk
lshtm.ac.uk,GBR_united_kingdom,London School of Hygiene and Tropical Medicine,https://lshtm.ac.uk/
mmu.ac.uk,GBR_united_kingdom,Manchester Metropolitan University,http://www.mmu.ac.uk/
napier.ac.uk,GBR_united_kingdom,Edinburgh Napier University,https://www.napier.ac.uk/
newman.ac.uk,GBR_united_kingdom,Newman University,http://www.newman.ac.uk/
northumbria.ac.uk,GBR_united_kingdom,Northumbria University,http://www.northumbria.ac.uk
nottingham.ac.uk,GBR_united_kingdom,University of Nottingham,https://www.nottingham.ac.uk/
open.ac.uk,GBR_united_kingdom,The Open University,http://www.open.ac.uk/
ox.ac.uk,GBR_united_kingdom,University of Oxford,https://ox.ac.uk/
port.ac.uk,GBR_united_kingdom,University of Portsmouth,https://port.ac.uk
qmul.ac.uk,GBR_united_kingdom,Queen Mary University of London,https://qmul.ac.uk
qub.ac.uk,GBR_united_kingdom,Queen's University Belfast,https://qub.ac.uk/
rau.ac.uk,GBR_united_kingdom,Royal Agricultural University,http://www.rau.ac.uk
rca.ac.uk,GBR_united_kingdom,Royal College of Art,http://www.rca.ac.uk/
rcm.ac.uk,GBR_united_kingdom,Royal College of Music,http://www.rcm.ac.uk/
roehampton.ac.uk,GBR_united_kingdom,University of Roehampton,http://www.roehampton.ac.uk/
salford.ac.uk,GBR_united_kingdom,University of Salford,http://www.salford.ac.uk/
sheffield.ac.uk,GBR_united_kingdom,University of Sheffield,https://www.sheffield.ac.uk/
soas.ac.uk,GBR_united_kingdom,"SOAS, University of London",https://soas.ac.uk
southampton.ac.uk,GBR_united_kingdom,University of Southampton,https://southampton.ac.uk/
southbank-university.ac.uk,GBR_united_kingdom,London South Bank University,http://www.southbank-university.ac.uk
st-andrews.ac.uk,GBR_united_kingdom,University of St Andrews,https://st-andrews.ac.uk
stir.ac.uk,GBR_united_kingdom,University of Stirling,http://www.stir.ac.uk
strath.ac.uk,GBR_united_kingdom,University of Strathclyde,https://www.strath.ac.uk/
surrey.ac.uk,GBR_united_kingdom,University of Surrey,https://www.surrey.ac.uk/
sussex.ac.uk,GBR_united_kingdom,University of Sussex,https://www.sussex.ac.uk/
swansea.ac.uk,GBR_united_kingdom,Swansea University,http://www.swansea.ac.uk/
tulliallan.police.uk,GBR_united_kingdom,Scottish Police College,http://www.tulliallan.police.uk/
uea.ac.uk,GBR_united_kingdom,University of East Anglia,https://www.uea.ac.uk/
uel.ac.uk,GBR_united_kingdom,University of East London,https://www.uel.ac.uk/
unn.ac.uk,GBR_united_kingdom,Northumbria University,http://www.unn.ac.uk/
uwe.ac.uk,GBR_united_kingdom,University of the West of England,https://www.uwe.ac.uk/
uwl.ac.uk,GBR_united_kingdom,London College of Music,https://uwl.ac.uk/lcm
warwick.ac.uk,GBR_united_kingdom,University of Warwick,https://warwick.ac.uk/
westminster.ac.uk,GBR_united_kingdom,University of Westminster,http://www.westminster.ac.uk
winchester.ac.uk,GBR_united_kingdom,University of Winchester,https://www.winchester.ac.uk/
wkac.ac.uk,GBR_united_kingdom,University of Winchester,http://www.wkac.ac.uk/
worcester.ac.uk,GBR_united_kingdom,University of Worcester,https://worcester.ac.uk/
york.ac.uk,GBR_united_kingdom,University of York,https://york.ac.uk/
art.edu.ge,GEO_georgia,Tbilisi State Academy of Arts,http://www.art.edu.ge
ngu.edu.ge,GEO_georgia,New Georgian University,http://ngu.edu.ge/
tafu.edu.ge,GEO_georgia,Shota Rustaveli Theatre and Film University,http://tafu.edu.ge/
tsu.ge,GEO_georgia,Tbilisi State University,https://www.tsu.ge/en
atu.edu.gh,GHA_ghana,Accra Technical University,https://www.atu.edu.gh/
cctu.edu.gh,GHA_ghana,Cape Coast Technical University,https://cctu.edu.gh/
