field,text
country_name,"Republic of Côte d'Ivoire"
government_type,"presidential republic"
capital,"Yamoussoukro (legislative capital), Abidjan (administrative and economic capital); note - the US Embassy is in Abidjan"
chief_of_state,"President Alassane Dramane OUATTARA (since 25 October 2025)"
head_of_government,"Prime Minister Robert BREUGRE MAMBE (since 17 October 2023)"
judicial_highest_courts,"Supreme Court or Cour Supreme (organized into Judicial, Audit, Constitutional, and Administrative Chambers; consists of the court president, 3 vice presidents for the Judicial, Audit, and Administrative chambers, and 9 associate justices or magistrates)"
constitution_history,"previous 1960, 2000; latest draft completed 24 September 2016, approved by the National Assembly 11 October 2016, approved by referendum 30 October 2016, promulgated 8 November 2016"
