type,label,website,hostname
ministry,"Buenos Aires Province Ministry of Security","https://www.mseg.gba.gov.ar/",mseg.gba.gov.ar
ministry,"Ministry of Production, Science and Technology","http://www.mp.gba.gov.ar/",mp.gba.gov.ar
ministry,"Ministry of Security of the Province of Santa Fe","https://www.santafe.gov.ar/index.php/web/content/view/full/93815",santafe.gov.ar
ministry,"Q68720757","https://www.santafe.gov.ar/index.php/web/content/view/full/93773",santafe.gov.ar
parliament,"Deliberative Council of San Miguel de Tucumán","https://hcdtucuman.com.ar/",hcdtucuman.com.ar
parliament,"Deliberative Council of Santa Fe","https://www.concejosantafe.gov.ar/",concejosantafe.gov.ar
parliament,"Deliberative Council of Rosario","https://www.concejorosario.gov.ar/",concejorosario.gov.ar
parliament,"Deliberative Council of La Plata Partido","http://www.concejodeliberante.laplata.gov.ar",concejodeliberante.laplata.gov.ar
parliament,"Deliberative Council of Quilmes Partido","http://hcd.quilmes.gov.ar",hcd.quilmes.gov.ar
parliament,"Deliberative Council of Lanús Partido","http://www.hcdlanus.gov.ar",hcdlanus.gov.ar
parliament,"Deliberative Council of General San Martín Department","http://www.hcdsanmartin.gov.ar",hcdsanmartin.gov.ar
parliament,"Deliberative Council of Florencio Varela Partido","http://www.varela.gov.ar/concejodeliberante",varela.gov.ar
parliament,"Deliberative Council of Neuquén","http://www.cdnqn.gov.ar",cdnqn.gov.ar
parliament,"Deliberative Council of Tres de Febrero Partido","http://www.tresdefebrero.gov.ar/autoridades-legislativas/",tresdefebrero.gov.ar
parliament,"Deliberative Council of San Miguel Partido","http://hcdconcejales.blogspot.com",hcdconcejales.blogspot.com
parliament,"Deliberative Council of General Pueyrredón","https://www.concejomdp.gov.ar/",concejomdp.gov.ar
parliament,"Deliberative Council of Almirante Brown","https://www.almirantebrown.gov.ar/hcd/",almirantebrown.gov.ar
parliament,"Deliberative Council of Pilar Partido","https://hcdpilar.gov.ar/",hcdpilar.gov.ar
parliament,"Deliberative Council of Santiago del Estero","https://cdsde.com.ar/",cdsde.com.ar
parliament,"Q56316686","https://hcdcorrientes.gov.ar/",hcdcorrientes.gov.ar
parliament,"Chamber of Deputies of Mendoza","http://www.hcdmza.gov.ar/web/",hcdmza.gov.ar
parliament,"legislature of Mendoza","https://www.legislaturamendoza.gov.ar/",legislaturamendoza.gov.ar
parliament,"Senate of San Luis","https://senado.sanluis.gov.ar/",senado.sanluis.gov.ar
parliament,"Legislature of Río Negro","https://web.legisrn.gov.ar/",web.legisrn.gov.ar
parliament,"Chamber of Deputies of Misiones","https://diputadosmisiones.gov.ar/",diputadosmisiones.gov.ar
parliament,"Q130285293","https://concejodeliberante.sanmartindelosandes.gov.ar/",concejodeliberante.sanmartindelosandes.gov.ar
parliament,"Q130285595","https://concejobariloche.gov.ar/",concejobariloche.gov.ar
parliament,"Q130286043","https://concejocutralco.ar/",concejocutralco.ar
parliament,"Q130286647","https://www.facebook.com/p/Concejo-Deliberante-de-Jun%C3%ADn-de-los-Andes-100076862280466/",facebook.com
parliament,"Q130287516","https://concejodeliberantelaslajas.wordpress.com/",concejodeliberantelaslajas.wordpress.com
parliament,"Q130287534","https://www.facebook.com/p/Honorable-Concejo-Deliberante-de-Pic%C3%BAn-Leuf%C3%BA-100064605827459/",facebook.com
parliament,"Q130287537","https://hcdpda.blogspot.com/",hcdpda.blogspot.com
parliament,"Q130287549","https://allencd.gov.ar/",allencd.gov.ar
parliament,"Q130295580","https://www.generalroca.gov.ar/concejodeliberante/",generalroca.gov.ar
parliament,"Chamber of Deputies of Entre Ríos","https://www.hcder.gov.ar/",hcder.gov.ar
parliament,"Formosa Chamber of Deputies","https://www.legislaturaformosa.gov.ar/",legislaturaformosa.gov.ar
parliament,"Q109424025","https://chivilcoy.gov.ar/hcd/",chivilcoy.gov.ar
parliament,"Buenos Aires City Legislature","https://www.legislatura.gov.ar/",legislatura.gov.ar
parliament,"Buenos Aires Province Chamber of Deputies","https://www.hcdiputados-ba.gov.ar/",hcdiputados-ba.gov.ar
parliament,"Q131602623","https://www.concejosantafe.gov.ar/",concejosantafe.gov.ar
parliament,"Chamber of Deputies of Santa Fe","https://diputadossantafe.gov.ar/web/",diputadossantafe.gov.ar
parliament,"Senate of Buenos Aires Province","https://www.senado-ba.gov.ar/",senado-ba.gov.ar
parliament,"Q118751530","https://hcdlamatanza.gov.ar/",hcdlamatanza.gov.ar
parliament,"Chamber of Deputies of Corrientes","https://hcdcorrientes.gov.ar/",hcdcorrientes.gov.ar
parliament,"Senate of Corrientes","https://www.senadoctes.gov.ar/",senadoctes.gov.ar
parliament,"Chamber of Deputies of Jujuy","https://www.legislaturajujuy.gov.ar/",legislaturajujuy.gov.ar
parliament,"Q124389579","https://hcdtucuman.com.ar/",hcdtucuman.com.ar
constitutional_court,"Argentine-Uruguayan Jesuit Province","https://jesuitasaru.org/",jesuitasaru.org
constitutional_court,"Poder Ejecutivo Nacional","http://www.casarosada.gov.ar/",casarosada.gov.ar
supreme_court,"legislature of Mendoza","https://www.legislaturamendoza.gov.ar/",legislaturamendoza.gov.ar
supreme_court,"Legislature of Río Negro","https://web.legisrn.gov.ar/",web.legisrn.gov.ar
supreme_court,"Chamber of Deputies of Misiones","https://diputadosmisiones.gov.ar/",diputadosmisiones.gov.ar
supreme_court,"Deliberative Council of San Miguel de Tucumán","https://hcdtucuman.com.ar/",hcdtucuman.com.ar
supreme_court,"Deliberative Council of Santa Fe","https://www.concejosantafe.gov.ar/",concejosantafe.gov.ar
supreme_court,"Q130285293","https://concejodeliberante.sanmartindelosandes.gov.ar/",concejodeliberante.sanmartindelosandes.gov.ar
supreme_court,"Q130285595","https://concejobariloche.gov.ar/",concejobariloche.gov.ar
supreme_court,"Q130286043","https://concejocutralco.ar/",concejocutralco.ar
supreme_court,"Q130286647","https://www.facebook.com/p/Concejo-Deliberante-de-Jun%C3%ADn-de-los-Andes-100076862280466/",facebook.com
supreme_court,"Q130287516","https://concejodeliberantelaslajas.wordpress.com/",concejodeliberantelaslajas.wordpress.com
supreme_court,"Q130287534","https://www.facebook.com/p/Honorable-Concejo-Deliberante-de-Pic%C3%BAn-Leuf%C3%BA-100064605827459/",facebook.com
supreme_court,"Q130287537","https://hcdpda.blogspot.com/",hcdpda.blogspot.com
supreme_court,"Q130287549","https://allencd.gov.ar/",allencd.gov.ar
supreme_court,"Q130295580","https://www.generalroca.gov.ar/concejodeliberante/",generalroca.gov.ar
supreme_court,"Formosa Chamber of Deputies","https://www.legislaturaformosa.gov.ar/",legislaturaformosa.gov.ar
supreme_court,"Deliberative Council of Rosario","https://www.concejorosario.gov.ar/",concejorosario.gov.ar
supreme_court,"Deliberative Council of La Plata Partido","http://www.concejodeliberante.laplata.gov.ar",concejodeliberante.laplata.gov.ar
supreme_court,"Deliberative Council of Quilmes Partido","http://hcd.quilmes.gov.ar",hcd.quilmes.gov.ar
supreme_court,"Deliberative Council of Lanús Partido","http://www.hcdlanus.gov.ar",hcdlanus.gov.ar
supreme_court,"Deliberative Council of General San Martín Department","http://www.hcdsanmartin.gov.ar",hcdsanmartin.gov.ar
supreme_court,"Deliberative Council of Florencio Varela Partido","http://www.varela.gov.ar/concejodeliberante",varela.gov.ar
