field,text
country_name,"none"
government_type,"presidential republic; authoritarian"
capital,"Ashgabat (Ashkhabad)"
chief_of_state,"President Serdar BERDIMUHAMEDOV (since 19 March 2022)"
head_of_government,"President Serdar BERDIMUHAMEDOV (since 19 March 2022)"
judicial_highest_courts,"Supreme Court of Turkmenistan (consists of the court president and 21 associate judges and organized into civil, criminal, and military chambers)"
constitution_history,"several previous; latest adopted 14 September 2016"
