qid,label
Q1466462,Hiiu County
Q180200,Harju County
Q185036,Pärnu County
Q188068,Järva County
Q188076,Võru County
Q189952,Lääne-Viru County
Q189963,Ida-Viru County
Q189968,Lääne County
Q189974,Jõgeva County
Q191813,Põlva County
Q192061,Viljandi County
Q192352,Rapla County
Q192362,Valga County
Q192370,Tartu County
Q203272,Saare County
